,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt
9314861,9314861,house,house,188000,forsale,9260,m,installed,1978,good,pellet,197,3,105,true,,70,,,,,2,
9315097,9315097,house,house,420867,forsale,9860,m,installed,2022,asnew,gas,40,3,536,,,,,,,1,,1
9314557,9314557,house,apartmentblock,318000,forsale,9300,m,installed,1930,good,gas,266,6,110,,,,,,,,,
9315283,9315283,house,castle,1590000,forsale,49000,m,,,,,,8,39250,,,,,,,,,
9314264,9314264,house,house,noprice,forsale,8020,xl,usahyperequipped,1978,asnew,gas,211,4,972,,true,,true,true,,1,1,
9315421,9315421,house,house,noprice,forsale,2400,m,installed,,asnew,electric,496,3,1007,,true,,true,,,1,1,
9315098,9315098,house,house,402887,forsale,9860,m,installed,2022,asnew,gas,40,3,554,,,,,,,1,,1
9315561,9315561,houseunit,houseunit,345000,forsale,2560,m,installed,,,,,3,0,,,84,,,,,2,1
9315082,9315082,house,house,245000,forsale,7700,m,installed,,,gas,191,4,0,,,,,,,,,
9315560,9315560,houseunit,houseunit,345000,forsale,2560,m,installed,,,,,3,0,,,78,,,,,2,1
9315557,9315557,housegroup,housegroup,345000-345000,forsale,2560,m,,,,,,,,,,,,,,,,1
9315559,9315559,houseunit,houseunit,345000,forsale,2560,m,installed,,,,,3,0,,,78,,,,,2,1
9315049,9315049,house,house,noprice,forsale,3530,l,,1964,tobedoneup,fueloil,396,3,1465,,true,,true,,,,,
9315562,9315562,houseunit,houseunit,345000,forsale,2560,m,installed,,,,,3,0,,,84,,,,,2,1
9315563,9315563,houseunit,houseunit,345000,forsale,2560,m,installed,,,,,3,0,,,78,,,,,2,1
9315564,9315564,houseunit,houseunit,noprice,forsale,2560,m,installed,,,,,3,0,,,64,,,,,2,
9315565,9315565,houseunit,houseunit,noprice,forsale,2560,m,installed,,,,,3,0,,,94,,,,,2,
9315566,9315566,houseunit,houseunit,noprice,forsale,2560,m,installed,,,,,3,0,,,206,,,,,2,
9315567,9315567,houseunit,houseunit,noprice,forsale,2560,m,installed,,,,,3,0,,,257,,,,,2,
9315650,9315650,house,house,noprice,forsale,6800,m,,1920,torenovate,,696,2,700,true,true,,,,,,2,
9315697,9315697,housegroup,housegroup,334000-373000,forsale,8700,xl,,,,,,,,,,,,,,,,1
9315699,9315699,houseunit,houseunit,noprice,forsale,8700,xl,hyperequipped,2021,,,,3,253,,,,,,,,,
9315698,9315698,houseunit,houseunit,373000,forsale,8700,xl,hyperequipped,2021,,,,3,340,,,,,,,,,1
9315701,9315701,houseunit,houseunit,354000,forsale,8700,xl,hyperequipped,2021,,,,3,305,,,,,,,,,1
9315700,9315700,houseunit,houseunit,335000,forsale,8700,xl,hyperequipped,2021,,,,3,299,,,,,,,,,1
9315704,9315704,houseunit,houseunit,noprice,forsale,8700,xl,hyperequipped,2021,,,,3,326,,,,,,,,,
9315702,9315702,houseunit,houseunit,351000,forsale,8700,xl,hyperequipped,2021,,,,3,299,,,,,,,,,1
9315703,9315703,houseunit,houseunit,344000,forsale,8700,xl,hyperequipped,2021,,,,3,328,,,,,,,,,1
9315953,9315953,house,house,noprice,forsale,8000,xl,,,,,454,2,0,,,,,,,,,
9315787,9315787,house,house,noprice,forsale,7700,xl,notinstalled,,justrenovated,gas,235,3,247,,true,150,true,,,,,
9315705,9315705,houseunit,houseunit,344000,forsale,8700,xl,hyperequipped,2021,,,,3,326,,,,,,,,,1
9315707,9315707,houseunit,houseunit,noprice,forsale,8700,xl,hyperequipped,2021,,,,3,333,,,,,,,,,
9315706,9315706,houseunit,houseunit,337000,forsale,8700,xl,hyperequipped,2021,,,,3,258,,,,,,,,,1
9315846,9315846,house,villa,noprice,forsale,1330,xl,hyperequipped,1989,asnew,fueloil,226,5,2517,true,true,2517,true,,true,1,10,
9315974,9315974,house,house,558500,forsale,3080,xl,,,,,,3,566,,,,,,,1,,
9316091,9316091,house,villa,630350,forsale,3120,m,usahyperequipped,2021,asnew,,,3,684,,,,true,,,1,1,
9316394,9316394,house,house,noprice,forsale,9800,xl,,1942,asnew,,233,3,139,,true,,,,,,2,
9316561,9316561,house,house,195000,forsale,6150,xl,installed,1970,tobedoneup,,703,3,123,,,,true,,,,,
9316564,9316564,house,house,79000,forsale,7100,xl,notinstalled,,good,,,3,530,true,,,,,,1,,
9316587,9316587,house,house,noprice,forsale,3460,xl,installed,2022,,gas,,3,447,true,,,,,,,,
9316562,9316562,house,house,169000,forsale,6061,xl,semiequipped,1900,tobedoneup,gas,493,3,644,true,true,300,true,,,1,2,
9316588,9316588,house,house,noprice,forsale,3460,xl,installed,2022,,gas,,3,436,true,,,,,,,,
9316589,9316589,house,house,noprice,forsale,2400,xl,installed,2022,,gas,,3,452,true,,,,,,,,
9316959,9316959,house,house,noprice,forsale,4350,m,hyperequipped,,asnew,fueloil,446,3,959,,true,,true,,,4,3,
9317416,9317416,house,house,noprice,forsale,1050,l,installed,,,gas,213,5,0,,true,,,,,,,
9316993,9316993,house,house,noprice,forsale,7620,m,,,,fueloil,227,4,1603,,,,,,,1,3,
9317597,9317597,house,house,noprice,forsale,1348,m,installed,1987,good,gas,207,5,318,,true,,true,,,,1,
9317895,9317895,house,house,noprice,forsale,9770,xl,,1953,torenovate,fueloil,390,2,502,,,,,,,,,
9317463,9317463,house,exceptionalproperty,1400000,forsale,1180,l,hyperequipped,1930,good,gas,,3,517,,true,,,true,,,2,
9317019,9317019,house,house,noprice,forsale,4950,xl,semiequipped,,tobedoneup,fueloil,77310,5,929,true,true,680,true,,,,,
9317973,9317973,house,villa,239900,forsale,30740,l,,,,,,3,141,,,,,,true,,,
9317892,9317892,house,house,noprice,forsale,9190,m,installed,1957,tobedoneup,gas,753,3,688,,,,,,,,,
9317991,9317991,house,villa,294000,forsale,03178,l,,,,,,3,165,,,,,,true,,,
9317996,9317996,house,villa,239000,forsale,11650,l,,,,,,3,135,,,,,,true,,,
9317983,9317983,housegroup,housegroup,381824-381824,forsale,8791,xl,,,,,,,,,,,,,,,,1
9317995,9317995,house,villa,174000,forsale,30592,l,,,,,,3,158,,,,,,true,,,
9317997,9317997,house,villa,269900,forsale,03170,l,,,,,,3,230,,,,,,true,,,
9318008,9318008,house,villa,440000,forsale,03191,l,,,,,,3,219,,,,,,true,,,
9317998,9317998,house,villa,375000,forsale,03169,l,,,,,,3,310,,,,,,true,,,
9318015,9318015,house,villa,385000,forsale,03186,l,,,,,,3,365,,,,,,true,,,
9318019,9318019,house,villa,550000,forsale,03189,l,,,,,,3,310,,,,,,true,,,
9318014,9318014,houseunit,houseunit,381824,forsale,8791,xl,,2021,,,,3,422,,,,,,,,,1
9318025,9318025,house,villa,455400,forsale,03178,l,,,,,,3,309,,,,,,true,,,
9318024,9318024,house,villa,532400,forsale,03178,l,,,,,,3,309,,,,,,true,,,
9318026,9318026,house,villa,395000,forsale,03790,l,,,,,,3,618,,,,,,true,,,
9318033,9318033,house,villa,1922000,forsale,03726,l,,,,,,3,963,,,,,,true,,,
9318032,9318032,house,villa,1995000,forsale,03726,l,,,,,,3,1220,,,,,,true,,,
9318034,9318034,house,house,362280,forsale,03670,l,,,,,,3,130,,,,,,true,,,
9318035,9318035,house,house,315280,forsale,03670,l,,,,,,2,100,,,,,,true,,,
9318041,9318041,house,villa,729000,forsale,03169,l,,,,,,4,420,,,,,,true,,,
9318036,9318036,house,villa,517650,forsale,03670,l,,,,,,3,300,,,,,,true,,,
9318042,9318042,house,house,185000,forsale,30740,l,,,,,,3,105,,,,,,true,,,
9318050,9318050,house,villa,270000,forsale,33610,l,,,,,,3,365,,,,,,true,,,
9318043,9318043,house,villa,210000,forsale,33610,l,,,,,,3,400,,,,,,true,,,
9318054,9318054,house,villa,2300000,forsale,03170,l,,,,,,5,1723,,,,,,true,,,
9318056,9318056,house,villa,850000,forsale,03509,l,,,,,,3,454,,,,,,true,,,
9318059,9318059,house,villa,243850,forsale,30740,l,,,,,,3,120,,,,,,true,,,
9318060,9318060,house,villa,372000,forsale,30739,l,,,,,,3,214,,,,,,true,,,
9318064,9318064,house,villa,339000,forsale,04620,l,,,,,,3,230,,,,,,true,,,
9318065,9318065,house,villa,1601250,forsale,03590,l,,,,,,3,1046,,,,,,true,,,
9318068,9318068,house,house,201000,forsale,03130,l,,,,,,3,110,,,,,,true,,,
9318067,9318067,house,villa,324000,forsale,03159,l,,,,,,3,218,,,,,,true,,,
9318075,9318075,house,house,179000,forsale,03380,l,,,,,,3,105,,,,,,true,,,
9318130,9318130,house,house,noprice,forsale,9120,xl,,1991,tobedoneup,,313,4,960,,true,,,true,,1,3,
9318442,9318442,house,house,225000,forsale,6929,m,,,,gas,95,9,397,,,,true,,,2,,
9318416,9318416,house,house,noprice,forsale,4690,l,,1946,tobedoneup,fueloil,364,4,1785,true,true,1673,true,true,,1,3,
9318671,9318671,house,house,noprice,forsale,7110,xl,installed,1920,good,,419,2,560,true,true,364,true,,,1,1,
9318673,9318673,house,house,74000,forsale,7100,xl,notinstalled,,good,,,3,700,,,500,,,,1,1,
9318244,9318244,house,castle,1950000,forsale,4910,l,usasemiequipped,1898,justrenovated,,440,25,15000,true,true,15000,true,,,,10,
9318957,9318957,house,house,noprice,forsale,6762,xl,semiequipped,,,,625,5,742,,true,,,,,2,,
9318809,9318809,house,house,425000,forsale,1400,xl,hyperequipped,1985,asnew,electric,324,3,735,,true,500,true,,,1,,
9319004,9319004,house,house,263000,forsale,8650,xl,installed,2021,,,,3,223,,,,,,,1,,
9319005,9319005,house,house,269000,forsale,8650,xl,installed,2021,,,,3,220,,,,,,,1,,
9319006,9319006,house,house,289000,forsale,8650,xl,installed,2021,,,,3,334,,,,,,,1,,
9319067,9319067,house,house,noprice,forrent,1180,xl,installed,,asnew,gas,150,4,919,,true,750,true,true,,,1,
9319120,9319120,house,house,noprice,forsale,7610,m,,,tobedoneup,,568,2,365,,true,,,,,1,,
9319242,9319242,house,house,noprice,forsale,8790,m,,1960,,gas,357,3,164,,true,,,,,,,
9319300,9319300,house,exceptionalproperty,765000,forsale,2400,l,installed,1973,asnew,,471,3,44827,,,400,true,true,,4,6,
9319872,9319872,house,house,noprice,forsale,8400,xl,notinstalled,,good,,321,4,196,,,50,,,,2,2,
9319662,9319662,house,house,1950000,forsale,1150,xl,hyperequipped,1939,good,fueloil,290,6,598,,true,330,true,,,1,2,
9319885,9319885,house,house,263000,forsale,8650,xl,installed,,,,,3,0,,,,,,,1,,
9320073,9320073,house,house,noprice,forsale,9500,m,installed,1900,torenovate,gas,229,3,170,true,true,96,true,,,,,
9320209,9320209,house,villa,459000,forsale,03169,l,,2021,,,,3,500,,,,true,,true,,1,
9320208,9320208,house,villa,375000,forsale,03169,l,,2021,,,,3,310,,,,true,,true,,1,
9320428,9320428,house,mixedusebuilding,295000,forsale,4800,xl,semiequipped,,good,gas,240,4,505,,,,,true,,,,
9320397,9320397,house,exceptionalproperty,noprice,forsale,8300,xl,usahyperequipped,1939,asnew,gas,162,7,1622,,,1622,true,,true,2,4,
9320795,9320795,house,house,noprice,forsale,8810,m,,,torenovate,wood,1193,2,2465,,true,,,,,,,
9321010,9321010,house,house,noprice,forsale,1420,xl,hyperequipped,1980,good,gas,183,4,280,true,,200,true,true,,1,4,
9320688,9320688,house,house,245000,forsale,4430,m,,,,,345,4,0,,true,,,,,,,
9321137,9321137,house,house,noprice,forsale,8301,l,installed,,good,,183,3,115,,,,true,,,1,,
9320685,9320685,house,exceptionalproperty,1975000,forsale,1180,m,,1930,asnew,,,5,550,true,true,300,true,true,,,,
9321395,9321395,house,exceptionalproperty,noprice,forsale,4877,l,,1850,,electric,210,4,64050,,,,,true,,,,
9321488,9321488,house,house,noprice,forsale,9280,xl,semiequipped,1969,good,gas,470,2,63,true,true,,true,true,,,,
9321491,9321491,house,house,169000,forsale,9500,m,,,tobedoneup,,584,4,294,,,,,true,,,,
9321567,9321567,house,townhouse,noprice,forsale,1090,m,semiequipped,1985,good,gas,242,5,154,,,50,true,true,,1,1,
9321562,9321562,house,bungalow,noprice,forsale,8570,m,,1952,good,gas,487,3,283,,true,,,,,,,
9321867,9321867,house,bungalow,noprice,forsale,8620,l,installed,1981,torenovate,gas,,3,675,,,,,,,1,,
9321869,9321869,house,villa,noprice,forsale,8434,l,installed,1998,,gas,215,4,794,,,,,,,2,,
9321868,9321868,house,house,noprice,forsale,8620,l,,1930,torenovate,,699,2,570,,,,,,,2,,
9321875,9321875,house,house,noprice,forsale,8434,l,installed,,,fueloil,720,2,445,,,,,,,1,,
9321878,9321878,house,house,noprice,forsale,8620,l,,,torenovate,gas,595,3,171,,,,,,,,,
9321879,9321879,house,house,noprice,forsale,8620,l,installed,,asnew,gas,344,4,101,,,,,,,,,
9321880,9321880,house,house,noprice,forsale,8620,l,hyperequipped,,asnew,gas,269,4,251,,,,,,,2,2,
9321881,9321881,house,house,noprice,forsale,8434,l,hyperequipped,1970,,gas,269,3,236,,,,,,,1,,
9321884,9321884,house,house,noprice,forsale,8620,l,installed,2017,,gas,144.69,3,88,,,,,,,,,
9321885,9321885,house,house,noprice,forsale,8630,l,installed,,asnew,gas,252,3,90,,,,,,,,,
9321890,9321890,house,villa,noprice,forsale,8470,l,installed,1989,asnew,gas,338,4,1088,,,,,,,1,4,
9321888,9321888,house,house,noprice,forsale,8600,l,installed,,,fueloil,467,2,932,,,,,,,1,,
9321985,9321985,house,farmhouse,noprice,forsale,6700,l,,,,wood,849,3,310,true,true,,,,,,,
9322226,9322226,house,house,noprice,forsale,9220,l,,,,,359,3,273,,,190,,,,,,
9322312,9322312,house,villa,noprice,forsale,3400,xl,installed,1992,good,fueloil,333,4,1215,,true,,,true,,1,,
9322506,9322506,house,house,noprice,forsale,9600,xl,,,torenovate,,,3,540,true,true,400,,,,1,,
9322786,9322786,house,villa,275000,forsale,03726,xl,,,good,,,3,429,,,,true,,true,,,
9322903,9322903,house,farmhouse,noprice,forsale,4690,l,,,torenovate,fueloil,445,6,2375,true,true,,true,true,,10,10,
9322946,9322946,house,apartmentblock,1375000,forsale,1020,xl,,1910,,,284,0,0,,true,,true,,,,,
9322507,9322507,house,house,noprice,forsale,9600,xl,,,good,,341,5,549,true,,440,,,,1,,
9323450,9323450,house,mixedusebuilding,2250000,forsale,1000,l,,,asnew,gas,143,5,0,,true,,true,true,,4,,
9324026,9324026,house,house,349000,forrent,1750,l,installed,1957,asnew,gas,335,3,697,true,true,,,,,,,
9323255,9323255,house,house,noprice,forsale,4837,l,notinstalled,2007,good,gas,140,4,830,true,true,798,true,true,,,2,
9323663,9323663,house,house,noprice,forsale,3730,m,,,good,gas,409,3,346,,true,148,true,,,1,,
9324035,9324035,houseunit,houseunit,noprice,forsale,6890,xl,installed,2020,asnew,gas,103,3,415,true,,360,true,,,,1,
9324036,9324036,houseunit,houseunit,noprice,forsale,6890,xl,installed,2020,asnew,gas,108,3,459,true,,404,true,,,,2,
9324037,9324037,houseunit,houseunit,noprice,forsale,6890,xl,installed,2020,asnew,gas,108,3,574,true,,520,true,,,,2,
9324041,9324041,house,house,noprice,forsale,3473,l,hyperequipped,2019,good,gas,64,3,1099,,true,,true,,,,,
9324038,9324038,houseunit,houseunit,noprice,forsale,6890,xl,installed,2020,asnew,gas,108,3,498,true,,443,true,,,,1,
9324112,9324112,house,apartmentblock,349000,forsale,7700,m,notinstalled,1930,good,gas,428,0,0,,,,,,,,,
9324737,9324737,house,villa,240000,forsale,43580,m,installed,1996,,,,4,0,,,681,,,,,,
9324039,9324039,house,house,noprice,forsale,1650,l,installed,1972,good,fueloil,325,5,1071,,true,,true,,,,,
9324761,9324761,house,house,noprice,forsale,4350,l,semiequipped,1930,good,fueloil,392,3,275,true,true,,true,,,,1,
9324510,9324510,house,house,noprice,forsale,3510,l,,1959,tobedoneup,fueloil,468,5,1245,,true,,,,,,,
9324903,9324903,housegroup,housegroup,325000-325000,forsale,8434,m,,,,,,,,,,,,,,,,1
9324947,9324947,houseunit,houseunit,325000,forsale,8434,m,,2021,,,,3,320,,,,,,,,1,1
9324946,9324946,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,3,314,,,,,,,,1,
9324945,9324945,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,261,,,,,,,1,1,
9324948,9324948,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,291,,,,,,,1,1,
9324949,9324949,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,282,,,,,,,1,1,
9324951,9324951,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,277,,,,,,,1,1,
9324950,9324950,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,277,,,,,,,1,1,
9324958,9324958,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,224,,,,,,,1,1,
9325019,9325019,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,232,,,,,,,,1,
9325020,9325020,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,3,359,,,,,true,,,1,
9325022,9325022,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,161,,,,,,,1,1,
9325021,9325021,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,226,,,,,,,2,1,
9325023,9325023,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,225,,,,,,,1,1,
9325341,9325341,house,house,noprice,forsale,4570,xl,installed,,justrenovated,fueloil,277,2,1720,,true,1500,true,,,,10,
9325025,9325025,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,264,,,,,true,,1,1,
9325024,9325024,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,264,,,,,,,1,1,
9325026,9325026,houseunit,houseunit,noprice,forsale,8434,m,,2021,,,,4,491,,,,,,,,1,
9325486,9325486,house,house,noprice,forsale,5520,m,,,,,100,3,0,,,,,,,,,
9325738,9325738,house,villa,183000,forsale,43580,m,,,,,,2,0,,,250,,,,,,
9325784,9325784,house,exceptionalproperty,690000,forsale,7050,xl,usahyperequipped,,good,,187,3,405,,true,,true,,,3,,
9325587,9325587,house,villa,820000,forsale,7500,m,installed,1955,asnew,gas,303,5,1200,,true,,true,true,,,2,
9325819,9325819,house,townhouse,880000,forsale,1050,m,installed,1950,good,fueloil,,4,156,,true,18,true,true,,1,2,
9326076,9326076,house,villa,noprice,forsale,8210,xl,installed,1990,,fueloil,276,4,989,,,,true,,,1,,
9325908,9325908,housegroup,housegroup,noprice,forsale,8793,m,,,,,,,,,,,,,,,,
9326390,9326390,house,house,noprice,forsale,3500,l,,1930,good,gas,230,1,130,,,,,,,,,
9326393,9326393,house,exceptionalproperty,noprice,forsale,3540,l,,1850,tobedoneup,fueloil,419,3,18143,,,,true,true,,,,
9326333,9326333,house,house,336641,forsale,3200,m,,,,,,3,453,,,,,,,,,
9326691,9326691,house,chalet,145000,forsale,8450,xl,,,,,199,2,120,,,,true,,,,1,1
9326442,9326442,house,house,noprice,forsale,9620,xl,,,tobedoneup,,478,3,75,true,true,,true,,,,,
9326490,9326490,house,villa,noprice,forsale,8300,xl,installed,2017,asnew,gas,140,6,985,,,,,,,,,
9326883,9326883,house,house,noprice,forsale,1730,l,hyperequipped,1953,tobedoneup,fueloil,583,3,305,true,true,,true,,,1,3,
9326666,9326666,house,house,175000,forsale,1430,m,installed,1960,good,gas,449,3,80,true,true,,,,,,,
9327414,9327414,house,villa,228500,forsale,43580,m,hyperequipped,2016,justrenovated,,,3,300,,,300,,,,2,,
9327216,9327216,house,villa,299000,forsale,43580,m,installed,1999,,,,3,600,,,,,,,4,,
9327298,9327298,house,house,noprice,forsale,2930,l,,,,gas,292,3,120,true,true,,true,,,,,
9327456,9327456,house,house,noprice,forsale,9450,m,hyperequipped,1967,torenovate,fueloil,659,4,880,true,true,800,true,,,1,1,
9327585,9327585,house,apartmentblock,550000,forsale,4000,m,installed,,good,gas,272,2,0,,true,,,,,,,
9327494,9327494,house,mansion,noprice,forsale,9000,xl,notinstalled,,justrenovated,gas,120,4,219,,true,95,true,,,,,
9327588,9327588,house,house,noprice,forsale,4500,xl,installed,,good,gas,385,5,107,,true,,true,,,,,
9328035,9328035,house,house,noprice,forsale,6660,m,installed,,good,fueloil,381,4,260,,true,,,,,1,,
9328188,9328188,house,house,noprice,forsale,8400,l,,1930,,,524,4,175,,,,,,,,,
9328119,9328119,house,house,noprice,forsale,8560,m,hyperequipped,,asnew,gas,216,3,578,true,,,true,,,1,1,
9328194,9328194,house,house,noprice,forsale,9820,xl,,,,gas,,4,458,,,,,,,1,,
9328391,9328391,houseunit,houseunit,noprice,forsale,1400,m,,,,,,4,687,,,,,,,1,,
9328547,9328547,house,house,noprice,forsale,9185,m,,2021,,gas,,3,275,,,,,,,1,,
9328424,9328424,house,house,noprice,forrent,9506,m,,,,,,4,575,,,,true,,,1,,
9328393,9328393,houseunit,houseunit,noprice,forsale,1400,m,,,,,,4,496,,,,,,,1,,
9328392,9328392,houseunit,houseunit,noprice,forsale,1400,m,,,,,,4,504,,,,,,,1,,
9328855,9328855,house,villa,noprice,forsale,4650,l,hyperequipped,1985,asnew,fueloil,135,4,1125,,true,625,true,true,,2,2,
9329114,9329114,house,house,230000,forsale,4020,m,,,,,413,4,70,,,,,,,,,
9329335,9329335,house,house,noprice,forsale,9230,m,,1936,torenovate,,1179,2,141,,,,true,,,,,
9328653,9328653,house,exceptionalproperty,1350000,forsale,7370,l,usahyperequipped,2009,good,,102,5,12702,,true,12328,true,true,true,2,5,
9329369,9329369,house,house,noprice,forsale,6141,m,installed,,good,gas,479,5,1290,,true,,,,,,,
9329185,9329185,house,house,noprice,forsale,2400,m,semiequipped,,torenovate,gas,596,3,546,true,true,,,,,,,
9328815,9328815,house,house,noprice,forsale,1760,l,notinstalled,1963,torenovate,fueloil,676,3,670,true,true,,,,,1,3,
9329041,9329041,house,house,noprice,forsale,8560,m,installed,,good,gas,469,3,450,true,true,,true,,,1,,
9329437,9329437,house,house,noprice,forsale,9040,xl,installed,,justrenovated,gas,202,3,0,,,30,true,,,,,
9329452,9329452,house,house,noprice,forrent,2400,m,installed,,good,gas,120.58,3,0,true,,,true,,,1,,
9329285,9329285,house,house,noprice,forsale,1640,l,,1930,justrenovated,fueloil,321,4,828,,true,,true,true,,,,
9329675,9329675,house,apartmentblock,1200000,forsale,09516,m,,1940,,fueloil,182,0,380,,true,,,,,1,4,
9329585,9329585,house,house,noprice,forsale,7522,m,installed,,,,291,5,1350,,,,,,,2,4,
9329528,9329528,house,house,noprice,forsale,7543,xl,installed,,asnew,fueloil,127,4,3178,true,,2500,true,,,,,
9329887,9329887,house,house,395000,forsale,7700,m,installed,1970,good,gas,253,4,598,,true,,true,true,,2,1,
9330406,9330406,house,house,noprice,forsale,9660,xl,notinstalled,,tobedoneup,fueloil,1446,3,5080,,true,,,,,,,
9330416,9330416,housegroup,housegroup,210000-220000,forsale,8020,l,,,,,,,,,,,,,,,,1
9330474,9330474,house,mixedusebuilding,255000,forsale,5550,l,hyperequipped,1952,good,fueloil,375,2,110,true,true,,true,,,,,
9330434,9330434,house,house,noprice,forsale,7750,xl,,,justrenovated,,192,3,535,,true,535,,true,,,,
9330859,9330859,house,house,noprice,forsale,4130,l,usahyperequipped,,asnew,fueloil,751,3,357,true,,,true,true,,,,
9330999,9330999,house,mixedusebuilding,199000,forsale,4800,l,notinstalled,,torenovate,gas,415,5,200,true,true,128,,,,,,
9330913,9330913,house,house,noprice,forsale,6032,xl,installed,,good,gas,317,5,230,true,true,110,true,,,,,
9331008,9331008,housegroup,housegroup,365412-372859,forsale,8500,m,,,,,,,,,,,,,,,,1
9331009,9331009,houseunit,houseunit,365412,forsale,8500,m,,2021,,,,3,0,,true,28,true,,,,1,1
9331034,9331034,house,house,noprice,forsale,4527cj,m,,1928,,,,3,0,,true,,,,,,,
9331010,9331010,houseunit,houseunit,369615,forsale,8500,m,,2021,,,,3,0,,true,28,true,,,,1,1
9331344,9331344,house,house,315000,forsale,9810,m,installed,1955,tobedoneup,gas,472,3,950,true,,350,true,,,10,5,
9331569,9331569,house,mixedusebuilding,2520000,forsale,1050,xl,,1870,asnew,gas,147,0,193,,,39,true,,,,,
9331509,9331509,house,house,noprice,forsale,6970,xl,installed,1973,justrenovated,pellet,333,4,884,,true,,true,,,1,3,
9331011,9331011,houseunit,houseunit,372859,forsale,8500,m,,2021,,,,3,0,,true,29,true,,,,1,1
9331012,9331012,houseunit,houseunit,368983,forsale,8500,m,,2021,,,,3,0,,true,29,true,,,,1,1
9331680,9331680,house,villa,noprice,forsale,8670,xl,,1998,,gas,251,5,878,,,,true,,,2,,
9332422,9332422,house,house,239000,forsale,4260,m,installed,,,fueloil,302,3,1631,,,1400,true,,,,,
9331682,9331682,house,house,noprice,forsale,3600,m,,1930,torenovate,gas,,23,2073,true,,,,,,,,
9331840,9331840,house,house,noprice,forsale,5060,xl,semiequipped,,torenovate,,579,5,547,true,true,,true,,,,,
9331778,9331778,house,villa,noprice,forsale,8434,xl,,1938,good,gas,304,4,400,,true,,true,,,,,
9331847,9331847,house,house,130000,forsale,5670,xl,hyperequipped,,,wood,651,2,110,,,2,true,,,,,
9331735,9331735,house,house,noprice,forsale,4031,l,installed,1937,good,gas,310,5,343,,true,253,true,,,1,,
9332752,9332752,house,house,noprice,forsale,8200,xl,,,,,666,2,0,,,,true,,,1,,
9332538,9332538,house,house,noprice,forrent,9000,xl,installed,,good,gas,510,2,0,,,,true,,,,,
9332758,9332758,house,villa,noprice,forrent,8300,m,,1960,,,,7,2869,,,,true,,,1,,
9332941,9332941,house,townhouse,noprice,forsale,7080,xl,installed,2016,good,electric,169,2,190,true,,,true,,,1,,
9332966,9332966,house,house,noprice,forsale,6780,xl,notinstalled,1850,torenovate,fueloil,425,3,0,,,,true,,,1,2,
9332957,9332957,house,house,noprice,forsale,1730,l,usahyperequipped,1974,asnew,fueloil,206,3,316,true,true,,true,,,1,,
9332934,9332934,house,mixedusebuilding,1500000,forsale,04018,l,semiequipped,1894,torenovate,gas,,10,0,,true,,true,,,,,
9332992,9332992,house,villa,1600000,forsale,8500,m,usahyperequipped,2008,asnew,gas,257,3,3500,,,1570,true,true,true,1,1,
9333019,9333019,house,house,129000,forsale,6031,xl,notinstalled,1950,tobedoneup,gas,357,4,139,true,true,44,true,,,,,
9333046,9333046,house,house,noprice,forsale,5140,m,notinstalled,1949,torenovate,,657,2,90,true,true,,,,,,,
9333025,9333025,house,villa,noprice,forsale,8791,m,,1984,good,gas,195,3,945,,,,,true,,,,
9333465,9333465,house,exceptionalproperty,1185000,forsale,62520,m,,,,,,3,0,,,,,,,,,
9333491,9333491,house,house,noprice,forsale,9032,xl,installed,1983,good,gas,219,3,343,,,,,,,1,,
9333481,9333481,house,house,noprice,forsale,7530,m,hyperequipped,,justrenovated,fueloil,392,4,422,,true,312,true,true,,,2,
9333572,9333572,house,house,noprice,forsale,9000,xl,installed,,good,gas,170,3,120,,,,,,,,,
9333558,9333558,house,house,noprice,forsale,3520,l,,1970,good,gas,411,2,1328,,,,,,,,,
9333628,9333628,house,house,noprice,forsale,9000,xl,installed,1950,asnew,gas,545,2,72,,,,,,,,,
9333610,9333610,house,house,noprice,forsale,9700,l,hyperequipped,,justrenovated,gas,178,3,150,,,,,,,,,
9334133,9334133,house,house,noprice,forsale,2100,l,installed,1950,asnew,gas,238,2,105,,,37,,,,,,
9334184,9334184,house,house,noprice,forsale,9290,l,installed,1998,good,gas,277,4,658,,,,true,,,,2,
