,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt
8460565,8460565,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460567,8460567,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460566,8460566,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460569,8460569,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,3,299,true,,,,,,1,1,
8460568,8460568,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,3,302,true,,,,,,1,1,
8460570,8460570,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,3,296,true,,,,,,1,1,
8460572,8460572,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460571,8460571,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460573,8460573,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460574,8460574,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460575,8460575,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460577,8460577,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460576,8460576,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,3,341,true,,,,true,,1,1,
8460578,8460578,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460579,8460579,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460580,8460580,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,3,339,true,,,,,,1,1,
8460582,8460582,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460584,8460584,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460581,8460581,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,3,339,true,,,,,,1,1,
8460583,8460583,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460585,8460585,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,3,325,true,,,,,,1,1,
8460586,8460586,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460651,8460651,houseunit,houseunit,noprice,forsale,9190,m,,,,gas,,4,302,,,,,,,1,1,
8460588,8460588,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,341,,,,,,,1,1,
8460652,8460652,houseunit,houseunit,noprice,forsale,9190,m,,,,gas,,4,302,,,,,,,1,1,
8460653,8460653,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,339,,,,,,,1,1,
8460654,8460654,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,317,,,,,,,1,1,
8460656,8460656,houseunit,houseunit,noprice,forsale,9190,m,,,,gas,,4,302,,,,,,,1,1,
8460657,8460657,houseunit,houseunit,noprice,forsale,9190,m,,,,gas,,4,302,,,,,,,1,1,
8460655,8460655,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,302,,,,,,,1,1,
8460659,8460659,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,384,,,,,,,1,1,
8460660,8460660,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,393,,,,,,,1,1,
8460658,8460658,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,311,,,,,,,1,1,
8460662,8460662,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,403,,,,,,,1,1,
8460663,8460663,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,389,,,,,,,1,1,
8460698,8460698,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,219,,,,,,,1,1,
8460864,8460864,house,house,noprice,forsale,5651,l,installed,,asnew,fueloil,518,3,6469,true,true,,true,true,,4,8,
8460699,8460699,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,219,,,,,,,1,1,
8460960,8460960,house,house,noprice,forsale,8300,l,,,good,,449,2,280,,,,,,,,,
8460970,8460970,house,house,noprice,forsale,8300,xl,,2003,good,,161,4,310,,,,,,,1,,
8460973,8460973,house,house,noprice,forsale,1800,l,installed,,,gas,241,3,268,,true,200,,,,,,
8461166,8461166,house,house,noprice,forrent,1357,l,installed,,good,gas,195,3,1000,,,,true,true,,,2,
8461488,8461488,house,villa,noprice,forsale,6180,m,installed,2003,asnew,gas,228,3,1374,,,1374,true,,,1,1,
8461912,8461912,house,house,noprice,forsale,9000,xl,semiequipped,1755,tobedoneup,gas,375,2,74,true,,,true,true,,,,
8462847,8462847,house,house,420000,forsale,84210,m,,,,,81,6,0,,,,,,,,,
8463676,8463676,house,house,noprice,forsale,3740,m,installed,1950,torenovate,,835,3,1770,,true,1400,,,,,,
8462304,8462304,house,villa,noprice,forsale,8620,xl,,1990,asnew,gas,344,5,2012,,,,true,,,1,,
8464350,8464350,house,house,noprice,forsale,7911,m,,,,pellet,848,1,110,,true,,,,,,,
8463687,8463687,house,house,noprice,forsale,2800,l,,1997,,,245,3,437,,,,,,,,,
8463136,8463136,house,mansion,noprice,forsale,6000,m,semiequipped,1878,good,fueloil,381,5,210,,true,70,true,true,,,,
8464405,8464405,house,apartmentblock,noprice,forsale,1030,m,installed,1911,justrenovated,gas,,4,50,,true,,true,,,,,
8464403,8464403,house,house,noprice,forsale,2900,l,,,good,,326,3,204,,,,,,,,,
8464413,8464413,house,villa,noprice,forrent,9200,l,installed,1995,asnew,,188,3,1022,,,,,,,2,2,
8465190,8465190,house,house,488000,forsale,2018,xl,,,,,,3,0,,,48,,,,,,
8464639,8464639,house,house,noprice,forsale,1880,l,,1918,torenovate,fueloil,977,1,338,,true,,,,,,,
8464636,8464636,house,house,noprice,forsale,1861,l,,1931,good,gas,456,7,1260,,,7,,,,,,
8465503,8465503,house,house,noprice,forsale,9000,xl,notinstalled,,good,,225,5,136,,true,,,,,1,,
8465852,8465852,house,house,noprice,forsale,2960,m,,2005,,,170,5,0,,,,true,,true,2,,
8466968,8466968,house,mixedusebuilding,300000,forsale,7500,m,,,torestore,,,0,0,,,,,,,,,
8465855,8465855,house,countrycottage,noprice,forrent,9600,xl,,,asnew,,757,1,750,,,200,,,,,,
8466202,8466202,house,house,noprice,forsale,8300,m,,,asnew,,491,3,0,,,,,,,,,
8466509,8466509,house,house,noprice,forsale,1450,m,installed,,,gas,250,9,3582,,,,true,true,,2,8,
8467353,8467353,house,house,noprice,forsale,1800,l,,,,,366,4,0,,,,,,,,,
8467856,8467856,house,house,noprice,forsale,2400,m,hyperequipped,,asnew,gas,240,2,500,true,,,true,,,,,
8468637,8468637,house,villa,noprice,forsale,1570,xl,installed,1982,asnew,electric,218,3,1293,,true,,,true,,2,4,
8469245,8469245,house,house,noprice,forrent,9860,m,,,,,164,3,650,,true,,true,,,1,2,
8469311,8469311,house,house,noprice,forsale,4420,l,semiequipped,,good,gas,237,2,92,,true,42,true,,,,,
8469466,8469466,house,house,noprice,forsale,6110,m,installed,,justrenovated,gas,495,4,230,,true,,,,,,,
8471934,8471934,house,house,noprice,forrent,3400,xl,notinstalled,,good,gas,476,3,0,,true,,,,,,,
8471885,8471885,house,house,noprice,forsale,6680,xl,notinstalled,1951,torenovate,,891,3,835,true,,835,true,,,1,1,
8472331,8472331,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,399,,,,,,,1,1,
8472332,8472332,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,385,,,,,,,1,1,
9194328,9194328,house,villa,noprice,forsale,03740,xl,,,asnew,,,6,1362,,,,,,,1,,
9194300,9194300,house,villa,noprice,forsale,2380,l,,1967,good,,,5,971,,true,,true,true,,1,2,
8472334,8472334,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,351,,,,,,,1,1,
8472333,8472333,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,373,,,,,,,1,1,
9194365,9194365,house,house,noprice,forsale,2450,m,installed,1955,good,,401,3,1143,,,,,,,1,5,
9194473,9194473,house,house,noprice,forrent,2400,m,installed,,good,gas,212,3,0,,,,true,,,,,
9194407,9194407,house,house,noprice,forsale,1370,m,usainstalled,1930,good,gas,332,3,80,,true,,true,,,,,
9194720,9194720,house,house,noprice,forsale,8211,xl,,2021,,,,3,0,true,,,,,,,,
9194836,9194836,house,house,noprice,forsale,9320,xl,installed,,good,fueloil,500,3,861,true,true,250,true,,,1,6,
9195832,9195832,house,house,noprice,forsale,9320,xl,installed,,good,gas,813,2,232,,,30,true,,,1,,
9195731,9195731,house,house,noprice,forrent,1050,xl,hyperequipped,1930,asnew,gas,318,6,500,true,true,350,true,true,,,,
9196656,9196656,houseunit,houseunit,noprice,forsale,6850,m,,,,,110,3,755,,,671,,,,2,,
9195123,9195123,house,house,noprice,forsale,7070,m,semiequipped,,good,gas,319,5,1457,true,true,1200,true,true,,2,2,
9196139,9196139,house,bungalow,noprice,forsale,1450,m,semiequipped,1980,good,gas,308,2,1091,,,,true,,,1,2,
9196658,9196658,houseunit,houseunit,noprice,forsale,6850,m,semiequipped,,,,107,4,789,,,703,,,,2,,
9196666,9196666,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,690,,,,,,,,,
9196659,9196659,houseunit,houseunit,noprice,forsale,6850,m,semiequipped,,,,93,4,1315,,,1230,,,,4,,
9196660,9196660,houseunit,houseunit,noprice,forsale,6850,m,,,,,111,3,587,,,507,,,,2,,
9196668,9196668,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,379,,,,,,,,,
9196669,9196669,houseunit,houseunit,noprice,forsale,4520,m,,,,,118,3,679,,,613,,,,,,
9196670,9196670,houseunit,houseunit,noprice,forsale,4520,m,,,,,111,3,673,,,607,,,,,,
9196672,9196672,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,613,,,,,,,,,
9196671,9196671,houseunit,houseunit,noprice,forsale,4520,m,,,,,131,2,671,,,,,,,,,
9196673,9196673,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,460,,,,,,,,,
9196674,9196674,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,383,,,,,,,,,
9196676,9196676,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,658,,,,,,,,,
9196675,9196675,houseunit,houseunit,noprice,forsale,4520,m,,,,,163,2,770,,,,,,,,,
9196677,9196677,houseunit,houseunit,noprice,forsale,4520,m,,,,,106,2,554,,,,,,,,,
9196678,9196678,houseunit,houseunit,noprice,forsale,4520,m,,,,,103,2,478,,,,,,,,,
9196679,9196679,houseunit,houseunit,noprice,forsale,4520,m,,,,,102,2,304,,,,,,,,,
9196681,9196681,houseunit,houseunit,noprice,forsale,4520,m,,,,,110,3,367,,,290,,,,,,
9196680,9196680,houseunit,houseunit,noprice,forsale,4520,m,,,,,102,2,482,,,,,,,,,
9196682,9196682,houseunit,houseunit,noprice,forsale,4520,m,,,,,105,2,443,,,,,,,,,
9196683,9196683,houseunit,houseunit,noprice,forsale,4520,m,,,,,107,3,320,,,,,,,,,
9196685,9196685,houseunit,houseunit,noprice,forsale,4520,m,,,,,129,2,421,,,,,,,,,
9196684,9196684,houseunit,houseunit,noprice,forsale,4520,m,,,,,95,3,320,,,,,,,,,
9196686,9196686,houseunit,houseunit,noprice,forsale,4520,m,notinstalled,,,,104,3,734,,,,,,,,,
9196689,9196689,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,gas,112,3,1024,,,942,,,,2,,
9196688,9196688,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,gas,98,3,542,,,467,,,,2,,
9196687,9196687,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,gas,119,4,736,,,652,,,,2,,
9196691,9196691,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,111,2,415,,,,,,,,,
9196690,9196690,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,gas,112,3,678,,,610,,,,2,,
9196693,9196693,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,115,3,414,,,,,,,,,
9196692,9196692,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,100,3,332,,,265,,,,,,
9196694,9196694,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,115,3,415,,,,,,,,,
9196697,9196697,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,681,,,,,,,,,
9196700,9196700,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,931,,,,,,,,,
9196695,9196695,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,115,3,415,,,,,,,,,
9196702,9196702,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,333,,,,,,,,,
9196706,9196706,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,376,,,,,,,,,
9196705,9196705,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,602,,,,,,,,,
9196707,9196707,houseunit,houseunit,noprice,forsale,4520,m,,,,,112,3,538,,,,,,,,,
9196708,9196708,houseunit,houseunit,noprice,forsale,4520,m,,,,,112,3,577,,,511,,,,,,
9196709,9196709,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,112,3,701,,,635,,,,,,
9196710,9196710,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,106,3,683,,,617,,,,,,
9196711,9196711,houseunit,houseunit,noprice,forsale,4520,m,,,,,132,2,645,,,,,,,,,
9196712,9196712,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,611,,,,,,,,,
9196713,9196713,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,535,,,,,,,,,
9196714,9196714,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,496,,,,,,,,,
9196716,9196716,houseunit,houseunit,noprice,forsale,4520,m,,,,,109,2,481,,,,,,,,,
9196715,9196715,houseunit,houseunit,noprice,forsale,4520,m,,,,,115,2,498,,,,,,,,,
9196717,9196717,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,413,,,,,,,,,
9196718,9196718,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,448,,,,,,,,,
9196721,9196721,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,844,,,,,,,,,
9196719,9196719,houseunit,houseunit,noprice,forsale,4520,m,,,,,,2,633,,,,,,,,,
9196722,9196722,houseunit,houseunit,noprice,forsale,4520,m,,,,,98,2,334,,,,,,,,,
9196723,9196723,houseunit,houseunit,noprice,forsale,4520,m,,,,,104,2,496,,,,,,,,,
9196725,9196725,houseunit,houseunit,noprice,forsale,4520,m,,,,,109,2,315,,,,,,,,,
9196726,9196726,houseunit,houseunit,noprice,forsale,4520,m,,,,,107,3,523,,,,,,,,,
9196724,9196724,houseunit,houseunit,noprice,forsale,4520,m,,,,,109,2,334,,,,,,,,,
9196727,9196727,houseunit,houseunit,noprice,forsale,4520,m,,,,,128,3,564,,,,,,,,,
9196729,9196729,houseunit,houseunit,noprice,forsale,4520,m,,,,,110,3,458,,,,,,,,,
9196728,9196728,houseunit,houseunit,noprice,forsale,4520,m,,,,,117,3,627,,,541,,,,2,,
9196731,9196731,houseunit,houseunit,noprice,forsale,4520,m,,,,,104,3,400,,,,,,,,,
9196730,9196730,houseunit,houseunit,noprice,forsale,4520,m,,,,,105,3,406,,,,,,,,,
9196732,9196732,houseunit,houseunit,noprice,forsale,4520,m,,,,,111,3,421,,,,,,,,,
9196733,9196733,houseunit,houseunit,noprice,forsale,4520,m,,,,,103,2,421,,,,,,,,,
9196734,9196734,houseunit,houseunit,noprice,forsale,4520,m,notinstalled,,,,109,3,674,,,594,,,,2,,
9196735,9196735,houseunit,houseunit,noprice,forsale,4520,m,notinstalled,,,,106,3,381,,,306,,,,2,,
9196736,9196736,houseunit,houseunit,noprice,forsale,4520,m,notinstalled,,,,109,3,676,,,,,,,,,
9196737,9196737,houseunit,houseunit,noprice,forsale,4520,m,notinstalled,,,,107,3,560,,,464,,,,2,,
9196739,9196739,houseunit,houseunit,noprice,forsale,4520,m,notinstalled,,,,124,3,592,,,512,,,,2,,
9196738,9196738,houseunit,houseunit,noprice,forsale,4520,m,notinstalled,,,,99,4,441,,,361,,,,2,,
9196743,9196743,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,112,3,634,,,,,,,,,
9196742,9196742,houseunit,houseunit,noprice,forsale,4520,m,notinstalled,,,,116,3,1049,,,965,,,,2,,
9196741,9196741,houseunit,houseunit,noprice,forsale,4520,m,notinstalled,,,,104,4,562,,,,,,,2,,
9196740,9196740,houseunit,houseunit,noprice,forsale,4520,m,notinstalled,,,,118,3,353,,,,,,,2,,
9196745,9196745,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,115,3,415,,,,,,,,,
9196746,9196746,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,113,3,415,,,,,,,,,
9196744,9196744,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,111,3,414,,,,,,,,,
9196747,9196747,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,115,3,414,,,,,,,,,
9196748,9196748,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,101,3,447,,,,,,,2,,
9196750,9196750,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,110,3,556,,,,,,,,,
9196749,9196749,houseunit,houseunit,noprice,forsale,4520,m,semiequipped,,,,106,4,721,,,,,,,,,
9196753,9196753,houseunit,houseunit,noprice,forsale,6790,m,,,,,136,3,266,,,,true,,,,,
9196754,9196754,houseunit,houseunit,noprice,forsale,6790,m,,,,,121,3,293,,,,,,,,,
9196758,9196758,houseunit,houseunit,noprice,forsale,6790,m,,,,,129,2,285,,,,,,,,,
9196759,9196759,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,535,,,,,,,,,
9196760,9196760,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,683,,,,,,,,,
9196761,9196761,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,263,,,,,,,,,
9196762,9196762,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,263,,,,,,,,,
9196763,9196763,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,781,,,,,,,,,
9196764,9196764,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,712,,,,,,,,,
9196765,9196765,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,671,,,,,,,,,
9196766,9196766,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,763,,,,,,,,,
9196767,9196767,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,438,,,,,,,,,
9196771,9196771,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,438,,,,,,,,,
9196776,9196776,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,479,,,,,,,,,
9196768,9196768,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,417,,,,,,,,,
9196778,9196778,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,682,,,,,,,,,
9196782,9196782,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,495,,,,,,,,,
9196783,9196783,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,619,,,,,,,,,
9196785,9196785,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,545,,,,,,,,,
9196788,9196788,houseunit,houseunit,noprice,forsale,6790,m,,,,,,2,528,,,,,,,,,
8472657,8472657,housegroup,housegroup,120000-160000,forsale,4711,l,,,,,,,,,,,,,,,,1
8472670,8472670,house,house,noprice,forsale,2400,m,installed,,good,gas,433,4,338,true,true,,true,,,,,
8474073,8474073,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,302,,,,,,,1,1,
8473168,8473168,house,house,noprice,forsale,9570,xl,,1979,asnew,fueloil,375,3,1693,,true,,true,,,2,,
8474074,8474074,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,4,276,,,,,,,1,1,
8473169,8473169,house,house,noprice,forsale,9660,xl,,1959,torenovate,,616,3,900,,true,,,,,,1,
8474080,8474080,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,331,,,,,,,1,,
8474118,8474118,houseunit,houseunit,noprice,forsale,9190,m,,,,,29,3,221,,,,,,,1,,
8474081,8474081,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,3,331,true,,,,,,1,,
8474128,8474128,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,3,221,true,,,,,,1,,
8474129,8474129,houseunit,houseunit,noprice,forsale,9190,m,installed,,,gas,,3,226,true,,,,,,1,,
8474251,8474251,house,house,noprice,forrent,9052,m,installed,,good,,289,3,0,,true,,,,,1,3,
8474687,8474687,house,house,noprice,forsale,1730,l,notinstalled,1967,,,317,3,361,,,,,,,1,2,
8474761,8474761,house,house,noprice,forsale,4500,xl,semiequipped,1930,torenovate,gas,648,2,487,,true,405,true,,,1,,
8474890,8474890,house,house,noprice,forsale,1831,l,,1962,,,352,3,290,,,,,,,,,
8474904,8474904,house,house,noprice,forsale,7620,m,,,,fueloil,371,6,2214,,,,,,,3,,
8474932,8474932,house,bungalow,noprice,forsale,3020,xl,notinstalled,1979,good,gas,346,3,533,,,,,,,1,,
8477502,8477502,house,villa,noprice,forsale,6760,xl,installed,,,,419,3,550,,true,,,,,1,,
8476062,8476062,house,house,noprice,forsale,5575,xl,notinstalled,1918,torenovate,,639,2,212,,,,true,,,1,,
8477504,8477504,house,house,noprice,forsale,55600,xl,semiequipped,,,,,3,1136,,true,,,,,1,,
8475086,8475086,house,house,noprice,forsale,9660,xl,,1964,torenovate,fueloil,859,3,933,,true,,,,,1,,
8475171,8475171,house,house,noprice,forsale,8620,xl,,1986,tobedoneup,,388,4,862,,,,,,,1,,
8477513,8477513,house,house,noprice,forsale,6760,xl,installed,,,,503,3,300,,true,,,,,1,,
8478782,8478782,house,house,noprice,forsale,1730,l,installed,1953,,fueloil,609,3,610,,true,,true,,,1,4,
8477517,8477517,house,house,noprice,forsale,6762,xl,semiequipped,1965,,,462,2,230,,true,,,,,,,
8480018,8480018,house,house,noprice,forsale,9680,xl,,1960,good,fueloil,364,3,621,,true,,,,,,,
8480316,8480316,house,house,noprice,forsale,9550,m,semiequipped,1931,torenovate,gas,1033,3,360,true,true,250,true,,,2,1,
8481845,8481845,house,mixedusebuilding,noprice,forsale,1030,m,installed,,good,gas,,5,433,true,,,true,true,,,8,
8482115,8482115,house,house,noprice,forsale,9570,xl,,2020,,,,3,487,,,,,,,,,
8482006,8482006,house,house,noprice,forsale,1030,xl,hyperequipped,1930,asnew,gas,370,5,128,true,true,,true,true,,1,1,
8482278,8482278,house,villa,250000,forsale,09420,m,,,,,,3,0,,,,,,,,,
8482116,8482116,house,house,noprice,forsale,9570,xl,,2020,,,,3,487,,,,,,,,,
8482368,8482368,house,house,110000,forsale,4420,m,,1950,,gas,523,2,102,,true,15,true,,,,,
8483328,8483328,house,countrycottage,noprice,forsale,7032,l,installed,,good,fueloil,497,4,1445,,,,true,,,2,3,
8482766,8482766,house,house,noprice,forsale,7100,xl,hyperequipped,,asnew,gas,432,2,337,true,true,,true,,,,,
8483526,8483526,house,house,noprice,forsale,5070,l,notinstalled,,torenovate,gas,571,4,1090,true,true,,true,,,1,1,
8483088,8483088,house,house,noprice,forsale,1800,l,,2000,,,232,3,310,,,,,,,,,
8484102,8484102,house,house,noprice,forsale,3130,l,installed,2019,,gas,,3,260,,,,,,,,3,
8484288,8484288,house,house,noprice,forsale,8490,m,,,,,,3,366,,,,true,,,1,,
8484931,8484931,house,house,noprice,forsale,1340,m,installed,1950,tobedoneup,gas,431,3,887,,true,700,true,,,1,1,
8485502,8485502,house,house,noprice,forsale,4460,l,notinstalled,,,gas,454,3,178,,true,120,,,,,,
8486155,8486155,house,house,noprice,forsale,4000,xl,hyperequipped,,asnew,gas,428,3,689,,,550,true,true,,1,6,
8486437,8486437,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,202,,,,true,,,,,
8486436,8486436,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,313,,,,true,,,,,
8486439,8486439,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,202,,,,true,,,,,
8486438,8486438,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,202,,,,true,,,,,
8486440,8486440,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,286,,,,true,,,,,
8486441,8486441,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,262,,,,true,,,1,,
8486442,8486442,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,249,,,,true,,,1,,
8486443,8486443,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,365,,,,true,,,1,,
8486435,8486435,housegroup,housegroup,382500-391500,forsale,8490,xl,,,,,,,,,,,,,,,,1
8486444,8486444,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,335,,,,true,,,,,
8486445,8486445,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,211,,,,true,,,,,
8486446,8486446,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,305,,,,true,,,,,
8486448,8486448,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,200,,,,true,,,,,
8486447,8486447,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,288,,,,true,,,,,
8486449,8486449,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,333,,,,true,,,,,
8486450,8486450,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,326,,,,true,,,1,,
8486451,8486451,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,295,,,,true,,,,,
8486452,8486452,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,197,,,,true,,,,,
8486453,8486453,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,308,,,,true,,,,,
8486454,8486454,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,396,,,,true,,,1,,
8486455,8486455,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,368,,,,true,,,1,,
8486456,8486456,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,312,,,,true,,,1,,
8486457,8486457,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,312,,,,true,,,1,,
8486459,8486459,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,288,,,,true,,,1,,
8486458,8486458,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,216,,,,true,,,1,,
8486460,8486460,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,312,,,,true,,,1,,
8486461,8486461,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,321,,,,true,,,1,,
8486462,8486462,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,4,226,,,,true,,,1,,
8486463,8486463,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,4,227,,,,true,,,1,,
8486464,8486464,houseunit,houseunit,noprice,forsale,8490,xl,,,,,,3,338,,,,true,,,1,,
8488041,8488041,house,villa,noprice,forsale,6950,m,installed,1964,good,fueloil,355,4,1506,true,true,,,true,,1,6,
8488245,8488245,house,house,319000,forsale,7730,xl,installed,,,gas,239,3,394,,,156,true,,,3,,
8486978,8486978,house,house,noprice,forsale,4621,l,,,good,gas,407,3,0,true,true,,true,,,1,,
8488918,8488918,house,house,noprice,forsale,4032,l,,,good,,312,2,250,,,150,true,,,,,
