,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318014,houseunit,381824,8791,,2021,,,3,422,,,,,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318015,villa,385000,03186,,,,,3,365,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318019,villa,550000,03189,,,,,3,310,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318024,villa,532400,03178,,,,,3,309,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318025,villa,455400,03178,,,,,3,309,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318026,villa,395000,03790,,,,,3,618,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318032,villa,1995000,03726,,,,,3,1220,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318033,villa,1922000,03726,,,,,3,963,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318034,house,362280,03670,,,,,3,130,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318035,house,315280,03670,,,,,2,100,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318036,villa,517650,03670,,,,,3,300,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318041,villa,729000,03169,,,,,4,420,,,,true,,
,subtype,price,zip,kitchen_type,building_constructionYear,building_condition,energy_heatingType,bedroom_count,land_surface,basementExists,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor
9318042,house,185000,30740,,,,,3,105,,,,true,,
