,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt
9001485,9001485,house,villa,220000,forsale,03179,l,,,,,,2,165,,,,,,true,,,
9001483,9001483,house,villa,849000,forsale,03560,l,,,,,,3,800,,,,,,true,,,
9001474,9001474,house,villa,174900,forsale,03350,l,,,,,,3,200,,,,,,true,,,
9001479,9001479,house,villa,475522,forsale,03170,l,,,,,,4,354,,,,,,true,,,
9001492,9001492,house,villa,690000,forsale,28950,l,,,,,,3,680,,,,,,true,,,
9001473,9001473,house,villa,465000,forsale,03509,l,,,,,,3,376,,,,,,true,,,
9001521,9001521,house,villa,399900,forsale,30720,l,,,,,,3,216,,,,,,true,,,
9001488,9001488,house,villa,1350000,forsale,28950,l,,,,,,3,1259,,,,,,true,,,
9001482,9001482,house,villa,354000,forsale,03178,l,,,,,,3,150,,,,,,true,,,
9001489,9001489,house,villa,295000,forsale,30740,l,,,,,,3,160,,,,,,true,,,
9001518,9001518,house,villa,475000,forsale,03111,l,,,,,,3,817,,,,,,true,,,
9001500,9001500,house,villa,259000,forsale,03520,l,,,,,,3,157,,,,,,true,,,
9001515,9001515,house,villa,299900,forsale,03178,l,,,,,,2,143,,,,,,true,,,
9001516,9001516,house,house,209900,forsale,03509,l,,,,,,3,175,,,,,,true,,,
9001522,9001522,house,villa,325000,forsale,03190,l,,,,,,3,260,,,,,,true,,,
9001525,9001525,house,villa,711000,forsale,03509,l,,,,,,3,595,,,,,,true,,,
9001527,9001527,house,villa,182000,forsale,03111,l,,,,,,3,123,,,,,,true,,,
9001537,9001537,house,villa,1390000,forsale,03001,l,,,,,,3,403,,,,,,true,,,
9001530,9001530,house,villa,1915000,forsale,14880,l,,,,,,3,0,,,,,,true,,,
9001533,9001533,house,house,215000,forsale,30500,l,,,,,,3,213,,,,,,true,,,
9001542,9001542,house,villa,390000,forsale,04648,l,,,,,,3,281,,,,,,true,,,
9001528,9001528,house,villa,159000,forsale,03111,l,,,,,,2,140,,,,,,true,,,
9001550,9001550,house,villa,352000,forsale,03169,l,,,,,,3,237,,,,,,true,,,
9001551,9001551,house,villa,799000,forsale,03189,l,,,,,,3,500,,,,,,true,,,
9001556,9001556,house,villa,3450000,forsale,03191,l,,,,,,7,874,,,,,,true,,,
9001557,9001557,house,villa,4500000,forsale,30370,l,,,,,,5,1000,,,,,,true,,,
9001558,9001558,house,villa,1150000,forsale,30730,l,,,,,,3,600,,,,,,true,,,
9001559,9001559,house,villa,2400000,forsale,30370,l,,,,,,3,500,,,,,,true,,,
9001580,9001580,house,villa,239900,forsale,03190,l,,,,,,2,122,,,,,,true,,,
9001600,9001600,house,villa,385000,forsale,03180,l,,,,,,3,400,,,,,,true,,,
9001585,9001585,house,house,225000,forsale,03520,l,,,,,,3,140,,,,,,true,,,
9001603,9001603,house,villa,229000,forsale,03178,l,,,,,,3,115,,,,,,true,,,
9001605,9001605,house,villa,174900,forsale,04400,l,,,,,,2,212,,,,,,true,,,
9001604,9001604,house,villa,209900,forsale,04400,l,,,,,,3,259,,,,,,true,,,
9001615,9001615,house,villa,625000,forsale,03700,l,,,,,,3,501,,,,,,true,,,
9001609,9001609,house,villa,349000,forsale,30385,l,,,,,,3,300,,,,,,true,,,
9001606,9001606,house,villa,475000,forsale,30380,l,,,,,,4,440,,,,,,true,,,
9001617,9001617,house,villa,485000,forsale,03194,l,,,,,,2,410,,,,,,true,,,
9001610,9001610,house,villa,303000,forsale,30380,l,,,,,,3,455,,,,,,true,,,
9001616,9001616,house,villa,510000,forsale,03194,l,,,,,,4,386,,,,,,true,,,
9001622,9001622,house,villa,519990,forsale,03189,l,,,,,,4,176,,,,,,true,,,
9001630,9001630,house,villa,2450000,forsale,03500,l,,,,,,4,1735,,,,,,true,,,
9001625,9001625,house,house,193000,forsale,03670,l,,,,,,3,145,,,,,,true,,,
9001634,9001634,house,villa,1650000,forsale,03710,l,,,,,,3,823,,,,,,true,,,
9001635,9001635,house,villa,1450000,forsale,03724,l,,,,,,4,922,,,,,,true,,,
9001636,9001636,house,villa,1490000,forsale,03724,l,,,,,,3,802,,,,,,true,,,
9001647,9001647,house,villa,719950,forsale,03170,l,,,,,,4,520,,,,,,true,,,
9001649,9001649,house,house,368000,forsale,03140,l,,,,,,3,185,,,,,,true,,,
9001654,9001654,house,villa,605000,forsale,03170,l,,,,,,3,530,,,,,,true,,,
9001653,9001653,house,villa,557600,forsale,03170,l,,,,,,4,700,,,,,,true,,,
9001652,9001652,house,villa,621900,forsale,03170,l,,,,,,4,810,,,,,,true,,,
9001650,9001650,house,villa,249900,forsale,03179,l,,,,,,3,210,,,,,,true,,,
9001658,9001658,house,house,231695,forsale,30380,l,,,,,,3,195,,,,,,true,,,
9001659,9001659,house,house,220616,forsale,30380,l,,,,,,2,112,,,,,,true,,,
9001670,9001670,house,villa,695000,forsale,03509,l,,,,,,3,386,,,,,,true,,,
9001667,9001667,house,villa,394000,forsale,03509,l,,,,,,3,221,,,,,,true,,,
9001674,9001674,house,villa,325000,forsale,03187,l,,,,,,3,212,,,,,,true,,,
9001665,9001665,house,villa,330000,forsale,03520,l,,,,,,3,301,,,,,,true,,,
9001660,9001660,house,villa,243900,forsale,03178,l,,,,,,2,165,,,,,,true,,,
9001681,9001681,house,villa,235000,forsale,03187,l,,,,,,3,187,,,,,,true,,,
9001685,9001685,house,villa,550000,forsale,03180,l,,,,,,3,290,,,,,,true,,,
9001676,9001676,house,villa,299900,forsale,03178,l,,,,,,3,162,,,,,,true,,,
9001691,9001691,house,villa,269000,forsale,03150,l,,,,,,3,178,,,,,,true,,,
9001690,9001690,house,villa,695000,forsale,03520,l,,,,,,3,629,,,,,,true,,,
9001692,9001692,house,villa,274000,forsale,03150,l,,,,,,3,195,,,,,,true,,,
9001693,9001693,house,villa,530000,forsale,03170,l,,,,,,3,390,,,,,,true,,,
9762724,9762724,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,286,,,,,,,1,,
9762725,9762725,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,294,,,,,,,,,
9762728,9762728,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,182,,,,,,,,,
9762729,9762729,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,399,,,,,,,,,
9762727,9762727,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,182,,,,,,,,,
9762730,9762730,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,178,,,,,,,1,,
9762732,9762732,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,302,,,,,,,1,,
9762733,9762733,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,309,,,,,,,1,,
9762726,9762726,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,182,,,,,,,,,
9762731,9762731,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,180,,,,,,,1,,
9762734,9762734,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,177,,,,,,,1,,
9762736,9762736,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,304,,,,,,,1,,
9762740,9762740,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,197,,,,,,,1,,
9762741,9762741,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,274,,,,,,,1,,
9762739,9762739,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,287,,,,,,,1,,
9762735,9762735,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,180,,,,,,,1,,
9762745,9762745,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,198,,,,,,,1,,
9762744,9762744,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,194,,,,,,,1,,
9762742,9762742,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,247,,,,,,,1,,
9762746,9762746,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,273,,,,,,,1,,
9762747,9762747,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,388,,,,,,,1,,
9762748,9762748,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,342,,,,,,,1,,
9762751,9762751,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,229,,,,,,,1,,
9762750,9762750,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,333,,,,,,,1,,
9762753,9762753,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,450,,,,,,,1,,
9762757,9762757,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,273,,,,,,,1,,
9762761,9762761,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,260,,,,,,,1,,
9762759,9762759,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,194,,,,,,,1,,
9762763,9762763,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,258,,,,,,,1,,
9762758,9762758,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,194,,,,,,,1,,
9762765,9762765,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,188,,,,,,,1,,
9762764,9762764,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,189,,,,,,,1,,
9762766,9762766,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,262,,,,,,,1,,
9762767,9762767,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,282,,,,,,,1,,
9762768,9762768,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,177,,,,,,,1,,
9762769,9762769,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,269,,,,,,,1,,
9762770,9762770,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,415,,,,,,,,,
9762772,9762772,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,267,,,,,,,,,
9762774,9762774,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,316,,,,,,,,,
9762775,9762775,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,287,,,,,,,1,,
9762777,9762777,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,211,,,,,,,1,,
9762781,9762781,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,214,,,,,,,1,,
9762776,9762776,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,210,,,,,,,1,,
9762782,9762782,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,287,,,,,,,1,,
9762780,9762780,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,213,,,,,,,1,,
9762783,9762783,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,288,,,,,,,1,,
9762828,9762828,house,house,400000,forsale,1850,m,installed,,asnew,gas,572,3,136,,,61,true,,,,,
9762778,9762778,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,282,,,,,,,1,,
9762786,9762786,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,300,,,,,,,1,,
9762830,9762830,house,house,424000,forsale,2627,m,installed,,justrenovated,,192,3,490,true,true,330,true,true,,1,,
9762832,9762832,house,villa,noprice,forsale,2900,m,hyperequipped,,asnew,gas,137,3,5570,,true,5000,true,true,true,2,,
9762779,9762779,houseunit,houseunit,noprice,forsale,9160,xl,,,,,,3,283,,,,,,,1,,
9762853,9762853,houseunit,houseunit,noprice,forsale,8870,xl,,2021,,,,3,208,,,,,,,,,
9762887,9762887,house,house,799000,forsale,2800,l,installed,1955,good,gas,361,6,490,,,300,true,,,,1,
9762925,9762925,house,house,noprice,forrent,9770,l,,2020,,gas,,3,500,,true,,,,,,,
9762855,9762855,houseunit,houseunit,281500,forsale,8870,xl,,2021,,,,3,208,,,,,,,,,1
9762854,9762854,houseunit,houseunit,noprice,forsale,8870,xl,,2021,,,,3,208,,,,,,,,,
9762856,9762856,houseunit,houseunit,noprice,forsale,8870,xl,,2021,,,,3,206,,,,,,,,,
9762852,9762852,house,house,noprice,forsale,8870,xl,notinstalled,1967,torenovate,gas,567,2,246,,,,,,,1,,
9762927,9762927,house,house,275000,forsale,8370,m,,1930,torenovate,,388,6,254,,,,true,,,,,
9763031,9763031,house,villa,935000,forsale,2950,l,installed,1972,torenovate,fueloil,,4,6723,true,true,,true,,true,2,4,
9763071,9763071,house,house,436589,forsale,8750,xl,usahyperequipped,,asnew,gas,,3,566,,,,,,,,1,
9763259,9763259,house,villa,1290000,forsale,2950,m,,1972,torenovate,fueloil,560,6,7700,,,,true,,,2,4,
9763097,9763097,house,house,noprice,forsale,6700,xl,notinstalled,,good,fueloil,300,3,530,,true,,true,,,1,3,
9763047,9763047,house,house,449000,forsale,1780,xl,hyperequipped,1890,tobedoneup,gas,454,3,328,true,true,210,true,true,,,,
9763226,9763226,house,house,noprice,forsale,6043,xl,installed,,good,fueloil,613,3,571,true,true,500,true,,,,,
9763225,9763225,house,house,noprice,forsale,6032,xl,installed,,asnew,gas,254,4,300,true,true,120,true,,,1,,
9763362,9763362,house,mixedusebuilding,126000,forsale,55700,m,,,,,,0,0,,,,,,,,,
9763366,9763366,house,house,noprice,forrent,2610,l,installed,,good,gas,312,2,0,,true,,,,,,,
9763346,9763346,house,house,99999,forsale,6001,xl,notinstalled,1830,tobedoneup,gas,354,3,210,true,,90,true,,,,,
9763436,9763436,house,house,187500,forsale,8800,xl,,,good,,160,2,45,,,,true,,,,,
9763389,9763389,house,apartmentblock,460000,forsale,4340,m,,,tobedoneup,gas,310,8,656,true,true,,,true,,2,4,
9763443,9763443,house,villa,795000,forsale,2340,l,installed,1977,,,444,4,2585,,true,2100,,,,2,6,
9763468,9763468,house,house,259000,forsale,8370,xl,installed,1937,tobedoneup,gas,376,3,195,,,123,,,,,,
9763449,9763449,house,house,noprice,forsale,1420,xl,installed,1892,,gas,324,4,0,,true,,,,,,,
9763512,9763512,house,house,noprice,forsale,55600,xl,installed,,,,153,5,620,,true,,,,,1,,
9763513,9763513,house,house,noprice,forsale,6769,xl,installed,,,,153,5,620,,true,,,,,1,,
9763652,9763652,house,house,noprice,forsale,7380,l,,,good,gas,457,3,361,,true,,,,,,,
9763662,9763662,house,house,825000,forsale,1745,l,installed,2008,asnew,gas,143,7,324,,,150,true,,,,,
9763671,9763671,house,villa,noprice,forsale,1420,xl,hyperequipped,2005,asnew,gas,159,4,514,true,,300,true,true,,1,2,
9763761,9763761,house,house,179000,forsale,8500,m,installed,,good,gas,532,3,100,true,true,,true,,,,,
9763860,9763860,house,house,noprice,forsale,2570,l,installed,1950,,gas,240,3,145,,,50,true,,,,,
9763757,9763757,house,house,119000,forsale,6031,xl,semiequipped,1950,tobedoneup,gas,479,3,127,,true,,,true,,1,,
9763932,9763932,house,mansion,700000,forsale,2018,m,,,torenovate,,,6,160,,,,,,,,,
9763877,9763877,house,house,499000,forsale,3945,l,installed,,good,,300,5,1891,,true,,true,,,1,,
9763936,9763936,house,apartmentblock,100000,forsale,6061,l,,,,,,0,0,,,,,,,,,
9763937,9763937,house,house,155000,forsale,7160,l,,,,gas,506,3,250,,true,,,,,1,,
9763942,9763942,house,house,122500,forsale,4560,xl,notinstalled,,,,,2,875,,true,490,true,,,,2,
9763940,9763940,house,countrycottage,122500,forsale,4560,xl,notinstalled,,,,,2,875,,true,490,true,,,,2,
9764001,9764001,house,mixedusebuilding,noprice,forsale,9570,l,installed,1967,torenovate,fueloil,550,4,2043,,,,true,true,,9,6,
9764003,9764003,house,villa,noprice,forsale,9570,l,installed,1967,torenovate,fueloil,550,4,2043,,,,true,true,,9,6,
9764004,9764004,house,bungalow,noprice,forsale,9570,l,installed,1967,torenovate,fueloil,550,4,2043,,,,true,true,,9,6,
9763993,9763993,house,chalet,110000,forsale,6680,xl,semiequipped,1979,tobedoneup,wood,1029,2,892,,true,,,,,1,,
9764025,9764025,house,apartmentblock,1790000,forsale,4020,m,installed,2018,justrenovated,gas,102,23,350,,,,true,,,,,
9764019,9764019,house,manorhouse,1950000,forsale,3150,m,installed,1961,good,fueloil,745,8,100000,true,true,,true,true,true,2,6,
9764169,9764169,house,house,noprice,forsale,1390,l,,,,,639,2,376,,true,,,,,,,
9764190,9764190,house,house,261500,forsale,8500,m,,,good,gas,539,5,185,,true,,true,,,,,
9764006,9764006,house,house,noprice,forsale,9570,l,installed,1967,torenovate,fueloil,550,4,2043,,,,true,true,,9,6,
9764015,9764015,house,house,noprice,forsale,8930,m,installed,,good,gas,222,2,135,,,,,,,1,,
9764201,9764201,house,house,noprice,forsale,8972,m,installed,,good,,475,2,891,,,,true,,,1,,
9764198,9764198,house,house,noprice,forsale,1480,m,,,tobedoneup,fueloil,680,3,0,true,,,,,,,,
9764225,9764225,house,house,noprice,forrent,2390,xl,installed,,good,gas,287,3,1060,true,,,true,,,1,1,
9764224,9764224,house,house,noprice,forsale,2400,m,installed,,good,gas,393,4,380,true,true,,true,,,1,1,
9764226,9764226,house,house,noprice,forsale,1325,m,hyperequipped,,asnew,gas,111,5,1709,,true,1500,true,true,,,4,
9764228,9764228,house,house,noprice,forsale,7822,l,installed,2014,,,103,3,659,,,,true,,,,2,
9764306,9764306,house,house,noprice,forsale,1430,l,,1918,torenovate,fueloil,770,2,638,,true,,,,,,,
9764284,9764284,house,house,178000,forsale,4420,l,,1971,tobedoneup,fueloil,470,2,155,,,,,true,,3,,
9764330,9764330,house,exceptionalproperty,1999000,forsale,7730,m,hyperequipped,,,gas,133,6,14069,,,,true,true,true,11,10,
7430529,7430529,house,house,noprice,forsale,2530,m,,,,,,4,330,,,,true,,,1,,
7430716,7430716,house,house,noprice,forsale,4020,l,usahyperequipped,,asnew,gas,497,3,350,true,true,260,true,true,,1,,
7430719,7430719,house,bungalow,noprice,forsale,4682,l,,,good,,291,3,1616,,,1474,true,,,,,
7430537,7430537,house,house,noprice,forsale,2530,m,,2017,,,,3,370,,,,true,,,,,
7430876,7430876,house,villa,235000,forsale,03650,m,,,,,,4,10000,,,,true,,true,,1,
7430877,7430877,house,villa,209000,forsale,03650,m,,,,,,3,10000,,,,true,,true,,1,
7430711,7430711,house,house,noprice,forsale,4890,l,,1920,good,fueloil,370,3,785,true,true,615,true,true,,2,,
7430881,7430881,house,villa,499000,forsale,03193,m,,,,,,3,1094,,,,true,,true,1,,
7430880,7430880,house,villa,515000,forsale,03193,m,,,,,,3,1200,,,,true,,true,,1,
7430883,7430883,house,villa,690000,forsale,03193,m,,,,,,3,1000,,,,true,,true,,1,
7430882,7430882,house,villa,890000,forsale,03193,m,,,,,,3,1000,,,,true,,true,,1,
7430885,7430885,house,villa,229000,forsale,03669,m,,,,,,3,10000,,,,true,,true,,1,
7430886,7430886,house,villa,209000,forsale,03669,m,,,,,,3,10000,,,,true,,true,,1,
7430887,7430887,house,villa,130900,forsale,03669,m,,,,,,2,350,,,,true,,true,,1,
7430888,7430888,house,villa,269000,forsale,03688,m,,,,,,3,10000,,,,true,,true,,1,
7430890,7430890,house,villa,219000,forsale,03680,m,,,,,,3,500,,,,true,,true,,1,
7434061,7434061,house,villa,noprice,forsale,4650,l,,,good,,338,4,2925,,,2781,,,,,,
7437739,7437739,house,villa,130000,forsale,00000,xl,installed,2013,asnew,,,12,1296,,,,true,true,true,,,
7437737,7437737,house,villa,149000,forsale,00000,xl,installed,,asnew,,,4,529,,true,,,true,,,,
7437738,7437738,house,villa,165000,forsale,0000,xl,installed,2012,good,,,4,0,true,true,,true,true,,,,
7430891,7430891,house,villa,235000,forsale,03680,m,,,,,,3,500,,,,true,,true,,1,
7440073,7440073,house,villa,noprice,forsale,4450,l,,1981,good,,334,4,2201,,,2071,true,,,,,
7431474,7431474,house,villa,noprice,forsale,3560,xl,installed,,good,electric,409,3,1291,,true,,,,,2,4,
7437361,7437361,house,house,noprice,forsale,3980,m,,1954,good,fueloil,555,3,1100,,true,600,,,,1,4,
7442460,7442460,house,house,noprice,forsale,4620,l,,,,,,2,186,,,50,true,,,,,
7442461,7442461,house,house,noprice,forsale,4031,l,,,,,715,8,0,,,,,,,,,
7442558,7442558,house,house,noprice,forsale,4470,m,installed,1948,good,fueloil,415,3,1546,true,true,1200,true,true,,2,2,
7444179,7444179,house,house,noprice,forsale,3400,xl,installed,,good,gas,236,5,661,,,,true,true,,,3,
7444183,7444183,house,house,noprice,forsale,3806,m,installed,1957,good,fueloil,840,4,1912,,true,1822,,true,,7,,
7444914,7444914,house,house,noprice,forsale,7390,l,,2017,asnew,,,3,500,,,,,,,1,1,
7445951,7445951,house,house,noprice,forrent,8730,m,,,,,769,2,0,,,,,,,,,
7450930,7450930,house,house,noprice,forsale,3530,m,installed,2009,good,gas,120,4,500,,,250,true,,,1,4,
7447952,7447952,house,bungalow,noprice,forsale,4990,l,,1970,good,,615,5,685,,,578,,,,1,,
7449422,7449422,house,house,noprice,forsale,1082,m,hyperequipped,1996,asnew,gas,244,4,269,,,,,,,2,2,
7445964,7445964,house,house,noprice,forsale,9660,xl,installed,,asnew,fueloil,486,4,198,true,,,,,,,,
7447607,7447607,house,house,noprice,forsale,9990,l,installed,1978,,,559,3,604,,,,,,,1,,
7447608,7447608,house,house,noprice,forrent,9991,l,,,good,,372,0,0,,,,,,,,,
7451072,7451072,house,house,noprice,forsale,3130,xl,hyperequipped,,,,,3,200,,,,,,,,,
7452487,7452487,house,bungalow,141000,forsale,03189,xl,,,asnew,,,2,0,,,,,,,,,
7452484,7452484,house,villa,299000,forsale,03189,xl,,,asnew,,,3,0,,,,true,,,,,
7452485,7452485,house,villa,225000,forsale,03189,xl,,,asnew,,,3,160,,,,true,,,,,
7451471,7451471,house,house,noprice,forrent,9090,m,,,asnew,,98.05,2,0,,,,true,true,,1,,
7453993,7453993,house,house,noprice,forsale,9070,xl,,2014,,,101.65,4,1142,,,,true,,,,,
7453411,7453411,house,house,noprice,forrent,3582,m,,,good,fueloil,478,2,674,,,415,true,,,1,3,
7454546,7454546,houseunit,houseunit,noprice,forsale,3012,l,installed,2018,asnew,gas,,4,492,,,,,,,,,
7454548,7454548,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,264,,,,,,,,,
7454547,7454547,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,242,,,,,,,,,
7454543,7454543,housegroup,housegroup,noprice,forsale,3012,l,,,,,,,,,,,,,,,,
7454550,7454550,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,264,,,,,,,,,
7454551,7454551,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,375,,,,,,,,,
7454549,7454549,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,364,,,,,,,,,
7454553,7454553,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,244,,,,,,,,,
7454554,7454554,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,415,,,,,,,,,
7454552,7454552,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,438,,,,,,,,,
7454555,7454555,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,3,374,,,,,,,,,
7454556,7454556,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,3,225,,,,,,,,,
7454557,7454557,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,3,225,,,,,,,,,
7454558,7454558,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,3,225,,,,,,,,,
7454559,7454559,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,3,225,,,,,,,,,
7454561,7454561,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,400,,,,,,,,,
7454563,7454563,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,228,,,,,,,,,
7454562,7454562,houseunit,houseunit,noprice,forsale,3012,l,installed,2018,asnew,gas,,3,475,,,,,,,,,
7454564,7454564,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,229,,,,,,,,,
7454565,7454565,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,230,,,,,,,,,
7454567,7454567,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,232,,,,,,,,,
7456452,7456452,house,house,noprice,forsale,6000,m,,,,,,1,0,,,,,,,,,
7454566,7454566,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,313,,,,,,,,,
7454568,7454568,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,217,,,,,,,,,
7454569,7454569,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,347,,,,,,,,,
7455373,7455373,house,villa,noprice,forsale,8650,xl,installed,1990,,,471,3,3610,,,,,,,1,,
7454572,7454572,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,237,,,,,,,,,
7456453,7456453,house,house,noprice,forsale,6000,m,,,,,,8,0,,,,,,,,,
7454571,7454571,houseunit,houseunit,noprice,forsale,3012,l,installed,2018,asnew,gas,,4,218,,,,,,,,,
7454570,7454570,houseunit,houseunit,noprice,forsale,3012,l,installed,2020,asnew,gas,,4,218,,,,,,,,,
7456455,7456455,house,mixedusebuilding,noprice,forsale,6040,m,semiequipped,,,,,1,0,,,,,,,,,
7456454,7456454,house,house,noprice,forsale,6000,m,semiequipped,,,gas,,3,190,true,true,1,true,,,,,
7456456,7456456,house,house,noprice,forsale,6000,m,semiequipped,,,,,2,0,,,,,,,,,
7456457,7456457,house,house,noprice,forsale,6001,m,semiequipped,,,,,4,0,,,,,,,,,
7456458,7456458,house,house,noprice,forsale,6060,m,semiequipped,,,,,3,0,,,,,,,,,
7456460,7456460,house,house,noprice,forsale,6061,m,semiequipped,,,gas,,2,45,true,true,,,,,,,
7456459,7456459,house,house,noprice,forsale,6060,m,semiequipped,,,fueloil,,3,430,true,true,1,,,,2,,
7456467,7456467,house,house,noprice,forsale,6030,m,semiequipped,,,,,3,0,,,,,,,,,
7456462,7456462,house,house,noprice,forsale,6001,m,semiequipped,1919,,gas,,4,140,true,true,1,true,true,,,,
7456465,7456465,house,villa,noprice,forsale,6001,m,semiequipped,,,,,3,0,,,,,,,,,
7456463,7456463,house,house,noprice,forsale,6041,m,semiequipped,,,,,2,0,,,,,,,,,
7456468,7456468,house,villa,noprice,forsale,6010,m,semiequipped,1870,,fueloil,,3,2700,true,true,1,,true,,2,,
7456470,7456470,house,house,noprice,forsale,6230,m,semiequipped,,,,,2,0,,,,,,,,,
7456469,7456469,house,villa,noprice,forsale,6250,m,semiequipped,1970,,fueloil,,4,1400,,true,1,true,true,,2,,
7456474,7456474,house,house,noprice,forsale,6280,m,semiequipped,,,fueloil,,4,780,,,1,,true,,1,,
7456477,7456477,house,house,noprice,forsale,6238,m,semiequipped,,,,,2,0,,,,,,,,,
7456475,7456475,house,house,noprice,forsale,6230,m,semiequipped,,,,,2,0,,,,,,,,,
7456476,7456476,house,house,noprice,forsale,6200,m,,,,,,2,0,,,,,,,,,
7456471,7456471,house,house,noprice,forsale,6180,m,semiequipped,,,gas,,2,0,true,true,,,,,,,
7456480,7456480,house,house,noprice,forsale,6250,m,semiequipped,,,,,2,0,,,,,,,,,
7456479,7456479,house,countrycottage,noprice,forsale,6221,m,semiequipped,,,,,4,0,,,,,,,,,
7456487,7456487,house,house,noprice,forsale,6041,m,semiequipped,,,,,3,0,,,,,,,,,
7456485,7456485,house,house,noprice,forsale,6043,m,semiequipped,,,,,1,0,,,,,,,,,
7456484,7456484,house,house,noprice,forsale,6040,m,semiequipped,,,fueloil,,3,275,,true,1,,,,1,,
