,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
10084045,10084045,house,house,375000,forsale,2288,m,hyperequipped,1973,good,gas,723,3,573,true,true,,true,,,1,2,,Antwerp,After signing the deed,1973,Good,4,2,175m²square meters,,Hyper equipped,,3,,,,1,2,Yes,,573m²square meters,,,,723 kWh/m²kilowatt hour per square meters,F,20211201-0002502168-RES-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 375,000375000 €",€ 897897 €,No,Burchtstraat 7B 2200- Herentals,http://www.davidsonrealestate.be,4896461,Antwerp,,9 m,14 mmeters,Yes,,,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Link to the virtual visit,1,166m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9865594,9865594,house,house,375000,forsale,2300,m,hyperequipped,1978,justrenovated,gas,256,5,481,true,true,281,,true,,1,1,,Antwerp,After signing the deed,1978,Just renovated,3,1,377m²square meters,48m²square meters,Hyper equipped,10m²square meters,5,57m²square meters,10m²square meters,16m²square meters,1,2,Yes,No,481m²square meters,,,,256 kWh/m²kilowatt hour per square meters,C,20220417-0002585614-RES-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,,,,"Living area (residential, urban or rural)","€ 375,000375000 €","€ 1,3161316 €",No,Noord-Brabantlaan 3 2300- Turnhout,http://www.home-id.be,4730694,Antwerp,Omgeving Turnhout,9 m,15 mmeters,Yes,,,,1,Isolated,,,Yes,,,,,,,,,,Connected,281m²square meters,,,,,,,,Yes,,,,,,,,Yes,,,14m²square meters,24m²square meters,Yes,,Link to the virtual visit,,153m²square meters,,Yes,,6m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10027483,10027483,house,house,395000,forsale,2180,m,installed,,asnew,gas,179,4,300,true,true,,true,,,,,,Antwerp,,,As new,4,,192m²square meters,,Installed,,4,,,,,1,Yes,No,300m²square meters,,,,179 kWh/m²kilowatt hour per square meters,B,20220425-0002512197-RES-4,Not specified,Not specified,No,Gas,Yes,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 395,000395000 €","€ 1,1431143 €",No,Vandenhoudtsraat 27 2950- Kapellen,http://www.lefevervastgoed.be,,Antwerp,,,,Yes,,March 31 2023 - 12:00 AM,,,,,Yes,,,,,,,,,,,Connected,,South West,,,,,,,,,,,,,No,Yes,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076813,10076813,house,house,395000,forsale,2430,m,semiequipped,1959,good,gas,218,4,500,,true,,,,,2,,,Antwerp,,1959,Good,,,,,Semi equipped,,4,,,,2,,Yes,No,500m²square meters,,,,218 kWh/m²kilowatt hour per square meters,C,20211014-0002440546-RES-1,Not specified,Not specified,No,Gas,,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 395,000395000 €",€ 964964 €,No,Hasseltsesteenweg 17 3540- Herk-de-Stad,,284 - 1511,Antwerp,,,,Yes,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10037473,10037473,house,house,379000,forsale,2845,m,installed,2009,asnew,gas,70,3,123,,,72,,,,1,,,Antwerp,After signing the deed,2009,As new,2,,169m²square meters,22m²square meters,Installed,35m²square meters,3,15m²square meters,12m²square meters,13m²square meters,2,2,,No,123m²square meters,,North East,,70 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 379,000379000 €",€ 886886 €,No,"Antwerpsesteenweg, 88 2550- Kontich",,N215-B-1987A,Antwerp,,6 m,6 mmeters,,No,,No,1,,,No,No,,,,,,,,,,,72m²square meters,,No,No,No,Yes,No,,No,No,,,No,,No,,,,,,,,,,1,,Yes,,,,,,€ 5050 €,,,,,,,,,,,,,,,,,,,,,,,
10096195,10096195,house,townhouse,429000,forsale,2100,m,installed,1953,good,gas,198,3,199,,,120,true,,,1,,,Antwerp,,1953,Good,2,,180m²square meters,40m²square meters,Installed,6m²square meters,3,21m²square meters,12m²square meters,7m²square meters,1,2,,No,199m²square meters,,North,17m²square meters,198 kWh/m²kilowatt hour per square meters,B,20220728-0002646840-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 429,000429000 €","€ 1,2041204 €",No,Mortselsesteenweg 161 2100- Deurne,http://www.tomgeenen.be,Drakenhoflaan 141 De,Antwerp,,6 m,6 mmeters,,No,January 15 2023 - 12:00 AM,No,1,,1,No,No,,,,,,,,,,,120m²square meters,,,,,,,,,,,,,,No,,,,,,,,,,,60m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940424,9940424,house,apartmentblock,495000,forsale,2900,m,semiequipped,1933,tobedoneup,gas,317,3,220,,,,,,,,,,Antwerp,,1933,To be done up,3,,,,Semi equipped,,3,,,,3,4,,No,220m²square meters,,,,317 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 495,000495000 €",,Yes,Markt 21 2900- Schoten,http://www.verlimmo.be,3226 - 2106,Antwerp,,7 m,10 mmeters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,,,,,,,,,,,,,,,,,,,,,
9959320,9959320,house,house,449000,forsale,2940,m,hyperequipped,,good,gas,180,3,530,,,350,true,,,1,,,Antwerp,,,Good,,,170m²square meters,42m²square meters,Hyper equipped,,3,,,,2,2,,No,530m²square meters,,South East,30m²square meters,180 kWh/m²kilowatt hour per square meters,B,0002163713,Not specified,Not specified,No,Gas,Yes,,,,,,"Living area (residential, urban or rural)","€ 449,000449000 €",,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,10786 - 3596587,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,350m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9926057,9926057,house,house,449999,forsale,2580,m,hyperequipped,,justrenovated,gas,455,3,750,,,130,true,,,2,5,,Antwerp,,,Just renovated,,5,180m²square meters,32m²square meters,Hyper equipped,23m²square meters,3,16m²square meters,16m²square meters,14m²square meters,1,1,,No,750m²square meters,,South,12m²square meters,455 kWh/m²kilowatt hour per square meters,E,Certificaat-20220530-0002613084-RES-1.pdf,Not specified,Not specified,No,Gas,Yes,Yes,,No,,Non flood zone,Extended residential area,"€ 449,999449999 €",,No,Langestraat 71 2240- Zandhoven,,10912 - 20081414,Antwerp,,,18 mmeters,,,,,2,,,,,,,,,,,,,,,130m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121388,10121388,house,house,449000,forsale,2600,m,installed,1900,good,gas,273,3,96,,true,25,,,,,,,Antwerp,After signing the deed,1900,Good,2,,205m²square meters,30m²square meters,Installed,20m²square meters,3,18m²square meters,12m²square meters,11m²square meters,2,2,Yes,No,96m²square meters,,,,273 kWh/m²kilowatt hour per square meters,C,2665834,Not specified,Not specified,,Gas,Yes,Yes,No,Yes,,Non flood zone,"Living area (residential, urban or rural)","€ 449,000449000 €",€ 687687 €,No,Liersesteenweg 2 2640- Mortsel,,4893204,Antwerp,,5 m,5 mmeters,Yes,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,25m²square meters,,,No,No,,,,Yes,,,,No,,,,,,,,,Yes,,Link to the virtual visit,1,73m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113705,10113705,house,mansion,539000,forsale,2018,m,hyperequipped,,justrenovated,gas,391,3,0,,true,,true,,,,,,Antwerp,,,Just renovated,2,,167m²square meters,32m²square meters,Hyper equipped,,3,,,,1,,Yes,No,,,,16m²square meters,391 kWh/m²kilowatt hour per square meters,D,20220214-0002545754-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 539,000539000 €",€ 745745 €,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,11116 - 3596427,Antwerp,,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112849,10112849,house,house,429000,forsale,2221,m,hyperequipped,1996,justrenovated,fueloil,271,3,831,true,,400,true,,,1,5,,Antwerp,To be defined,1996,Just renovated,3,5,176m²square meters,37m²square meters,Hyper equipped,13m²square meters,3,17m²square meters,12m²square meters,13m²square meters,1,2,,Yes,831m²square meters,,North East,40m²square meters,271 kWh/m²kilowatt hour per square meters,C,20151016-0001802765-1,12428 kg CO₂/m²,Not specified,,Fuel oil,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 429,000429000 €","€ 1,0061006 €",No,,,,Antwerp,,8 m,11 mmeters,Yes,"Yes, conform",,,1,"Living area (residential, urban or rural)",1,No,No,,No,,72m²square meters,Yes,Yes,No,No,No,Connected,400m²square meters,,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,,,,Yes,,,,104m²square meters,Yes,,,,,Yes,,,,,1,,,,,,,,,,,,,,,,,,,
10070388,10070388,house,villa,635000,forsale,2460,m,hyperequipped,2005,asnew,gas,172,3,757,,,,,,,2,1,,Antwerp,After signing the deed,2005,As new,4,1,335m²square meters,,Hyper equipped,24m²square meters,3,30m²square meters,22m²square meters,17m²square meters,1,2,,No,757m²square meters,,,,172 kWh/m²kilowatt hour per square meters,B,20220418-0002586023-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 635,000635000 €","€ 1,3981398 €",No,Wechelsebaan 64 2275- Lille,http://www.janssenenjanssen.be,1315016 - 1314299,Antwerp,,17 m,22 mmeters,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10070603,10070603,house,house,545000,forsale,2490,m,hyperequipped,2006,asnew,gas,205,4,2913,true,true,,true,true,,2,3,,Antwerp,After signing the deed,2006,As new,3,3,296m²square meters,37m²square meters,Hyper equipped,25m²square meters,4,48m²square meters,30m²square meters,18m²square meters,2,3,,No,2913m²square meters,Yes,South,,205 kWh/m²kilowatt hour per square meters,C,20220805-0002651375-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,,No,,,"Living area (residential, urban or rural)","€ 545,000545000 €","€ 1,4941494 €",No,Hulst 12 2230- Herselt,http://www.huyskensvastgoed.be,,Antwerp,,13 m,18 mmeters,Yes,No,,,2,"Living area (residential, urban or rural)",1,Yes,Yes,,Yes,34m²square meters,15m²square meters,,Yes,,Yes,,Connected,,South,,,,,,,Yes,,,,,,,,,,,12m²square meters,,,Yes,,,,Yes,,,,,,,,,,1,Astrid Huyskens,,,,,,,,,,,,,,,,,,
10056425,10056425,house,house,615000,forsale,2990,m,hyperequipped,1982,asnew,gas,135,3,311,,,,true,true,,,,,Antwerp,,1982,As new,2,,440m²square meters,40m²square meters,Hyper equipped,29m²square meters,3,20m²square meters,9m²square meters,5m²square meters,1,3,,No,311m²square meters,,,40m²square meters,135 kWh/m²kilowatt hour per square meters,B,2539799-RES-1,Not specified,Not specified,,Gas,,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 615,000615000 €","€ 2,8132813 €",No,Bredabaan 391 2990- Wuustwezel,http://www.immopoint.be,4558709,Antwerp,Gooreind,9 m,9 mmeters,Yes,,,,,,,,Yes,,,,,,,,,,,,,,No,,Yes,Yes,,,,,,No,,,,,,,,18m²square meters,,,,,276m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092364,10092364,house,house,545000,forsale,2520,m,usainstalled,9999,asnew,gas,169,3,575,true,true,200,true,,,1,4,,Antwerp,To be defined,9999,As new,3,4,282m²square meters,50m²square meters,USA installed,32m²square meters,3,15m²square meters,10m²square meters,9m²square meters,1,2,,,575m²square meters,,,46m²square meters,169 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 545,000545000 €",€ 845845 €,No,,,,Antwerp,,12 m,,Yes,,,,1,"Living area (residential, urban or rural)",,Yes,No,66m²square meters,No,6m²square meters,58m²square meters,No,No,No,No,Yes,Connected,200m²square meters,South West,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,,,,Yes,,,,575m²square meters,Yes,,,,,Yes,,,,,1,,,,,,,,,,,,,,,,,,,
10132510,10132510,house,villa,764500,forsale,2910,m,hyperequipped,2001,asnew,gas,123,3,1317,,,1000,true,true,true,2,4,,Antwerp,,2001,As new,4,4,389m²square meters,84m²square meters,Hyper equipped,15m²square meters,3,25m²square meters,14m²square meters,14m²square meters,2,3,,No,1317m²square meters,,,40m²square meters,123 kWh/m²kilowatt hour per square meters,B,20220506-00002596666-RES-1,Not specified,Not specified,,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 764,500764500 €","€ 2,7642764 €",No,Heidestatiestraat 53 2920- Kalmthout,http://www.engelvoelkers.com,4932713,Antwerp,,6.4 m,15.3 mmeters,Yes,,,,2,"Living area (residential, urban or rural)",,,Yes,,,,,,,,,,Connected,1000m²square meters,,,No,No,Yes,Yes,,,Yes,,,Yes,,,,Yes,,,,,Yes,,,,280m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114783,10114783,house,house,785000,forsale,2220,m,hyperequipped,2007,good,gas,274,4,1776,true,true,,true,,,,6,,Antwerp,,2007,Good,4,6,640m²square meters,46m²square meters,Hyper equipped,18m²square meters,4,15m²square meters,24m²square meters,15m²square meters,2,2,Yes,,1776m²square meters,,,55m²square meters,274 kWh/m²kilowatt hour per square meters,C,2661303-KNR-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,,Non flood zone,"Living area (residential, urban or rural)","€ 785,000785000 €","€ 2,9612961 €",No,Pastoor Mellaertsstraat 12 2220- Heist-op-den-Berg,http://www.immopoint.be,4854215,Antwerp,,20 m,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,,19m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097896,10097896,house,villa,875000,forsale,2547,m,installed,2005,,gas,161,4,1072,,,,,,,3,,,Antwerp,After signing the deed,2005,,4,,275m²square meters,,Installed,,4,,,,2,3,,No,1072m²square meters,,,,161 kWh/m²kilowatt hour per square meters,B,20220825-0002662031-RES-1,Not specified,Not specified,No,Gas,Yes,,,No,,Non flood zone,,"€ 875,000875000 €","€ 2,1922192 €",No,Hazeschransstraat 41 2650- Edegem,,1350 - 3084,Antwerp,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109177,10109177,house,villa,790000,forsale,2930,m,installed,1990,good,gas,198,5,798,true,true,,true,,,1,5,,Antwerp,After signing the deed,1990,Good,3,5,212m²square meters,55m²square meters,Installed,20m²square meters,5,21m²square meters,14m²square meters,12m²square meters,2,2,,No,798m²square meters,Yes,South,40m²square meters,198 kWh/m²kilowatt hour per square meters,B,20220626-0002630197-RES-1,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,Residential park,"€ 790,000790000 €","€ 2,0722072 €",No,Bredabaan 294 2930- Brasschaat,http://www.wollaertvastgoed.be,2206K03/2,Antwerp,,13 m,17.2 mmeters,,No,,No,1,,,No,No,,,12m²square meters,41m²square meters,,,,,,,,,,,,,,,,,,,,,No,,,,,8m²square meters,,,,,,117m²square meters,Yes,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10117280,10117280,house,villa,875000,forsale,2382,m,hyperequipped,2006,asnew,gas,161,5,1750,true,,,true,,,2,8,,Antwerp,To be defined,2006,As new,4,8,410m²square meters,67m²square meters,Hyper equipped,,5,38m²square meters,36m²square meters,16m²square meters,1,2,,No,1750m²square meters,,,,161 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,Residential park,"€ 875,000875000 €","€ 1,6241624 €",No,Grote Markt 22 2300- Turnhout,,4932715,Antwerp,Ravels,18.8 m,35 mmeters,Yes,,,,2,,,,,,,,72m²square meters,,,,,,Connected,,,,,,Yes,Yes,,Yes,,,,,,,,,,,15m²square meters,,,Yes,Link to the virtual visit,,,,,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
9787733,9787733,house,exceptionalproperty,980000,forsale,2800,m,hyperequipped,,justrenovated,gas,57,2,99,,,,true,,,2,,,Antwerp,,,Just renovated,2,,259m²square meters,,Hyper equipped,,2,,,,2,2,,,99m²square meters,,,40m²square meters,57 kWh/m²kilowatt hour per square meters,A,12025-G-2015/0253/A001//D01/SD001,Not specified,Not specified,,Gas,Yes,Yes,No,Yes,,Non flood zone,Residential area with cultural historical aesthetic value,"€ 980,000980000 €","€ 1,7271727 €",,Graaf van Egmontstraat 18 2800- Mechelen,,,Antwerp,,5.6 m,5.6 mmeters,Yes,,,,2,,,Yes,,,,,,,,,,,,,South East,,Yes,,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744146,9744146,house,villa,2395000,forsale,2930,m,installed,1961,good,,208,5,8797,,true,8797,,,,2,6,,Antwerp,,1961,Good,4,6,506m²square meters,,Installed,,5,,,,3,,Yes,No,8797m²square meters,,,,208 kWh/m²kilowatt hour per square meters,C,2483420,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,Residential park,"€ 2,395,0002395000 €","€ 8,8058805 €",No,Dr. Roosensplein 9 2930- Brasschaat,http://www.rodenburgh.be,21/1915,Antwerp,,,94 mmeters,No,,,,2,,,,No,,,,,No,,,,,Not connected,8797m²square meters,,,,,,,,,,,,,,,,,,Villa,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10145752,10145752,house,house,449000,forsale,2930,m,installed,,justrenovated,gas,196,4,330,,true,,,,,,,,Antwerp,After signing the deed,,Just renovated,2,,,,Installed,,4,,,,1,2,Yes,No,330m²square meters,,,,196 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,No,Gas,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 449,000449000 €",€ 399399 €,No,Kerkstraat 73 2940- Stabroek-Hoevenen,http://www.vastgoedbardyn.be,99 - 93363889,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9876498,9876498,house,countrycottage,1095000,forsale,2275,m,installed,1850,torenovate,fueloil,665,7,47460,,true,,true,,,5,10,,Antwerp,After signing the deed,1850,To renovate,4,10,470m²square meters,,Installed,,7,,,,1,3,Yes,,47460m²square meters,,,,665 kWh/m²kilowatt hour per square meters,F,2451208-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,No,No,No,Non flood zone,Area of landscape interest,"€ 1,095,0001095000 €",€ 666666 €,No,Heidestatiestraat 53 2920- Kalmthout,http://www.engelvoelkers.com,4737747,Antwerp,,26 m,,No,,,,5,Countryside,,,,,,,,,,,,,Not connected,,,,No,No,,,,Yes,,,,No,,,,,,,,,,Yes,,1,260m²square meters,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10166661,10166661,house,house,450000,forsale,2610,m,semiequipped,2000,good,gas,248,3,190,,true,90,true,true,,1,2,,Antwerp,After signing the deed,2000,Good,2,2,160m²square meters,40m²square meters,Semi equipped,8m²square meters,3,16m²square meters,13m²square meters,5m²square meters,1,2,,,190m²square meters,,,5m²square meters,248 kWh/m²kilowatt hour per square meters,C,20221010-0002693351-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 450,000450000 €",,No,Amerikalei 160 2000- Anvers,http://www.huyzen.be/,4931825,Antwerp,Antwerpen,6 m,6 mmeters,Yes,,,,1,"Living area (residential, urban or rural)",,,Yes,,,14m²square meters,,,,,,,Connected,90m²square meters,,,No,No,,,,Yes,,,,,,,,,,,,,Yes,,,,160m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094182,10094182,house,otherproperty,321580,forsale,2060,m,installed,2017,,gas,,3,0,,true,,true,,,1,,1,Antwerp,After signing the deed,2017,,2,,88m²square meters,29m²square meters,Installed,,3,,,,1,1,Yes,No,,,,42m²square meters,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 321,580321580 €",,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,11076 - 3594616,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152176,10152176,house,house,359000,forsale,2970,m,,1961,torenovate,gas,961,4,650,true,true,,,,,,,,Antwerp,,1961,To renovate,4,,170m²square meters,,,,4,,,,2,1,Yes,,650m²square meters,Yes,West,,961 kWh/m²kilowatt hour per square meters,F,20220927-0002684102-RES-1,Not specified,Not specified,,Gas,,,,,,,"Living area (residential, urban or rural)","€ 359,000359000 €",€ 908908 €,,"Kerkstraat, 27 2970- 's Gravenwezel",,,Antwerp,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10152870,10152870,house,house,385000,forsale,2940,m,installed,,good,gas,470,3,0,,,360,true,,,1,2,,Antwerp,,,Good,3,2,160m²square meters,32m²square meters,Installed,,3,,,,2,2,,No,,,North West,30m²square meters,470 kWh/m²kilowatt hour per square meters,E,0002656859,Not specified,Not specified,No,Gas,Yes,,,,,,"Living area (residential, urban or rural)","€ 385,000385000 €",,No,Britselei 42 2000- Antwerpen,http://www.hansimmo.be,11157 - 3596677,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,360m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158637,10158637,house,house,425000,forsale,2910,m,installed,,good,gas,,3,594,true,,,true,,,1,1,,Antwerp,To be defined,,Good,,1,150m²square meters,,Installed,,3,,,,,2,,No,594m²square meters,Yes,North,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 425,000425000 €",€ 974974 €,No,Vandenhoudtsraat 27 2950- Kapellen,http://www.lefevervastgoed.be,,Antwerp,,,,Yes,,,,1,,,No,,,,,,,,,,,Connected,,North,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152261,10152261,house,villa,498000,forsale,2440,m,semiequipped,,good,,365,4,1384,true,,,true,,,1,,,Antwerp,To be defined,,Good,,,365m²square meters,,Semi equipped,,4,,,,,2,,No,1384m²square meters,Yes,North West,,365 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,,Yes,,,,,Non flood zone,Park area,"€ 498,000498000 €","€ 1,8541854 €",No,Statiestraat 47 2400- Mol,http://www.verlindenvastgoed.be,,Antwerp,,,,Yes,,,,1,,,No,,,,,,,,,,,Connected,,North West,,,,,,,,,,,,,No,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165370,10165370,house,house,325000,forsale,2627,m,installed,,good,gas,336,4,145,,true,,true,,,,,,Antwerp,After signing the deed,,Good,2,,135m²square meters,,Installed,,4,,,,1,1,Yes,No,145m²square meters,,,,336 kWh/m²kilowatt hour per square meters,D,20221005-0002689599-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 325,000325000 €",,No,Antwerpsestraat 36/38 2850- Boom,http://www.immoconsult.be,2486 - 22/22075/123,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146925,10146925,house,house,760000,forsale,2920,m,installed,2000,good,,117,4,1837,,,325,true,,,2,12,,Antwerp,After signing the deed,2000,Good,4,12,359m²square meters,,Installed,,4,29m²square meters,15m²square meters,15m²square meters,2,2,,No,1837m²square meters,,,50m²square meters,117 kWh/m²kilowatt hour per square meters,B,20220517-0002605792-RES-1,Not specified,Not specified,,,,,,,,Non flood zone,,"€ 760,000760000 €",,No,Edegemsestraat 56 2640- Mortsel,http://www.bauwensvastgoed.be,4964169,Antwerp,,17.5 m,60 mmeters,Yes,,,,2,Countryside,,,,,,,,,,,,,Connected,325m²square meters,,,No,No,,Yes,,Yes,,,,No,,,,Yes,,,9m²square meters,,,,Link to the virtual visit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
