,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,TV cable,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Dining room,Basement surface,Attic surface,Swimming pool,Double glazing,Available date,Office surface,Office,Thermic solar panels,Basement,Attic,Terrace,Subdivision permit,Professional space surface,Intercom,Property name,Conformity certification for fuel tanks,Extra information,Current monthly revenue,Secure access / alarm,Living room,Bedroom 5 surface,Armored door,Caretaker,Visio phone,Professional space,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Garden orientation,Terrace orientation,Heat pump,Photovoltaic solar panels,Common water heater,Agent's name,How many fireplaces?,Garden,E-level (overall energy performance),Number of annexes,Sauna,Monthly charges,Air conditioning,Jacuzzi,Internet,Type of building,Obligation to build,Isolated,Venue of the sale,Single session,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Terms of visit,Percentage rented,Maximum duration of annuity,Age of annuitants
9450425,9450425,house,house,1395000,forsale,1380,xl,semiequipped,2000,good,fueloil,280,4,4132,true,true,3633,true,true,true,3,5,,Waloon Brabant,After signing the deed,,2000,Good,,4,3,5,,,499m²square meters,,Semi equipped,,4,,,,,3,2,3,No,4132m²square meters,,Not connected,No,3633m²square meters,,No,No,Yes,280 kWh/m²kilowatt hour per square meters,D,20210403006067,69 kg CO₂/m²,115202 kWh/year,,Fuel oil,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 1,395,0001395000 €","€ 6,2296229 €",No,Chaussée de Louvain 433 1380- Lasne,http://www.sothebysrealty.be,4425873,Waloon Brabant,,,,Yes,Yes,November 23 2021 - 12:00 AM,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016028,10016028,house,house,1495000,forsale,1380,xl,installed,1989,tobedoneup,fueloil,255,4,3918,true,true,3900,true,true,true,1,4,,Waloon Brabant,Immediately,,1989,To be done up,,4,1,4,,,450m²square meters,,Installed,,4,31m²square meters,25m²square meters,16m²square meters,14m²square meters,2,2,4,No,3918m²square meters,,Connected,No,3900m²square meters,,No,No,Yes,255 kWh/m²kilowatt hour per square meters,C,20211014016766,56 kg CO₂/m²,85255 kWh/year,,Fuel oil,,450m²square meters,,,,,"€ 1,495,0001495000 €","€ 6,1656165 €",No,Rue Darwin 56 1050- Ixelles,http://www.hamilton-estate.com,4765583,Waloon Brabant,,,,Yes,,September 1 2022 - 12:00 AM,,Yes,,Yes,Yes,Yes,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116365,10116365,house,villa,1320000,forsale,1410,xl,hyperequipped,1832,good,gas,340,6,2079,true,true,,true,,,1,3,,Waloon Brabant,After signing the deed,,1832,Good,,4,1,3,,Link to the virtual visit,266m²square meters,57m²square meters,Hyper equipped,27m²square meters,6,19m²square meters,16m²square meters,16m²square meters,13m²square meters,2,,3,,2079m²square meters,,Connected,No,,90m²square meters,No,No,,340 kWh/m²kilowatt hour per square meters,D,20220905003927,62 kg CO₂/m²,44255 kWh/year,,Gas,,,,,,,"€ 1,320,0001320000 €","€ 3,3353335 €",No,Avenue Reine Astrid 215 1410- Waterloo,http://www.latouretpetit.be,4905316,Waloon Brabant,Yes,,,No,,September 7 2022 - 12:00 AM,,,,Yes,Yes,,,,,,,,,Yes,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126206,10126206,house,villa,1500000,forsale,1495,xl,usahyperequipped,2007,asnew,fueloil,207,5,6885,,,6500,true,,true,10,10,,Waloon Brabant,After signing the deed,,2007,As new,28.8 m,4,10,10,,Link to the virtual visit,380m²square meters,,USA hyper equipped,,5,21m²square meters,14m²square meters,14m²square meters,14m²square meters,2,2,5,,6885m²square meters,,,,6500m²square meters,24m²square meters,No,Yes,,207 kWh/m²kilowatt hour per square meters,C,20140214003230,52 kg CO₂/m²,18879 kWh/year,,Fuel oil,,,,,Non flood zone,,"€ 1,500,0001500000 €",,No,Avenue Reine Astrid 215 1410- Waterloo,http://www.latouretpetit.be,4936376,Waloon Brabant,,,,Yes,Yes,August 1 2022 - 12:00 AM,,,,,,,,,,,,,,Yes,Yes,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134004,10134004,house,villa,1545000,forsale,1420,xl,installed,1980,tobedoneup,fueloil,312,6,15300,,true,1400,true,,,3,5,,Waloon Brabant,To be defined,,1980,To be done up,,4,3,5,,Link to the virtual visit,545m²square meters,88m²square meters,Installed,34m²square meters,6,16m²square meters,17m²square meters,17m²square meters,18m²square meters,3,3,5,No,15300m²square meters,,Connected,,1400m²square meters,,No,No,,312 kWh/m²kilowatt hour per square meters,D,20220908003398,63 kg CO₂/m²,238966 kWh/year,,Fuel oil,,,,,Non flood zone,,"€ 1,545,0001545000 €","€ 9,8169816 €",No,Avenue Reine Astrid 215 1410- Waterloo,http://www.latouretpetit.be,4400928,Waloon Brabant,Yes,,,No,,July 1 2023 - 12:00 AM,,,,Yes,,Yes,,,,,"Yes, conform",,,Yes,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946157,9946157,house,exceptionalproperty,1650000,forsale,1390,xl,installed,1976,asnew,fueloil,359,4,5857,,true,,true,true,true,1,,,Waloon Brabant,After signing the deed,,1976,As new,,4,1,,,,660m²square meters,60m²square meters,Installed,,4,25m²square meters,15m²square meters,18m²square meters,15m²square meters,3,3,5,No,5857m²square meters,,,No,,,No,Yes,Yes,359 kWh/m²kilowatt hour per square meters,E,20220615013657,Not specified,Not specified,,Fuel oil,Yes,,No,,,,"€ 1,650,0001650000 €","€ 10,58210582 €",No,Avenue Legrand 30 1050- Ixelles,http://www.james-realty.com,4765862,Waloon Brabant,,,,Yes,,,,Yes,Yes,Yes,,Yes,Yes,64m²square meters,Yes,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10070098,10070098,house,villa,2850000,forsale,1420,xl,,1969,asnew,fueloil,236,5,5007,true,true,,,,true,2,,,Waloon Brabant,After signing the deed,,1969,As new,30 m,4,2,,,,400m²square meters,45m²square meters,,25m²square meters,5,35m²square meters,28m²square meters,20m²square meters,19m²square meters,2,,3,No,5007m²square meters,,Connected,No,,,No,No,Yes,236 kWh/m²kilowatt hour per square meters,C,Not specified,57 kg CO₂/m²,94714 kWh/year,No,Fuel oil,Yes,525m²square meters,Yes,No,,,"€ 2,850,0002850000 €","€ 6,1006100 €",No,"Drève Richelle, 118 1410- Waterloo",http://www.barnes-belgium.com,7061874,Waloon Brabant,Yes,60m²square meters,,Yes,Yes,,,No,No,,Yes,,Yes,,Yes,,"Yes, conform",,,Yes,,16m²square meters,No,No,Yes,,No,Yes,Yes,No,No,Yes,,,No,No,No,Christophe LEGEIN,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9902734,9902734,house,house,3200000,forsale,1380,xl,hyperequipped,1971,asnew,fueloil,255,7,5168,true,true,4000,true,true,true,4,5,,Waloon Brabant,After signing the deed,,1971,As new,,4,4,5,,,780m²square meters,75m²square meters,Hyper equipped,40m²square meters,7,35m²square meters,24m²square meters,28m²square meters,18m²square meters,6,3,6,No,5168m²square meters,,Connected,No,4000m²square meters,210m²square meters,No,,Yes,255 kWh/m²kilowatt hour per square meters,C,20160127021160,63 kg CO₂/m²,183300 kWh/year,,Fuel oil,Yes,700m²square meters,No,No,,"Living area (residential, urban or rural)","€ 3,200,0003200000 €","€ 15,31115311 €",No,Chaussée de Louvain 433 1380- Lasne,http://www.sothebysrealty.be,4718710,Waloon Brabant,,,,Yes,Yes,,50m²square meters,Yes,,Yes,Yes,,,,Yes,,,,,Yes,,17m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159122,10159122,house,house,450000,forsale,1330,xl,installed,,good,gas,367,3,277,,true,150,true,true,,,,,Waloon Brabant,After signing the deed,,,Good,,3,,,,Link to the virtual visit,140m²square meters,45m²square meters,Installed,11m²square meters,3,13m²square meters,13m²square meters,12m²square meters,12m²square meters,,1,2,No,277m²square meters,,,Yes,150m²square meters,15m²square meters,,,,367 kWh/m²kilowatt hour per square meters,E,20220506005683,Not specified,55883 kWh/year,No,Gas,,,,,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 450,000Make an offer starting from450000 €","€ 1,1001100 €",No,Venelle de la réserve 2 1300- Wavre,http://www.goimmobilier.be,7397 - 6178,Waloon Brabant,,42m²square meters,,,Yes,,13m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,South East,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10080508,10080508,house,exceptionalproperty,3995000,forsale,1380,xl,hyperequipped,1979,asnew,fueloil,243,4,8000,true,true,,true,true,true,2,2,,Waloon Brabant,After signing the deed,,1979,As new,26 m,4,2,2,,,478m²square meters,70m²square meters,Hyper equipped,25m²square meters,4,17m²square meters,15m²square meters,13m²square meters,14m²square meters,3,3,4,No,8000m²square meters,55 mmeters,Not connected,No,,120m²square meters,No,No,Yes,243 kWh/m²kilowatt hour per square meters,C,20181204006288,Not specified,Not specified,,Fuel oil,Yes,478m²square meters,,,Non flood zone,,"€ 3,995,0003995000 €",,No,Avenue Legrand 30 1050- Ixelles,http://www.james-realty.com,4891436,Waloon Brabant,Yes,,,Yes,,,12m²square meters,Yes,,Yes,Yes,,,25m²square meters,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078602,10078602,house,house,3995000,forsale,1380,xl,usahyperequipped,1978,justrenovated,fueloil,243,4,8000,true,true,7650,true,true,true,2,6,,Waloon Brabant,After signing the deed,,1978,Just renovated,,4,2,6,,,478m²square meters,89m²square meters,USA hyper equipped,40m²square meters,4,18m²square meters,18m²square meters,16m²square meters,17m²square meters,1,1,4,No,8000m²square meters,,Connected,Yes,7650m²square meters,,,Yes,Yes,243 kWh/m²kilowatt hour per square meters,C,20181204006288,Not specified,Not specified,,Fuel oil,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 3,995,0003995000 €","€ 6,4926492 €",No,Rue Alphonse Renard 1 1050- Ixelles,http://www.emilegarcin.fr,,Waloon Brabant,Yes,32m²square meters,60m²square meters,Yes,Yes,,23m²square meters,Yes,,,,Yes,,23m²square meters,,,"Yes, conform",,,Yes,,16m²square meters,Yes,,Yes,Yes,Yes,Yes,,,,Yes,South West,South West,,,,,1,,,1,Yes,,Yes,,,,,,,,,,,,,,,,,,,,
10165824,10165824,house,house,1295000,forsale,1380,xl,installed,2000,good,fueloil,300,5,3147,,true,,,,true,2,4,,Waloon Brabant,After signing the deed,,2000,Good,,4,2,4,,Link to the virtual visit,530m²square meters,,Installed,,5,,,,,3,,,No,3147m²square meters,,,Yes,,,,,,300 kWh/m²kilowatt hour per square meters,D,20210930015296,68 kg CO₂/m²,Not specified,No,Fuel oil,,,,,,,"€ 1,295,0001295000 €","€ 8,6738673 €",No,Grand' Route 3 1435- Mont Saint-Guibert,,9833 - 355076,Waloon Brabant,,,,Yes,Yes,,,,,Yes,,,,,,,"Yes, conform",,,Yes,,,,Yes,,,,,,,,,South,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10158678,10158678,house,villa,2750000,forsale,1380,xl,hyperequipped,1960,asnew,fueloil,407,7,37000,true,true,2500,true,true,true,2,10,,Waloon Brabant,After signing the deed,,1960,As new,,4,2,10,,,450m²square meters,80m²square meters,Hyper equipped,,7,17m²square meters,13m²square meters,13m²square meters,12m²square meters,3,1,5,,37000m²square meters,,,Yes,2500m²square meters,80m²square meters,No,,Yes,407 kWh/m²kilowatt hour per square meters,E,20191226002514,101 kg CO₂/m²,201888 kWh/year,,Fuel oil,,,,,,,"€ 2,750,0002750000 €","€ 5,9625962 €",No,"Avenue Delleur, 8 1170- Watermael-Boitsfort",http://www.immo-lelion.be,030/27194,Waloon Brabant,Yes,,,Yes,,,20m²square meters,Yes,,Yes,Yes,,,,,,,,,,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164795,10164795,house,house,525000,forsale,1310,xl,installed,1977,good,gas,,4,568,,true,1,true,,,2,2,,Waloon Brabant,To be defined,,1977,Good,,4,2,2,,,163m²square meters,,Installed,,4,30m²square meters,16m²square meters,16m²square meters,13m²square meters,2,,2,,568m²square meters,,Connected,Yes,1m²square meter,16m²square meters,No,No,Yes,Not specified,D,20220921016105,Not specified,267 kWh/year,,Gas,,,,,Non flood zone,,"€ 525,000525000 €","€ 2,6272627 €",No,,,,Waloon Brabant,,,,No,Yes,,,No,No,Yes,,,,,No,,No,,,No,,,No,No,No,No,No,Yes,No,No,No,No,,,No,No,No,,1,,,,No,,No,No,Yes,All kind,,,,,,,,,,,,,,,,,
10155500,10155500,house,bungalow,395000,forsale,1435,xl,semiequipped,1972,tobedoneup,fueloil,460,4,1714,,,,true,,,3,3,,Waloon Brabant,Depending on the tenant,,1972,To be done up,,4,3,3,,,130m²square meters,,Semi equipped,,4,,,,,1,,2,No,1714m²square meters,,,,,36m²square meters,,,,460 kWh/m²kilowatt hour per square meters,F,20220922030172,Not specified,61764 kWh/year,No,Fuel oil,,,,,,,"Make an offer starting from€ 395,000Make an offer starting from395000 €","€ 1,7891789 €",No,Grand' Route 69 A 1435- Corbais,http://www.gilmont.be,9001 - 345346050,Waloon Brabant,,,,,Yes,March 14 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,South East,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10006217,10006217,house,bungalow,298000,forsale,1470,xl,semiequipped,1978,,gas,207,3,686,,true,,true,,,1,1,,Waloon Brabant,After signing the deed,Le Panier,1978,,12 m,4,1,1,,,93m²square meters,29m²square meters,Semi equipped,10m²square meters,3,12m²square meters,12m²square meters,8m²square meters,,1,,1,No,686m²square meters,,,Yes,,20m²square meters,,,,207 kWh/m²kilowatt hour per square meters,C,20140910017611,1000 kg CO₂/m²,30114 kWh/year,No,Gas,,,,,,,"Make an offer starting from€ 298,000Make an offer starting from298000 €","€ 1,5221522 €",No,Chaussée de Mons 14 1400- Nivelles,http://www.trevilogis.be,181556 - 111114741,Waloon Brabant,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,West,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10100278,10100278,house,villa,615000,forsale,1410,xl,hyperequipped,1970,asnew,fueloil,339,4,889,true,true,730,true,,,1,3,,Waloon Brabant,After signing the deed,,1970,As new,,4,1,3,"Living area (residential, urban or rural)",,230m²square meters,38m²square meters,Hyper equipped,21m²square meters,4,21m²square meters,20m²square meters,18m²square meters,11m²square meters,2,1,3,No,889m²square meters,,Connected,Yes,730m²square meters,30m²square meters,,,Yes,339 kWh/m²kilowatt hour per square meters,D,20220810012744,85 kg CO₂/m²,Not specified,,Fuel oil,,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 615,000615000 €","€ 2,5842584 €",,Rue du Bosquet 8/7 1400- Nivelles,http://www.louve-immo.be,,Waloon Brabant,Yes,55m²square meters,,,Yes,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,Yes,North West,North West,Yes,,,Englebert Charles,1,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
10154278,10154278,house,house,320000,forsale,1420,xl,hyperequipped,,justrenovated,gas,166,2,225,true,true,60,true,,,1,1,,Waloon Brabant,To be defined,,,Just renovated,,3,1,1,,,96m²square meters,20m²square meters,Hyper equipped,10m²square meters,2,20m²square meters,23m²square meters,,,1,,1,No,225m²square meters,,,Yes,60m²square meters,20m²square meters,No,No,Yes,166 kWh/m²kilowatt hour per square meters,B,20181028001048,Not specified,19296 kWh/year,,Gas,,,,,,,"Make an offer starting from€ 320,000Make an offer starting from320000 €",€ 276276 €,No,122 RUE DE MONT-ST-PONT 1440- Braine-le-chateau,http://www.mdi.be,4968492,Waloon Brabant,,10m²square meters,,No,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087923,10087923,house,villa,480000,forsale,1420,xl,semiequipped,1978,tobedoneup,fueloil,228,4,637,,,500,true,true,,2,2,,Waloon Brabant,After signing the deed,,1978,To be done up,12 m,4,2,2,Isolated,,160m²square meters,32m²square meters,Semi equipped,9m²square meters,4,18m²square meters,9m²square meters,7m²square meters,,1,2,2,No,637m²square meters,20 mmeters,Connected,No,500m²square meters,25m²square meters,No,No,Yes,228 kWh/m²kilowatt hour per square meters,C,20220809010508,61 kg CO₂/m²,55347 kWh/year,,Fuel oil,Yes,223m²square meters,,,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 480,000Make an offer starting from480000 €","€ 2,1042104 €",No,Chaussée d'Alsemberg 967 1420- Braine l'Alleud,http://www.wellianss.com,4898496,Waloon Brabant,,,,,,,6m²square meters,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162271,10162271,house,villa,675000,forsale,1410,xl,installed,1974,good,fueloil,429,5,860,true,true,,true,true,,2,2,,Waloon Brabant,After signing the deed,St-John's,1974,Good,,4,2,2,"Living area (residential, urban or rural)",,206m²square meters,27m²square meters,Installed,8m²square meters,5,13m²square meters,13m²square meters,18m²square meters,16m²square meters,2,1,3,No,860m²square meters,,Connected,Yes,,,,,Yes,429 kWh/m²kilowatt hour per square meters,F,20220915016135,106 kg CO₂/m²,Not specified,,Fuel oil,Yes,,No,,,"Living area (residential, urban or rural)","€ 675,000675000 €","€ 3,6093609 €",No,Chaussée de Tervuren 186 1410- Waterloo,,,Waloon Brabant,Yes,25m²square meters,,,,,,Yes,,,Yes,Yes,No,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,,Yes,South,South,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10145323,10145323,house,villa,495000,forsale,1380,xl,usasemiequipped,1958,tobedoneup,fueloil,529,2,797,true,true,572,true,true,,1,2,,Waloon Brabant,Depending on the tenant,,1958,To be done up,10 m,4,1,2,,,125m²square meters,33m²square meters,USA semi equipped,10m²square meters,2,16m²square meters,13m²square meters,,,1,1,2,No,797m²square meters,18 mmeters,,No,572m²square meters,69m²square meters,No,No,Yes,529 kWh/m²kilowatt hour per square meters,G,20220615013725,132 kg CO₂/m²,Not specified,,Fuel oil,,76m²square meters,,,Non flood zone,"Living area (residential, urban or rural)","€ 495,000495000 €","€ 1,1821182 €",No,Chaussée Bara 339 1410- Waterloo,http://www.immodussart.be,4963314,Waloon Brabant,,,,No,Yes,,11m²square meters,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9881433,9881433,house,mixedusebuilding,385000,forsale,1470,xl,usainstalled,1950,torenovate,fueloil,693,4,1030,true,true,429,true,,,3,3,,Waloon Brabant,After signing the deed,Genappe,1950,To renovate,6.65 m,4,3,3,Urban,,258m²square meters,14m²square meters,USA installed,6m²square meters,4,15m²square meters,14m²square meters,7m²square meters,14m²square meters,2,2,3,No,1030m²square meters,19.81 mmeters,Connected,No,429m²square meters,19m²square meters,,,,693 kWh/m²kilowatt hour per square meters,G,20180706014748,Not specified,95325 kWh/year,,Fuel oil,,227m²square meters,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 385,000Make an offer starting from385000 €","€ 1,6951695 €",Yes,Grand Place 2 1470- Genappe,http://www.daloze.be,4731022,Waloon Brabant,Yes,,,,Yes,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123589,10123589,house,house,335000,forsale,1300,xl,,1963,justrenovated,fueloil,487,2,668,,true,,true,,,1,,,Waloon Brabant,After signing the deed,,1963,Just renovated,,4,1,,,,100m²square meters,32m²square meters,,,2,,,,,1,,,No,668m²square meters,,,Yes,,,,,,487 kWh/m²kilowatt hour per square meters,F,20211106001641,Not specified,58763 kWh/year,No,Fuel oil,,,,,,,"Make an offer starting from€ 335,000Make an offer starting from335000 €","€ 1,1221122 €",No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5579 - 4604137,Waloon Brabant,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135211,10135211,house,house,310000,forsale,1480,xl,,1930,,,279,2,315,,true,,true,,,1,1,,Waloon Brabant,After signing the deed,,1930,,,3,1,1,,,116m²square meters,,,,2,,,,,1,,,No,315m²square meters,,,,,15m²square meters,,,,279 kWh/m²kilowatt hour per square meters,D,20221001004193,53 kg CO₂/m²,50431 kWh/year,No,,,,,,Non flood zone,,"€ 310,000310000 €",€ 520520 €,No,"Chaussée de Mons, 303 1480- Tubize",http://www.bestpartner.be,10849 - 42,Waloon Brabant,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131629,10131629,house,villa,445000,forsale,1300,xl,,1978,,fueloil,250,3,1414,,,1300,true,,,1,,,Waloon Brabant,After signing the deed,,1978,,,4,1,,,,140m²square meters,45m²square meters,,,3,,,,,1,1,2,No,1414m²square meters,,,,1300m²square meters,35m²square meters,,,,250 kWh/m²kilowatt hour per square meters,C,Not specified,62 kg CO₂/m²,Not specified,No,Fuel oil,,,,,Non flood zone,,"Make an offer starting from€ 445,000Make an offer starting from445000 €","€ 2,0152015 €",No,Avenue du Roi Chevalier67 1200- Woluwé-St-Lambert,,103174 - 654657755,Waloon Brabant,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,South,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9965865,9965865,house,house,549000,forsale,1420,xl,,,tobedoneup,fueloil,355,4,1356,,true,,true,true,,2,2,,Waloon Brabant,,,,To be done up,22 m,4,2,2,,,191m²square meters,,,9m²square meters,4,20m²square meters,17m²square meters,17m²square meters,,1,1,2,No,1356m²square meters,49 mmeters,,,,,,,,355 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Fuel oil,,,,,,,"€ 549,000549000 €",,No,Avenue Louise 367 1050- Ixelles,http://www.openthedoor.be,145 - 47,Waloon Brabant,,,,,Yes,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Philippe MATHY,2,,,,,,,,,,,,,,,,,,,,,,,,,,
9904003,9904003,house,house,600000,forsale,1400,xl,hyperequipped,2009,asnew,gas,218,4,400,,,400,true,true,,1,4,,Waloon Brabant,After signing the deed,,2009,As new,,3,1,4,,Link to the virtual visit,250m²square meters,40m²square meters,Hyper equipped,16m²square meters,4,27m²square meters,19m²square meters,15m²square meters,15m²square meters,1,1,2,No,400m²square meters,,,,400m²square meters,30m²square meters,,,,218 kWh/m²kilowatt hour per square meters,C,20220420015321,Not specified,Not specified,No,Gas,,,,,,,"€ 600,000600000 €",,No,Venelle de la réserve 2 1300- Wavre,http://www.goimmobilier.be,6413 - 5653,Waloon Brabant,,,,,Yes,,27m²square meters,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092712,10092712,house,villa,640000,forsale,1410,xl,hyperequipped,1971,good,fueloil,307,4,658,true,true,498,true,,,1,1,,Waloon Brabant,After signing the deed,,1971,Good,,4,1,1,,Link to the virtual visit,160m²square meters,41m²square meters,Hyper equipped,14m²square meters,4,19m²square meters,15m²square meters,12m²square meters,11m²square meters,2,2,2,,658m²square meters,,Not connected,,498m²square meters,,No,No,,307 kWh/m²kilowatt hour per square meters,D,20200601014498,76 kg CO₂/m²,Not specified,,Fuel oil,,,,,Non flood zone,,"€ 640,000640000 €",,No,Avenue Reine Astrid 215 1410- Waterloo,http://www.latouretpetit.be,4900970,Waloon Brabant,Yes,,,No,Yes,September 2 2022 - 12:00 AM,,,,Yes,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9861440,9861440,house,house,750000,forsale,1410,xl,usainstalled,1993,good,fueloil,,5,893,true,,893,true,true,,1,2,,Waloon Brabant,Depending on the tenant,,1993,Good,19.3 m,4,1,2,,,278m²square meters,62m²square meters,USA installed,15m²square meters,5,20m²square meters,14m²square meters,15m²square meters,16m²square meters,2,1,3,No,893m²square meters,,Connected,No,893m²square meters,,No,No,,Not specified,Not specified,Not specified,Not specified,Not specified,,Fuel oil,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 750,000750000 €","€ 5,6995699 €",No,Chaussée de Bruxelles 380 B 2 1410- Waterloo,http://www.clerymmo.be,4619073,Waloon Brabant,,,,No,Yes,December 31 2022 - 12:00 AM,32m²square meters,Yes,,,Yes,Yes,,32m²square meters,Yes,,,,,Yes,,16m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9863203,9863203,house,villa,1245000,forsale,1380,xl,hyperequipped,1978,asnew,fueloil,243,5,2220,,,2220,true,true,,1,6,,Waloon Brabant,After signing the deed,,1978,As new,,4,1,6,,,300m²square meters,,Hyper equipped,,5,17m²square meters,16m²square meters,16m²square meters,14m²square meters,4,4,3,No,2220m²square meters,,,,2220m²square meters,50m²square meters,,,,243 kWh/m²kilowatt hour per square meters,C,20210117003335,60 kg CO₂/m²,81210 kWh/year,,Fuel oil,,,,,Non flood zone,,"€ 1,245,0001245000 €",,No,Clos des Chêneaux 18A 1390- Grez-Doiceau,http://www.propriete-privee.be,4731918,Waloon Brabant,,,,,Yes,February 1 2022 - 12:00 AM,68m²square meters,Yes,,,,,,68m²square meters,,,,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,
