,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room,Kitchen type,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Planning permission obtained,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Neighbourhood or locality,Living room surface,Dining room,Kitchen surface,Shower rooms,Office surface,Office,Professional space surface,Basement,Attic,Furnished,Terrace surface,Double glazing,Garden orientation,As built plan,Secure access / alarm,Garden,Intercom,E-level (overall energy performance),Thermic solar panels,Visio phone,How many fireplaces?,Conformity certification for fuel tanks,Agent's name,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Dressing room,Laundry room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Heat pump,Photovoltaic solar panels,Common water heater,Value of the property,Current monthly revenue,Professional space,Terrace orientation,Jacuzzi,Sauna,Internet,Type of building,Obligation to build,Monthly charges,Air conditioning,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Isolated,Number of annexes,Property name,Monthly rental price
10131847,10131847,house,apartmentblock,290000,forsale,4000,xl,notinstalled,,good,gas,253,4,130,,true,60,,,,1,,,Liege,,,Good,8 m,2,1,,,,156m²square meters,,Not installed,4,15m²square meters,15m²square meters,13m²square meters,13m²square meters,,4,4,,,130m²square meters,8 mmeters,,,60m²square meters,,,,,,253 kWh/m²kilowatt hour per square meters,C,20180426005371,47 kg CO₂/m²,12065 kWh/year,Gas,,,,,,,,"€ 290,000290000 €","€ 1,5261526 €",Yes,Rue Charles Magnette 24/40 4000- Liège,http://www.treviliege.be,16080 - 111114726,Liege,,,22m²square meters,,4m²square meters,,,,,Yes,,No,,Yes,West,No,,,,12065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131851,10131851,house,house,290000,forsale,4000,xl,notinstalled,,good,gas,253,4,130,,true,60,,,,1,,,Liege,,,Good,8 m,2,1,,,,156m²square meters,,Not installed,4,15m²square meters,15m²square meters,13m²square meters,13m²square meters,,4,4,,,130m²square meters,8 mmeters,,,60m²square meters,,,,,,253 kWh/m²kilowatt hour per square meters,C,20180426005371,47 kg CO₂/m²,12065 kWh/year,Gas,,,,,,,,"€ 290,000290000 €","€ 1,5261526 €",No,Rue Charles Magnette 24/40 4000- Liège,http://www.treviliege.be,16081 - 111114726,Liege,,,22m²square meters,,4m²square meters,,,,,Yes,,No,,Yes,West,No,,,,12065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999696,9999696,house,house,295000,forsale,4400,xl,installed,1967,tobedoneup,fueloil,678,6,1526,,true,,true,,,3,,,Liege,,1967,To be done up,31 m,3,3,,,,800m²square meters,,Installed,6,,,,,,2,6,,,1526m²square meters,35 mmeters,,Yes,,,,,,,678 kWh/m²kilowatt hour per square meters,G,20220701010053,137 kg CO₂/m²,64079 kWh/year,Fuel oil,,,,,,,,"Make an offer starting from€ 295,000Make an offer starting from295000 €","€ 3,2843284 €",No,"Rue des Brasseurs (Grand' Place), 1 4500- Huy",http://www.trevirasquain.be,15721 - 111114607,Liege,,,30m²square meters,,,,,,,Yes,,No,100m²square meters,,,No,,,,64079,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109617,10109617,house,house,290000,forsale,4020,xl,installed,1958,tobedoneup,gas,663,3,258,true,true,,,true,,1,4,,Liege,After signing the deed,1958,To be done up,15 m,3,1,4,Isolated,,392m²square meters,,Installed,3,16m²square meters,9m²square meters,16m²square meters,,,1,2,27m²square meters,5m²square meters,258m²square meters,14.5 mmeters,,No,,,No,No,Yes,No,663 kWh/m²kilowatt hour per square meters,G,20180618005142,121 kg CO₂/m²,99117 kWh/year,Gas,,134m²square meters,,,,,,"€ 290,000290000 €","€ 1,2521252 €",No,"Thier D'oupeye,26 4680- Oupeye",http://www.vanesse.be,4896610,Liege,,WANDRE/BRESSOUX/JUPILLE,27m²square meters,,10m²square meters,1,9m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105626,10105626,house,mixedusebuilding,299000,forsale,4540,xl,semiequipped,1899,good,gas,167,4,261,,true,,true,,,2,1,,Liege,After signing the deed,1899,Good,7 m,2,2,1,Urban,Link to the virtual visit,200m²square meters,Yes,Semi equipped,4,20m²square meters,10m²square meters,11m²square meters,11m²square meters,,3,3,60m²square meters,,261m²square meters,,Connected,Yes,,,No,No,,No,167 kWh/m²kilowatt hour per square meters,B,20220907026200,31 kg CO₂/m²,9479 kWh/year,Gas,,150m²square meters,No,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 299,000Make an offer starting from299000 €","€ 1,1151115 €",Yes,Chaussée Napoléon 3 4500- Huy,http://www.labelimmo.be,4901431,Liege,,,,,12m²square meters,,,,,,,No,10m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087763,10087763,house,countrycottage,300000,forsale,4260,xl,installed,,good,fueloil,533,4,1054,true,true,900,true,,,1,1,,Liege,To be defined,,Good,12 m,4,1,1,Countryside,,115m²square meters,,Installed,4,15m²square meters,15m²square meters,10m²square meters,9m²square meters,,2,1,12m²square meters,30m²square meters,1054m²square meters,,Connected,No,900m²square meters,Yes,,,,,533 kWh/m²kilowatt hour per square meters,G,20220812001659,131 kg CO₂/m²,80827 kWh/year,Fuel oil,,80m²square meters,No,,,,"Living area (residential, urban or rural)","€ 300,000300000 €",€ 366366 €,No,Chaussée de Tirlemont 15/1 4260- Braives,http://www.immodemarneffe.be,4896403,Liege,,Braives et 5 kms,28m²square meters,,15m²square meters,1,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9971622,9971622,house,house,335000,forsale,4453,xl,semiequipped,1975,good,fueloil,420,2,1095,,true,500,true,,,1,,,Liege,,1975,Good,13 m,4,1,,,,110m²square meters,,Semi equipped,2,13m²square meters,11m²square meters,,,,1,1,,,1095m²square meters,28 mmeters,,,500m²square meters,,,,,,420 kWh/m²kilowatt hour per square meters,E,20130510005756,Not specified,Not specified,Fuel oil,,,,,,,,"€ 335,000335000 €","€ 1,0061006 €",No,Rue Pierre Henvard 2 4053- Embourg,http://www.lasignature.be,1201 - 2180,Liege,,,39m²square meters,Yes,14m²square meters,,,,,Yes,,No,27m²square meters,Yes,South East,No,Yes,,,,,,1,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092478,10092478,house,mixedusebuilding,365000,forsale,4540,xl,semiequipped,1899,good,fueloil,249,3,457,,true,200,true,,,,,,Liege,Depending on the tenant,1899,Good,45 m,3,,,Urban,,140m²square meters,,Semi equipped,3,25m²square meters,18m²square meters,7m²square meters,,,1,2,,,457m²square meters,,Connected,No,200m²square meters,,,,,,249 kWh/m²kilowatt hour per square meters,C,20160524011046,Not specified,72953 kWh/year,Fuel oil,,270m²square meters,No,,,,"Living area (residential, urban or rural)","€ 365,000365000 €",€ 560560 €,Yes,Chaussée Napoléon 3 4500- Huy,http://www.labelimmo.be,4900533,Liege,,,32m²square meters,Yes,8m²square meters,,,,150m²square meters,Yes,,No,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080378,10080378,house,mixedusebuilding,350000,forsale,4360,xl,installed,1974,tobedoneup,fueloil,356,1,1285,,true,900,true,,,1,3,,Liege,After signing the deed,1974,To be done up,17 m,4,1,3,Countryside,,207m²square meters,,Installed,1,21m²square meters,,,,,1,1,180m²square meters,,1285m²square meters,,Not connected,No,900m²square meters,,,Yes,,No,356 kWh/m²kilowatt hour per square meters,E,20220517010413,88 kg CO₂/m²,139798 kWh/year,Fuel oil,,235m²square meters,No,,,,,"€ 350,000350000 €","€ 1,4701470 €",Yes,Chaussée de Tirlemont 15/1 4260- Braives,http://www.immodemarneffe.be,4892912,Liege,,Waremme et 5 kms,48m²square meters,,17m²square meters,1,,,,,,No,35m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099196,10099196,house,house,385000,forsale,4260,xl,installed,1900,good,fueloil,249,4,807,true,true,105,true,true,,1,4,,Liege,To be defined,1900,Good,14 m,3,1,4,Isolated,,190m²square meters,,Installed,4,14m²square meters,16m²square meters,16m²square meters,16m²square meters,,1,2,40m²square meters,90m²square meters,807m²square meters,,Connected,No,105m²square meters,,,No,,No,249 kWh/m²kilowatt hour per square meters,C,20220822012533,62 kg CO₂/m²,72974 kWh/year,Fuel oil,Yes,324m²square meters,,,,,"Living area (residential, urban or rural)","€ 385,000385000 €",€ 461461 €,No,Chaussée de Tirlemont 15/1 4260- Braives,http://www.immodemarneffe.be,4901426,Liege,,Hannut et 5 kms,38m²square meters,,21m²square meters,,16m²square meters,Yes,39m²square meters,,,No,50m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9953275,9953275,house,house,399000,forsale,4870,xl,installed,2017,good,,106,3,1500,,,1050,true,,,1,2,,Liege,To be defined,2017,Good,,4,1,2,Isolated,,231m²square meters,,Installed,3,23m²square meters,23m²square meters,15m²square meters,,,1,1,,,1500m²square meters,12 mmeters,Connected,No,1050m²square meters,,No,No,,No,106 kWh/m²kilowatt hour per square meters,B,20170316020540,30 kg CO₂/m²,24392 kWh/year,,,,,,,,,"€ 399,000399000 €","€ 1,2031203 €",No,Grand rue 191 4870- Trooz,http://www.groupecadimmo.be,4792846,Liege,May 1 2022 - 12:00 AM,"Trooz, Nessonvaux, Fraipont",34m²square meters,,19m²square meters,1,,,,,,No,20m²square meters,Yes,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9772656,9772656,house,apartmentblock,429000,forsale,4610,xl,installed,2016,good,gas,117,4,440,,,115,true,,,,3,,Liege,,2016,Good,12 m,4,,3,,,145m²square meters,,Installed,4,,,,,,,2,,,440m²square meters,,,,115m²square meters,,,,Yes,,117 kWh/m²kilowatt hour per square meters,B,20160218501544,22 kg CO₂/m²,11956 kWh/year,Gas,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 429,000429000 €","€ 1,6501650 €",Yes,Avenue Louise 367 1050- Ixelles,http://www.openthedoor.be,94 - 1,Liege,September 1 2022 - 12:00 AM,,16m²square meters,,,2,,,,,,No,40m²square meters,Yes,,No,,,,,,,,,Desira Kevin,,,,,,,,,,,Yes,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,
10130870,10130870,house,house,450000,forsale,4540,xl,installed,1930,good,gas,247,3,255,,true,,,true,,,,,Liege,After signing the deed,1930,Good,,2,,,,,340m²square meters,,Installed,3,,,,,,2,3,,,255m²square meters,,,Yes,,,,,,,247 kWh/m²kilowatt hour per square meters,C,20210213003083,Not specified,21124 kWh/year,Gas,,,,,,,,"€ 450,000450000 €","€ 2,1402140 €",No,"Rue des Brasseurs (Grand' Place), 1 4500- Huy",http://www.trevirasquain.be,16076 - 111114751,Liege,,,,,,,,Yes,,Yes,,No,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9977072,9977072,house,house,375000,forsale,4960,xl,usainstalled,1978,tobedoneup,fueloil,395,4,934,true,true,,true,true,,2,3,,Liege,After signing the deed,1978,To be done up,14 m,4,2,3,Isolated,,299m²square meters,,USA installed,4,15m²square meters,16m²square meters,11m²square meters,16m²square meters,,2,2,,39m²square meters,934m²square meters,26 mmeters,Connected,No,,,No,No,Yes,No,395 kWh/m²kilowatt hour per square meters,E,20201119014673,98 kg CO₂/m²,98119 kWh/year,Fuel oil,,,,,,,,"€ 375,000375000 €","€ 1,1841184 €",No,Chaussée de Liège 7 6900- Marche,https://honesty.be/,4801884,Liege,,Zone Province de Liège,,Yes,14m²square meters,2,16m²square meters,Yes,38m²square meters,Yes,,No,28m²square meters,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046318,10046318,house,mansion,530000,forsale,4000,xl,installed,,good,fueloil,396,4,160,,true,,true,,,,,,Liege,,,Good,6 m,2,,,,,340m²square meters,,Installed,4,,,,,,,3,,,160m²square meters,6 mmeters,,,,,,,,,396 kWh/m²kilowatt hour per square meters,E,20200803003337,Not specified,19917 kWh/year,Fuel oil,,,,,,,,"€ 530,000530000 €","€ 1,4381438 €",No,"rue Nysten, 38 4000- Liège",http://www.optimum.be,9117 - 22/05/03,Liege,,,30m²square meters,,,3,,,,Yes,,No,30m²square meters,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111135,10111135,house,house,440000,forsale,4500,xl,installed,,asnew,gas,365,5,410,,true,325,true,,,1,,,Liege,,,As new,7 m,4,1,,Urban,,225m²square meters,,Installed,5,24m²square meters,22m²square meters,22m²square meters,18m²square meters,18m²square meters,1,2,,,410m²square meters,15.6 mmeters,,Yes,325m²square meters,,,,Yes,,365 kWh/m²kilowatt hour per square meters,E,20220916009438,67 kg CO₂/m²,130489 kWh/year,Gas,,,,,,,,"Make an offer starting from€ 440,000Make an offer starting from440000 €","€ 1,1151115 €",No,"Rue des Brasseurs (Grand' Place), 1 4500- Huy",http://www.trevirasquain.be,16031 - 111114735,Liege,,,42m²square meters,,21m²square meters,,,,,Yes,,No,20m²square meters,Yes,East,No,,,,130489,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128063,10128063,house,mixedusebuilding,495000,forsale,4432,xl,hyperequipped,1947,asnew,fueloil,230,5,597,,true,400,true,true,,2,,,Liege,To be defined,1947,As new,16.3 m,4,2,,"Living area (residential, urban or rural)",Link to the virtual visit,165m²square meters,,Hyper equipped,5,19m²square meters,11m²square meters,12m²square meters,11m²square meters,20m²square meters,2,3,98m²square meters,,597m²square meters,,Connected,No,400m²square meters,,No,No,,No,230 kWh/m²kilowatt hour per square meters,C,20220913021137,58 kg CO₂/m²,91348 kWh/year,Fuel oil,Yes,150m²square meters,No,,,,"Living area (residential, urban or rural)","€ 495,000495000 €","€ 2,2002200 €",Yes,Rue de l'Yser 425 4430- Ans,http://www.labelimmo.be,4902722,Liege,,,33m²square meters,,16m²square meters,1,13m²square meters,Yes,85m²square meters,,,No,50m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9271193,9271193,house,bungalow,469000,forsale,4020,xl,installed,1970,good,fueloil,340,4,850,true,true,600,true,,,1,2,,Liege,After signing the deed,1970,Good,11 m,4,1,2,Landscape,,240m²square meters,,Installed,4,21m²square meters,19m²square meters,19m²square meters,17m²square meters,,1,2,70m²square meters,50m²square meters,850m²square meters,17 mmeters,Connected,Yes,600m²square meters,,,,Yes,No,340 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Fuel oil,Yes,,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 469,000469000 €","€ 1,0411041 €",No,,,,Liege,,Lotissement Demolin,33m²square meters,Yes,18m²square meters,,,No,,,,No,40m²square meters,Yes,South East,,Yes,,Yes,,,No,1,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No,,,,,,,No,South East,No,No,Yes,Bungalow,No,,,,,,,,,,,
10019720,10019720,house,house,550000,forsale,4500,xl,installed,1996,good,fueloil,322,5,3736,,,3000,true,true,,,6,,Liege,After signing the deed,1996,Good,,4,,6,Isolated,,324m²square meters,,Installed,5,,,,,,1,2,,,3736m²square meters,35 mmeters,,Yes,3000m²square meters,,,,,,322 kWh/m²kilowatt hour per square meters,D,20220622017949,80 kg CO₂/m²,104335 kWh/year,Fuel oil,,,,,,,,"Make an offer starting from€ 550,000Make an offer starting from550000 €","€ 2,2542254 €",No,"Rue des Brasseurs (Grand' Place), 1 4500- Huy",http://www.trevirasquain.be,15779 - 111114582,Liege,,,50m²square meters,,,1,35m²square meters,Yes,,,,No,40m²square meters,Yes,South West,No,,,,104335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9898404,9898404,house,mixedusebuilding,1070000,forsale,4260,xl,hyperequipped,2010,asnew,gas,253,3,1700,,true,,true,,,1,40,,Liege,After signing the deed,2010,As new,35 m,4,1,40,Mall,,445m²square meters,,Hyper equipped,3,14m²square meters,11m²square meters,11m²square meters,,,3,7,166m²square meters,,1700m²square meters,,Connected,Yes,,,No,Yes,,No,253 kWh/m²kilowatt hour per square meters,C,20220121004603,63 kg CO₂/m²,29994 kWh/year,Gas,,286m²square meters,,,,,Mixed living area (accommodation &amp; economic activities),"€ 1,070,0001070000 €","€ 2,8712871 €",Yes,Chaussée Napoléon 3 4500- Huy,http://www.labelimmo.be,4707863,Liege,,,35m²square meters,,12m²square meters,,,,330m²square meters,,,Yes,70m²square meters,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086592,10086592,house,house,950000,forsale,4031,xl,hyperequipped,1989,asnew,fueloil,164,6,2378,,true,2032,true,true,,3,5,,Liege,After signing the deed,1989,As new,,4,3,5,,Link to the virtual visit,468m²square meters,,Hyper equipped,6,31m²square meters,31m²square meters,20m²square meters,17m²square meters,17m²square meters,6,4,27m²square meters,,2378m²square meters,,,,2032m²square meters,,,,Yes,,164 kWh/m²kilowatt hour per square meters,B,20220619003609,41 kg CO₂/m²,68903 kWh/year,Fuel oil,,,,,,,,"Make an offer starting from€ 950,000Make an offer starting from950000 €","€ 2,4732473 €",No,Rue Charles Magnette 24/40 4000- Liège,http://www.treviliege.be,15967 - 111114699,Liege,,,45m²square meters,,39m²square meters,,90m²square meters,Yes,,,,No,44m²square meters,Yes,,No,,,,68903,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153126,10153126,house,house,199000,forsale,4400,xl,,,justrenovated,gas,415,3,453,,true,160,true,,,,,,Liege,After signing the deed,,Just renovated,,3,,,,,103m²square meters,,,3,,,,,,1,1,,,453m²square meters,12 mmeters,,,160m²square meters,,,,,,415 kWh/m²kilowatt hour per square meters,E,20220614004215,76 kg CO₂/m²,Not specified,Gas,,,,,,,,"€ 199,000199000 €",€ 323323 €,No,Rue Arnold Delsupexhe 103 4040- Herstal,https://demir-immo.be,559610 - 76102337,Liege,,urbain,30m²square meters,,,,,,,Yes,,No,10m²square meters,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157467,10157467,house,house,129000,forsale,4870,xl,notinstalled,,torenovate,,694,3,330,,true,60,,,,,,,Liege,After signing the deed,,To renovate,,3,,,Isolated,,90m²square meters,,Not installed,3,14m²square meters,14m²square meters,13m²square meters,,,1,1,,,330m²square meters,,,,60m²square meters,,,,,,694 kWh/m²kilowatt hour per square meters,G,20210714014568,173 kg CO₂/m²,72132 kWh/year,,,,,,,,,"€ 129,000129000 €",€ 332332 €,No,Grand rue 191 4870- Trooz,http://www.groupecadimmo.be,4969217,Liege,June 1 2022 - 12:00 AM,"Trooz, Nessonvaux, Fraipont",11m²square meters,,17m²square meters,1,,,,Yes,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157464,10157464,house,house,149000,forsale,4870,xl,semiequipped,,torenovate,,424,3,2221,,,80,true,,,,,,Liege,After signing the deed,,To renovate,,3,,,Countryside,,100m²square meters,,Semi equipped,3,17m²square meters,16m²square meters,13m²square meters,,,1,1,,,2221m²square meters,,,,80m²square meters,,,,,,424 kWh/m²kilowatt hour per square meters,E,20210602017397,80 kg CO₂/m²,60532 kWh/year,,,,,,,,,"€ 149,000149000 €",€ 298298 €,No,Grand rue 191 4870- Trooz,http://www.groupecadimmo.be,4967820,Liege,November 1 2022 - 12:00 AM,"Trooz, Nessonvaux, Fraipont",17m²square meters,,16m²square meters,,,,,,,No,10m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9806188,9806188,house,farmhouse,229000,forsale,4590,xl,semiequipped,1890,good,fueloil,610,2,1365,,,,true,,,,3,,Liege,After signing the deed,1890,Good,27 m,,,3,Isolated,,280m²square meters,,Semi equipped,2,,,,,,2,3,,,1365m²square meters,64 mmeters,,Yes,,,,,,,610 kWh/m²kilowatt hour per square meters,G,20121127029053,Not specified,110540 kWh/year,Fuel oil,,,,,,,,"€ 229,000229000 €",€ 922922 €,No,Route du Condroz 151 4550- Nandrin,http://www.immo-bertrand.be,2610 - 2203,Liege,,,40m²square meters,,,,,,,,,No,30m²square meters,Yes,South,No,,Yes,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163187,10163187,house,house,299500,forsale,4500,xl,installed,,asnew,gas,,3,1454,,true,,true,,,1,3,,Liege,,,As new,11 m,4,1,3,"Living area (residential, urban or rural)",,125m²square meters,,Installed,3,16m²square meters,13m²square meters,10m²square meters,,,1,1,8m²square meters,,1454m²square meters,21 mmeters,,Yes,,Yes,,,Yes,,Not specified,E,Not specified,Not specified,Not specified,Gas,,,,,,,,"Make an offer starting from€ 299,500Make an offer starting from299500 €","€ 1,0531053 €",No,"Rue des Brasseurs (Grand' Place), 1 4500- Huy",http://www.trevirasquain.be,16164 - 111114777,Liege,,,35m²square meters,,7m²square meters,,,,,,,No,,Yes,North East,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020178,10020178,house,house,249000,forsale,4032,xl,semiequipped,2002,good,gas,187,3,76,,,,true,,,,,,Liege,After signing the deed,2002,Good,8 m,,,,,,148m²square meters,,Semi equipped,3,,,,,,1,2,,,76m²square meters,9.75 mmeters,,,,,,,,,187 kWh/m²kilowatt hour per square meters,C,20220422009284,34 kg CO₂/m²,26039 kWh/year,Gas,,,,,,,,"€ 249,000249000 €",€ 730730 €,No,Route du Condroz 151 4550- Nandrin,http://www.immo-bertrand.be,2916 - 2389,Liege,,,25m²square meters,,,1,,,,,,No,16m²square meters,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913129,9913129,house,apartmentblock,650000,forsale,4430,xl,installed,1970,good,gas,472,7,256,,true,,true,,,4,,,Liege,Immediately,1970,Good,,4,4,,Urban,,370m²square meters,Yes,Installed,7,,,,,,4,4,,,256m²square meters,,Connected,Yes,,Yes,No,No,,No,472 kWh/m²kilowatt hour per square meters,F,20140211006757,Not specified,22867 kWh/year,Gas,Yes,,No,,,,"Living area (residential, urban or rural)","€ 650,000650000 €","€ 3,2573257 €",Yes,Rue de l'Yser 425 4430- Ans,http://www.labelimmo.be,4762587,Liege,May 13 2022 - 12:00 AM,,,,,,,,,Yes,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 7575 €,,,,,,,,,,
10111219,10111219,house,house,395000,forsale,4560,xl,installed,2018,asnew,,245,3,954,,,700,true,,,2,,,Liege,After signing the deed,2018,As new,17 m,,2,,,,130m²square meters,,Installed,3,19m²square meters,14m²square meters,9m²square meters,,,1,,,,954m²square meters,37 mmeters,,,700m²square meters,,,,,,245 kWh/m²kilowatt hour per square meters,C,20211015019062,52 kg CO₂/m²,38168 kWh/year,,,,,,,,,"Make an offer starting from€ 395,000Make an offer starting from395000 €",€ 595595 €,No,"Rue des Brasseurs (Grand' Place), 1 4500- Huy",http://www.trevirasquain.be,16032 - 111114736,Liege,,,23m²square meters,,8m²square meters,1,,,,,,No,40m²square meters,Yes,South East,No,,,,38168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165087,10165087,house,house,349000,forsale,4340,xl,,1985,asnew,,439,3,660,,true,,,,,1,1,,Liege,,1985,As new,,4,1,1,,Link to the virtual visit,142m²square meters,,,3,23m²square meters,21m²square meters,13m²square meters,,,,2,,,660m²square meters,,,,,,,,,,439 kWh/m²kilowatt hour per square meters,F,20220613023419,Not specified,80774 kWh/year,,,,,,,,,"Make an offer starting from€ 349,000Make an offer starting from349000 €","€ 1,0951095 €",No,"rue De Huy, 273 4300- Waremme",http://www.immocube.be,1972 - 833.Awans.Foo,Liege,,,,Yes,19m²square meters,2,,,,Yes,,No,,Yes,North West,No,,Yes,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9901291,9901291,house,farmhouse,449000,forsale,4590,xl,semiequipped,1890,good,fueloil,610,7,2450,,true,,true,,,,8,,Liege,After signing the deed,1890,Good,25 m,,,8,Isolated,,363m²square meters,,Semi equipped,7,,,,,,3,4,,,2450m²square meters,60 mmeters,,Yes,,,,,,,610 kWh/m²kilowatt hour per square meters,G,20121127029053,Not specified,110540 kWh/year,Fuel oil,,,,,,,,"€ 449,000449000 €","€ 1,4771477 €",No,Route du Condroz 151 4550- Nandrin,http://www.immo-bertrand.be,2709 - 2203,Liege,,,14m²square meters,,,1,,,,Yes,,No,35m²square meters,Yes,South,No,,Yes,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
