,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,How many fireplaces?,Kitchen type,Bedrooms,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Width of the lot on the street,"Gas, water &amp; electricity",Garden surface,Garden orientation,Terrace,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Virtual visit,Living room surface,Dining room,Kitchen surface,Bedroom 1 surface,Bedroom 2 surface,Shower rooms,Office surface,Office,Attic,Connection to sewer network,Terrace surface,Elevator,Accessible for disabled people,TV cable,Total ground floor buildable,Cadastral income,Bedroom 3 surface,Bedroom 4 surface,Garden,Property name,Basement surface,Type of building,Obligation to build,Living room,Attic surface,E-level (overall energy performance),Dressing room,Terrace orientation,Heat pump,Agent's name,Bedroom 5 surface,Professional space surface,Conformity certification for fuel tanks,Thermic solar panels,Laundry room,Professional space,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Number of annexes,Caretaker,Intercom,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Common water heater,Isolated,Neighbourhood or locality,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant
10034752,10034752,house,house,495000,forsale,3630,m,installed,2009,,,174,3,565,,true,,,,,1,6,,Limburg,,2009,,4,1,6,,178m²square meters,,Installed,3,1,2,Yes,No,565m²square meters,15 mmeters,Yes,,,,,,174 kWh/m²kilowatt hour per square meters,B,20220526-0002608777-RES-1,Not specified,Not specified,,,Yes,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 495,000495000 €",No,"Broekhofstraat, 1 3650- Lanklaar",http://www.lumaro.be,7345,Limburg,,9 m,,37m²square meters,,20m²square meters,,,,,No,,Connected,,,,,,"€ 1,0051005 €",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128042,10128042,house,villa,469000,forsale,3590,m,installed,1999,asnew,fueloil,199,3,886,,true,,,true,,,,,Limburg,,1999,As new,,,,,200m²square meters,,Installed,3,1,1,Yes,,886m²square meters,,No,,South West,,Yes,No,199 kWh/m²kilowatt hour per square meters,B,20210919-0002466026-RES-1,Not specified,Not specified,,Fuel oil,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 469,000469000 €",No,Binnensingel 70 / 23920- Lommel,http://www.bedrijfskantoor.be,OpdeKalenberg4Diepen,Limburg,,,Link to the virtual visit,,,,,,,,Yes,,Not connected,,No,No,No,,€ 840840 €,,,Yes,,,All kind,No,Yes,,,No,,,,,,,,Yes,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
10114780,10114780,house,exceptionalproperty,559000,forsale,3700,m,,1894,torenovate,,843,7,250,,true,,true,,,1,1,,Limburg,After signing the deed,1894,To renovate,3,1,1,Urban,730m²square meters,,,7,1,2,Yes,No,250m²square meters,,Yes,,,,,No,843 kWh/m²kilowatt hour per square meters,F,2021091500024-RES-1,Not specified,Not specified,,,,,No,No,No,Non flood zone,Residential area with cultural historical aesthetic value,"€ 559,000559000 €",No,Hondsstraat 21B1 3700- Tongeren,http://www.goed-gevonden.be,4931699,Limburg,,,,,,,,,,,,,Connected,15m²square meters,,,Yes,250m²square meters,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9862363,9862363,house,house,685000,forsale,3650,m,installed,2013,,,72.39,5,1165,,,660,,,,,10,,Limburg,,2013,,4,,10,,360m²square meters,,Installed,5,2,3,,No,1165m²square meters,25 mmeters,Yes,660m²square meters,West,,,,72.39 kWh/m²kilowatt hour per square meters,A,72041-G-2011170/EP12805/A001/D01/SD001,Not specified,Not specified,,,Yes,Yes,No,No,No,,Area of landscape interest,"€ 685,000685000 €",No,"Broekhofstraat, 1 3650- Lanklaar",http://www.lumaro.be,7190,Limburg,,14.58 m,,,,,,,,,No,,Connected,,,,,204m²square meters,"€ 1,4761476 €",,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132250,10132250,house,villa,479000,forsale,3600,m,,2001,asnew,,231,4,746,,true,,true,true,,1,,,Limburg,,2001,As new,,1,,,213m²square meters,,,4,1,2,,,746m²square meters,20 mmeters,Yes,,East,Yes,,,231 kWh/m²kilowatt hour per square meters,C,20220509-0002599490-RES-1,Not specified,Not specified,,,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 479,000479000 €",No,André Dumontlaan 210 3600- Genk,http://www.steegmans.be,"Pepermuntstraat 9, G",Limburg,,10 m,,24m²square meters,Yes,19m²square meters,12m²square meters,8m²square meters,,13m²square meters,Yes,,Connected,,,,,297m²square meters,"€ 1,2661266 €",16m²square meters,14m²square meters,Yes,,84m²square meters,All kind,No,,,,Yes,,,,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10166481,10166481,house,house,335000,forsale,3910,m,,1995,,fueloil,402,3,1120,,,,true,,,1,,,Limburg,,1995,,,1,,,217m²square meters,,,3,1,1,,,1120m²square meters,,No,,North East,Yes,,,402 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,Fuel oil,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 335,000335000 €",No,Binnensingel 70 / 23920- Lommel,http://www.bedrijfskantoor.be,Erkestraat19lommel,Limburg,,,,,,,,,,,No,,Not connected,,,,,,"€ 1,1531153 €",,,Yes,,,All kind,No,Yes,,,Yes,,,,,,,,Yes,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10166448,10166448,house,house,549000,forsale,3600,m,,1999,,,261,3,1652,,true,,true,true,,,,,Limburg,,1999,,,,,Urban,230m²square meters,,,3,1,1,,No,1652m²square meters,20 mmeters,No,,North,Yes,No,No,261 kWh/m²kilowatt hour per square meters,C,20221005-0002688269-RES-2,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 549,000549000 €",No,Europalaan 68 3600- Genk,,GB22,Limburg,,,,,Yes,,,,,,Yes,,Connected,,No,No,Yes,132m²square meters,"€ 1,3381338 €",,,Yes,,130m²square meters,All kind,No,Yes,,,Yes,,,,,,,,,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
10141889,10141889,house,house,361238,forsale,3600,m,installed,2022,tobedoneup,,,3,391,,,,true,,,1,2,,Limburg,,2022,To be done up,3,1,2,Urban,123m²square meters,,Installed,3,,2,,No,391m²square meters,18.43 mmeters,Yes,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,Extended residential area,"€ 361,238361238 €",No,Berglaan 40 3600- Genk,http://www.sensimmo.be,2305,Limburg,,12.09 m,,23m²square meters,,33m²square meters,16m²square meters,10m²square meters,,,No,,Connected,19m²square meters,No,No,Yes,159m²square meters,,13m²square meters,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,
10090699,10090699,house,house,795000,forsale,3500,m,hyperequipped,1937,,gas,137,5,270,,true,,true,true,,,,,Limburg,,1937,,,,,Urban,332m²square meters,,Hyper equipped,5,2,3,,,270m²square meters,7 mmeters,Yes,,North West,,No,No,137 kWh/m²kilowatt hour per square meters,B,20220615-0002623483-RES-1,8 kg CO₂/m²,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 795,000795000 €",No,Kolonel Dusartplein 21 3500- Hasselt,,Guffenslaan74C,Limburg,December 1 2022 - 12:00 AM,7 m,,41m²square meters,,24m²square meters,20m²square meters,23m²square meters,,21m²square meters,Yes,,Connected,52m²square meters,No,No,Yes,,"€ 1,8361836 €",20m²square meters,20m²square meters,Yes,,38m²square meters,,No,,,,No,,,,30m²square meters,,,,,,,No,No,No,No,,No,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,
9879456,9879456,house,house,239500,forsale,3870,m,,,,,,4,389,,,,,,,,,1,Limburg,After signing the deed,,,4,,,,188m²square meters,,,4,1,2,,No,389m²square meters,23.25 mmeters,,,South,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,Yes,Yes,No,,Non flood zone,"Living area (residential, urban or rural)","€ 239,500239500 €",No,Rijschoolstraat 46 3800- St-Trond,http://www.immoclee.be,2085 - 1501,Limburg,,9 m,,37m²square meters,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563378,9563378,house,house,294000,forsale,3600,m,,2022,,gas,,3,184,,,,,,,,1,1,Limburg,,2022,,2,,1,,162m²square meters,,,3,1,2,,No,184m²square meters,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 294,000294000 €",No,Lillerlaan 138 3950- Kaulille,,630 - 1726,Limburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141890,10141890,house,house,365365,forsale,3600,m,installed,2022,good,,,3,411,,,,true,,,1,2,,Limburg,,2022,Good,3,1,2,,123m²square meters,,Installed,3,,2,,No,411m²square meters,18.43 mmeters,Yes,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,Extended residential area,"€ 365,365365365 €",No,Berglaan 40 3600- Genk,http://www.sensimmo.be,2306,Limburg,,12.09 m,,23m²square meters,,33m²square meters,16m²square meters,10m²square meters,,,No,,Connected,19m²square meters,No,No,Yes,159m²square meters,,13m²square meters,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,
10079743,10079743,house,house,305000,forsale,3840,m,installed,2021,,,,3,0,,,,true,,,1,,1,Limburg,,2021,,3,1,,,145m²square meters,,Installed,3,1,2,,No,,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 305,000305000 €",No,"Abeelplein, 15 3840- Borgloon",,3998 - 34.01.2021 (l,Limburg,,,,,,11m²square meters,,,,,,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9391274,9391274,house,house,345349,forsale,3971,m,hyperequipped,,asnew,,,3,453,,,,,true,,,2,1,Limburg,At delivery,,As new,3,,2,"Living area (residential, urban or rural)",140m²square meters,,Hyper equipped,3,1,2,,,453m²square meters,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 345,349345349 €",No,Diesterstraat 101 bus 1 3980- Tessenderlo,http://www.immo-c2.be,4395251,Limburg,,7 m,,20m²square meters,,20m²square meters,12m²square meters,11m²square meters,1,,Yes,,,,,,,70m²square meters,,10m²square meters,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478502,9478502,house,house,354550,forsale,3570,m,installed,2022,asnew,gas,,3,325,,,175,true,,,,2,1,Limburg,At delivery,2022,As new,3,,2,"Living area (residential, urban or rural)",144m²square meters,,Installed,3,1,2,,No,325m²square meters,10 mmeters,Yes,175m²square meters,North,Yes,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,Yes,,,Non flood zone,"Living area (residential, urban or rural)","€ 354,550354550 €",,Molenstraat 24 3570- Alken,http://www.deveux-vanerum.be,,Limburg,,7 m,,,,,,,,,,,Connected,,,,Yes,,,,,,,,,,,,35,,,,Dirk Deveux,,,,,Yes,,,Yes,,,Yes,,,,,,,,,,,,Papenakker,,,,,,,,,,,,,,
10055764,10055764,house,house,639000,forsale,3500,m,hyperequipped,2022,asnew,gas,,4,789,,,,true,,true,1,2,1,Limburg,At delivery,2022,As new,4,1,2,"Living area (residential, urban or rural)",204m²square meters,,Hyper equipped,4,2,2,,No,789m²square meters,17 mmeters,Yes,,,Yes,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,Yes,Yes,No,No,Non flood zone,Extended residential area,"€ 639,000639000 €",No,Diestersteenweg 196 3510- Hasselt-Kermt,,4866727,Limburg,,10.5 m,,43m²square meters,,19m²square meters,14m²square meters,11m²square meters,,,,,Connected,,,,Yes,,,10m²square meters,10m²square meters,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,Regio Hasselt,,,,,,,,,,,,,,
9478333,9478333,house,house,413000,forsale,3570,m,installed,2022,asnew,gas,,3,444,true,,250,,,,,2,1,Limburg,At delivery,2022,As new,3,,2,"Living area (residential, urban or rural)",193m²square meters,,Installed,3,1,2,,,444m²square meters,12 mmeters,Yes,250m²square meters,South,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 413,000413000 €",,Molenstraat 24 3570- Alken,http://www.deveux-vanerum.be,,Limburg,,8 m,,,,,,,,,,,Connected,,,,Yes,,,,,,,,,,,39m²square meters,35,,South,,Dirk Deveux,,,,,Yes,,,Yes,,,Yes,,,Yes,,,,,,Yes,,,Papenakker,,,,,,,,,,,,,,
10151472,10151472,house,house,184000,forsale,3600,m,,1951,torenovate,,1146,2,1442,,,,,,,,,,Limburg,,1951,To renovate,,,,,181m²square meters,,,2,1,,,No,1442m²square meters,,No,,South East,,,,1146 kWh/m²kilowatt hour per square meters,F,20220922-0002680797-RES-1,Not specified,Not specified,,,No,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 184,000184000 €",No,Kolonel Dusartplein 16 3500- Hasselt,http://www.realmart.be,2022/VK-021,Limburg,,,,,Yes,,,,,,No,,Connected,,,,,,€ 805805 €,,,Yes,,,,No,,,,No,,,,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9478303,9478303,house,house,420750,forsale,3570,m,installed,2022,asnew,gas,,3,447,true,,250,true,,,,2,1,Limburg,At delivery,2022,As new,3,,2,"Living area (residential, urban or rural)",197m²square meters,,Installed,3,1,2,,No,447m²square meters,12 mmeters,Yes,250m²square meters,South,Yes,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 420,750420750 €",,Molenstraat 24 3570- Alken,http://www.deveux-vanerum.be,,Limburg,,8 m,,,,,,,,,,,Connected,,,,,,,,,,,,,,,38m²square meters,35,,South,,Dirk Deveux,,,,,Yes,,,Yes,,,Yes,,,Yes,,,,,,Yes,,,Papenakker,,,,,,,,,,,,,,
10163917,10163917,house,house,349000,forsale,3680,m,,2018,,,31,3,306,,,,true,,,,,,Limburg,,2018,,,,,,160m²square meters,,,3,1,2,,,306m²square meters,,No,,South West,Yes,No,No,31 kWh/m²kilowatt hour per square meters,A,72021-G-2016_5896/EP11276/B001/D01/SD001,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,Extended residential area,"€ 349,000349000 €",No,Het Dorlik 16 3500- Hasselt,,DWZ-0610221,Limburg,,,,,Yes,,,,,,No,,Connected,,No,No,Yes,,€ 827827 €,,,Yes,,,,No,Yes,,18,Yes,,,,,,,,Yes,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
10151552,10151552,house,house,525000,forsale,3520,m,,1973,asnew,,447,4,1762,,true,,,,true,1,,,Limburg,,1973,As new,,1,,,190m²square meters,,,4,1,1,Yes,,1762m²square meters,,No,,North,,No,Yes,447 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 525,000525000 €",No,Anjelierenstraat 12 3590- Diepenbeek,,KGZS17,Limburg,,,Link to the virtual visit,,,,,,,,No,,Not connected,,No,No,No,,,,,Yes,,,All kind,No,Yes,,,Yes,,,,,,,,,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
10138688,10138688,house,house,249000,forsale,3570,m,installed,1956,torenovate,,1086,4,286,true,,,true,true,,1,,,Limburg,,1956,To renovate,,1,,,242m²square meters,,Installed,4,1,1,,,286m²square meters,7 mmeters,No,,North West,Yes,No,No,1086 kWh/m²kilowatt hour per square meters,F,20220810-0002653519-RES-1,Not specified,Not specified,,,No,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 249,000249000 €",No,Kolonel Dusartplein 21 3500- Hasselt,,Hoogdorp52C,Limburg,,7 m,,26m²square meters,,12m²square meters,8m²square meters,14m²square meters,,11m²square meters,Yes,,Not connected,,No,No,Yes,,€ 914914 €,12m²square meters,12m²square meters,Yes,,,,No,,29m²square meters,,Yes,,,,,,,,,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
9853509,9853509,house,house,315000,forsale,3500,m,semiequipped,1974,tobedoneup,gas,569,3,600,true,true,400,,,,,,,Limburg,Immediately,1974,To be done up,3,,,"Living area (residential, urban or rural)",,,Semi equipped,3,1,2,Yes,No,600m²square meters,12 mmeters,Yes,400m²square meters,,,No,No,569 kWh/m²kilowatt hour per square meters,F,20170120-0001927109-1,Not specified,Not specified,,Gas,No,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 315,000315000 €",Yes,,,,Limburg,,,,,Yes,13m²square meters,13m²square meters,14m²square meters,,,No,Yes,Connected,,No,No,Yes,150m²square meters,,14m²square meters,,,,,,,Yes,,,No,,No,,,,,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,
10143771,10143771,house,house,349000,forsale,3940,m,installed,1969,good,,577,4,1099,,true,,,,,1,3,,Limburg,,1969,Good,4,1,3,,170m²square meters,,Installed,4,1,1,,No,1099m²square meters,,Yes,,South,,,,577 kWh/m²kilowatt hour per square meters,F,20220519-0002607111-RES-1,Not specified,Not specified,,,Yes,Yes,Yes,No,No,Non flood zone,Residential park,"€ 349,000349000 €",No,Stationsstraat 69 2440- Geel,http://www.vastengoed.be,V&amp;G/G/3881,Limburg,,,,,,,,,,,No,,Connected,,,,,,€ 914914 €,,,Yes,,65m²square meters,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9619349,9619349,house,house,140000,forsale,3700,m,,1918,torenovate,fueloil,621,2,330,true,,193,,,,,,,Limburg,After signing the deed,1918,To renovate,2,,,"Living area (residential, urban or rural)",70m²square meters,,,2,1,1,,,330m²square meters,4.09 mmeters,,193m²square meters,South West,,,,621 kWh/m²kilowatt hour per square meters,F,20211025-0002483556-RES-1,Not specified,Not specified,,Fuel oil,No,,No,No,,Non flood zone,,"€ 140,000140000 €",No,"Koninksemsteenweg, 190 3700- TONGEREN",,,Limburg,,4.09 m,,24m²square meters,,17m²square meters,12m²square meters,12m²square meters,,,,Yes,,,,,,,€ 282282 €,,,,,,,,,,,,,No,Koen MONARD,,,"Yes, conform",No,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
10155664,10155664,house,house,295000,forsale,3680,m,installed,2003,,,182,3,521,,,,,,,2,,,Limburg,,2003,,4,2,,,,,Installed,3,1,2,,No,521m²square meters,17.5 mmeters,Yes,,,,,,182 kWh/m²kilowatt hour per square meters,B,20220919-0002179044RES2,Not specified,Not specified,,,Yes,Yes,Yes,Yes,No,Non flood zone,Extended residential area,"€ 295,000295000 €",No,Spilstraat 2 3680- Maaseik,http://www.johantelen.be,RT/1602/TK/2022,Limburg,,11 m,,30m²square meters,,11m²square meters,19m²square meters,12m²square meters,,,No,,Connected,,,,,,€ 599599 €,12m²square meters,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071418,10071418,house,house,399000,forsale,3660,m,,2018,,gas,37,3,466,,,,,,,1,,,Limburg,,2018,,,1,,Urban,198m²square meters,,,3,1,1,,,466m²square meters,,Yes,,,,,,37 kWh/m²kilowatt hour per square meters,A,72042-G-OMV_2018124394/EP06002/SV/A001/D01,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 399,000399000 €",No,Emiel van Dorenlaan 76 3600- Genk,,0284,Limburg,,,Link to the virtual visit,36m²square meters,,38m²square meters,16m²square meters,15m²square meters,,,No,,Not connected,,,,,,,24m²square meters,,,,,,No,,,,No,,,,,,,,Yes,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10125731,10125731,house,house,169000,forsale,3700,m,installed,,,gas,368,2,400,,,200,true,,,,,,Limburg,Depending on the tenant,,,4,,,,110m²square meters,,Installed,2,1,1,,No,400m²square meters,10 mmeters,,200m²square meters,North,,No,No,368 kWh/m²kilowatt hour per square meters,D,20210828-0002457298-RES-1,Not specified,Not specified,,Gas,Yes,,,,,,Extended residential area,"€ 169,000169000 €",No,Grote Markt 23700- Tongeren,http://www.century21athome.be,spir312,Limburg,,8 m,,34m²square meters,Yes,12m²square meters,14m²square meters,15m²square meters,,,No,,,30m²square meters,No,No,Yes,92m²square meters,,,,,,,,No,,,,No,,No,,,,No,,,,,,,,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
10117320,10117320,house,house,220000,forsale,3700,m,installed,1975,tobedoneup,fueloil,663,4,655,true,true,382,true,,,1,2,,Limburg,After signing the deed,1975,To be done up,3,1,2,Countryside,267m²square meters,,Installed,4,1,1,,No,655m²square meters,,No,382m²square meters,,,,,663 kWh/m²kilowatt hour per square meters,F,20220914-0002674948-RES-1,Not specified,Not specified,,Fuel oil,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 220,000220000 €",No,Hondsstraat 21B1 3700- Tongeren,http://www.goed-gevonden.be,4928754,Limburg,,,,28m²square meters,,15m²square meters,12m²square meters,10m²square meters,,,,Yes,,83m²square meters,,,,655m²square meters,,18m²square meters,12m²square meters,,,21m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10046752,10046752,house,house,219000,forsale,3580,m,installed,1918,good,gas,294,2,148,,,,,,,,,,Limburg,,1918,Good,2,,,,190m²square meters,,Installed,2,1,1,,No,148m²square meters,,,,,,,,294 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,No,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",No,Schootstraat 254 3550- Heusden-Zolder,http://www.immofusion.be,spir5041,Limburg,,,Link to the virtual visit,,,,,,,,No,,,,,,,,,,,,,,,No,,,,No,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819715,9819715,house,house,269000,forsale,3920,m,semiequipped,1965,torenovate,gas,451,4,246,,,,,,,2,,,Limburg,,1965,To renovate,,2,,,180m²square meters,,Semi equipped,4,1,1,,No,246m²square meters,,Yes,,,,,,451 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,Gas,No,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 269,000269000 €",No,Binnensingel 70 / 23920- Lommel,http://www.bedrijfskantoor.be,Kloosterstraat1lomme,Limburg,,,,,,,,,,,No,,Connected,,,,,,"€ 1,6011601 €",,,,,,,No,Yes,,,No,,,,,,,,Yes,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10114794,10114794,house,house,315000,forsale,3720,m,hyperequipped,1982,,fueloil,362,3,978,true,true,,true,true,,1,4,,Limburg,,1982,,4,1,4,,173m²square meters,,Hyper equipped,3,1,,Yes,,978m²square meters,,No,,,Yes,,,362 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,Fuel oil,Yes,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 315,000315000 €",No,Academiestraat 23 3300- Tienen,http://www.jrconsulting.be,4931778,Limburg,,,,,,,,,1,,Yes,Yes,,,,,Yes,,€ 981981 €,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114581,10114581,house,house,189000,forsale,3800,m,,1850,torenovate,gas,534,3,900,,true,,,,,1,,,Limburg,,1850,To renovate,,1,,Countryside,195m²square meters,,,3,1,,,No,900m²square meters,,Yes,,South East,,No,No,534 kWh/m²kilowatt hour per square meters,F,20220914-0002674710-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 189,000189000 €",No,Mielenweg 7 3800- Sint-Truiden,http://www.duovastgoed.be,3800Halmaal-Dorp68,Limburg,,,,,,12m²square meters,16m²square meters,13m²square meters,,,No,,Connected,,No,No,Yes,,€ 349349 €,8m²square meters,,Yes,,22m²square meters,,No,,,,No,,,,,,,,Yes,,,No,No,No,No,,No,No,,No,,,,,,,,,,,,,,,,,,,,,
10078002,10078002,house,house,315000,forsale,3500,m,,1958,torenovate,gas,450,3,600,true,true,,,,,1,,,Limburg,,1958,To renovate,,1,,,230m²square meters,,,3,1,1,,,600m²square meters,,Yes,,South West,,,,450 kWh/m²kilowatt hour per square meters,E,20220804-0002649138-RES-1,Not specified,Not specified,,Gas,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 315,000315000 €",Yes,Kolonel Dusartplein 16 3500- Hasselt,http://www.realmart.be,2022/VK-015C,Limburg,,,,,,13m²square meters,7m²square meters,13m²square meters,,,No,,Connected,,,,,,,14m²square meters,14m²square meters,Yes,,16m²square meters,,No,,60m²square meters,,No,,,,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
