,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement,Attic,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,Intercom,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Price,Tenement building,Address,Website,External reference,Province,Armored door,Width of the lot on the street,TV cable,Double glazing,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Cadastral income,Bedroom 4 surface,Living room,Terrace,Planning permission obtained,Bedroom 5 surface,Secure access / alarm,Professional space surface,Conformity certification for fuel tanks,Subdivision permit,As built plan,How many fireplaces?,Garden orientation,Basement surface,Attic surface,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Visio phone,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Professional space,Isolated,Type of building,Terrace orientation,Air conditioning,Jacuzzi,Sauna,Internet,E-level (overall energy performance),Monthly charges,Property name,Agent's name,Current monthly revenue,Garden,Obligation to build,Number of annexes,Venue of the sale,Single session,Terms of visit,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Extra information,EPC description,Age of annuitant
9793600,9793600,house,house,650000,forsale,1140,m,installed,1963,good,fueloil,,2,150,,,,,,,,,,Brussels,To be defined,,,1963,Good,,2,,,,,210m²square meters,,,Installed,,2,,,,2,,2,,,,,,150m²square meters,,,,,,,,,Not specified,Not specified,20220304-0000607022-01-7,Not specified,Not specified,Fuel oil,"€ 650,000650000 €",Yes,"Papiermolenstraat, 33/A 9500- Grammont",,,Brussels,,,,,,,,,,"€ 1,9651965 €",,Yes,,Yes,,,,"Yes, conform",,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Evi VAN DEN BOSSCHE,,,,,,,,,,,,,,,,,,,,
9892287,9892287,house,apartmentblock,790000,forsale,1030,m,semiequipped,,tobedoneup,gas,255,4,0,,true,,,,,,,,Brussels,,,,,To be done up,,3,,,,,240m²square meters,,,Semi equipped,,4,,,,4,,4,,,Yes,,No,,,,,,,,,,255 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,Gas,"€ 790,000790000 €",Yes,"Square Ambiorix, 32/11B 1000- Bruxelles",http://www.immoid.be,1703787 - 345346017,Brussels,,,,Yes,,,Yes,Non flood zone,Mixed living area (accommodation &amp; economic activities),,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060738,10060738,house,house,360000,forsale,1210,m,,,,,428,5,0,,,,,,,,,,Brussels,After signing the deed,,,,,,,,,,,140m²square meters,,,,,5,,,,,2,2,,,,,No,,,Yes,,,,,,,428 kWh/m²kilowatt hour per square meters,G,2022-04040000609469016,85 kg CO₂/m²,Not specified,,"€ 360,000360000 €",No,Chaussée de Waterloo 1350 1180- Uccle,http://www.mejama.be,253 - 1605,Brussels,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107892,10107892,house,apartmentblock,1295000,forsale,1200,m,usahyperequipped,1960,good,gas,757,3,570,,true,,,,,1,1,,Brussels,After signing the deed,,,1960,Good,11 m,2,1,1,,,650m²square meters,,,USA hyper equipped,,3,,,,1,,,,,Yes,,,570m²square meters,Connected,Yes,,,,,Yes,,757 kWh/m²kilowatt hour per square meters,G,20220520-0000613079--01-0,150 kg CO₂/m²,Not specified,Gas,"€ 1,295,0001295000 €",Yes,"Av. de Broqueville, 57 Bte 18 1200- Bruxelles",,4802491,Brussels,,11 mmeters,Yes,,650m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10045804,10045804,house,villa,1399000,forsale,1090,m,installed,1990,asnew,electric,,5,950,true,,950,true,true,,2,2,,Brussels,To be defined,,,1990,As new,11 m,4,2,2,,,647m²square meters,50m²square meters,Yes,Installed,302m²square meters,5,20m²square meters,17m²square meters,17m²square meters,2,,4,40m²square meters,Yes,,,No,950m²square meters,Connected,Yes,950m²square meters,45m²square meters,,,Yes,,Not specified,Not specified,20210301,Not specified,Not specified,Electric,"€ 1,399,0001399000 €",No,,,,Brussels,,,Yes,Yes,,No,No,Non flood zone,Area of landscape interest,"€ 4,4734473 €",16m²square meters,,,,23m²square meters,Yes,,,No,,1,South,,100m²square meters,,Yes,Yes,No,Yes,Yes,,Yes,,,,Yes,Yes,,Villa,South,Yes,,,Yes,,,,,,,No,,,,,,,,,,,,,,,,,
10047389,10047389,house,house,429000,forsale,1070,m,installed,1850,tobedoneup,gas,578,2,0,true,true,4621,true,true,,,4,,Brussels,After signing the deed,,Brussel (19 gemeenten),1850,To be done up,,4,,4,Countryside,,175m²square meters,14m²square meters,Yes,Installed,19m²square meters,2,15m²square meters,15m²square meters,,1,1,1,20m²square meters,Yes,Yes,Yes,,,Connected,Yes,4621m²square meters,,,,,,578 kWh/m²kilowatt hour per square meters,G,0000617483,Not specified,Not specified,Gas,"€ 429,000429000 €",No,Oude Brusselstraat 20a 1740- Ternat,http://www.bmimmo.be,4857285,Brussels,,,Yes,Yes,,,,Non flood zone,,€ 608608 €,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021020,10021020,house,house,490000,forsale,1030,m,,1937,good,gas,304,4,250,true,true,,true,true,,1,,,Brussels,,,,1937,Good,6.15 m,2,1,,,,280m²square meters,,Yes,,10m²square meters,4,18m²square meters,16m²square meters,19m²square meters,,1,2,,Yes,Yes,Yes,,250m²square meters,Connected,Yes,,,,,Yes,,304 kWh/m²kilowatt hour per square meters,F,20220705-0000616528-01-0,60 kg CO₂/m²,Not specified,Gas,"€ 490,000490000 €",,219 Chaussée de la Hulpe 1170- Watermael-Boitsfort,,,Brussels,Yes,6.15 mmeters,Yes,,,,No,,"Living area (residential, urban or rural)","€ 1,6431643 €",15m²square meters,Yes,Yes,,,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,PIERRE TONON,,,,,,,,,,,,,,,,,,,,
9994098,9994098,house,house,370000,forsale,1020,m,installed,,asnew,gas,540,4,0,true,true,,true,,,,,,Brussels,After signing the deed,,,,As new,,,,,,Link to the virtual visit,180m²square meters,23m²square meters,,Installed,,4,17m²square meters,17m²square meters,12m²square meters,,2,2,,No,,Yes,No,,Connected,No,,8m²square meters,No,No,Yes,No,540 kWh/m²kilowatt hour per square meters,G,20160922-0000355596-01-8,115 kg CO₂/m²,Not specified,Gas,"€ 370,000370000 €",No,Rue du Château d'Eau 12 3364- Leudelange,http://www.swixim.com,7192586,Brussels,No,,No,Yes,203m²square meters,No,No,,,,11m²square meters,,,,,No,,"Yes, not conform",No,No,,,43m²square meters,,Yes,,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,Jessica RIGGI,,,,,,,,,,,,,,,,,,,,
10133582,10133582,house,townhouse,460000,forsale,1080,m,hyperequipped,,good,gas,298,5,1089,,true,40,true,,,,,,Brussels,After signing the deed,,,,Good,5.3 m,2,,,,,250m²square meters,30m²square meters,,Hyper equipped,17m²square meters,5,22m²square meters,22m²square meters,14m²square meters,2,1,3,,,,,,1089m²square meters,Connected,Yes,40m²square meters,,,,Yes,,298 kWh/m²kilowatt hour per square meters,F,Not specified,61 kg CO₂/m²,Not specified,Gas,"€ 460,000460000 €",,Avenue Louise 205 boite 4 1050- Ixelles,,,Brussels,,5.3 mmeters,,Yes,,,No,,"Living area (residential, urban or rural)","€ 1,2891289 €",12m²square meters,,Yes,,12m²square meters,,,,,,,West,30m²square meters,,,,,,,,,,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10057996,10057996,house,house,780000,forsale,1200,m,,,torenovate,gas,261,2,255,,,,,,,2,1,,Brussels,,,,,To renovate,7 m,2,2,1,"Living area (residential, urban or rural)",,,,,,,2,13m²square meters,13m²square meters,,2,,3,,,,,,255m²square meters,Connected,Yes,,,,,,,261 kWh/m²kilowatt hour per square meters,E,20220726-0000617711-01-7,49 kg CO₂/m²,Not specified,Gas,"€ 780,000780000 €",,Rue du Printemps 24 1380- Lasne,,,Brussels,,,,,,,,Non flood zone,,"€ 3,0113011 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHRISTIAN SACRE,,,,,,,,,,,,,,,,,,,,
10003812,10003812,house,house,490000,forsale,1030,m,,1937,good,gas,304,4,250,true,true,170,true,true,,1,,,Brussels,To be defined,,,1937,Good,6.15 m,2,1,,,,280m²square meters,,Yes,,10m²square meters,4,17m²square meters,15m²square meters,18m²square meters,,1,2,9m²square meters,Yes,Yes,Yes,,250m²square meters,Connected,Yes,170m²square meters,,,,Yes,,304 kWh/m²kilowatt hour per square meters,F,20220705-0000616528-01-0,60 kg CO₂/m²,Not specified,Gas,"€ 490,000490000 €",No,219 Chaussée de la Hulpe 1170- Watermael-Boitsfort,,,Brussels,,,Yes,Yes,,,No,,"Living area (residential, urban or rural)","€ 1,6431643 €",14m²square meters,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TONON PIERRE,,,,,,,,,,,,,,,,,,,,
9961818,9961818,house,mansion,1300000,forsale,1000,m,,,torenovate,,429,8,184,,,70,,,,,,,Brussels,After signing the deed,,,,To renovate,5.5 m,2,,,,Link to the virtual visit,500m²square meters,,,,,8,,,,5,,6,,,,,,184m²square meters,,,70m²square meters,,,,,,429 kWh/m²kilowatt hour per square meters,G,Not specified,92 kg CO₂/m²,Not specified,,"Make an offer starting from€ 1,300,000Make an offer starting from1300000 €",Yes,Rue Archimède 93b 1000- Bruxelles ville,http://www.5bricks.be,4796538,Brussels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9961817,9961817,house,apartmentblock,1300000,forsale,1000,m,,,torenovate,,429,8,184,,,70,,,,,,,Brussels,After signing the deed,,,,To renovate,5.5 m,2,,,,Link to the virtual visit,500m²square meters,,,,,8,,,,5,,6,,,,,,184m²square meters,,,70m²square meters,,,,,,429 kWh/m²kilowatt hour per square meters,G,G,92 kg CO₂/m²,Not specified,,"Make an offer starting from€ 1,300,000Make an offer starting from1300000 €",Yes,Rue Archimède 93b 1000- Bruxelles ville,http://www.5bricks.be,4796537,Brussels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9401082,9401082,house,mansion,1250000,forsale,1190,m,usainstalled,1911,good,,315,5,215,true,true,,true,true,,1,2,,Brussels,To be defined,,,1911,Good,,3,1,2,,,,,,USA installed,,5,,,,3,1,3,173m²square meters,Yes,Yes,Yes,,215m²square meters,,,,70m²square meters,,,Yes,,315 kWh/m²kilowatt hour per square meters,F,20180506000592,Not specified,Not specified,,"€ 1,250,0001250000 €",No,Avenue Marius Meurée 95 6001- Charleroi,,4400124,Brussels,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129958,10129958,house,house,235000,forsale,1180,m,semiequipped,,torenovate,fueloil,1400,2,0,true,,40,,,,1,,,Brussels,Immediately,,,,To renovate,,3,1,,"Living area (residential, urban or rural)",,68m²square meters,16m²square meters,,Semi equipped,9m²square meters,2,12m²square meters,10m²square meters,,1,,1,,No,,,,,Connected,Yes,40m²square meters,,No,No,No,No,1400 kWh/m²kilowatt hour per square meters,G,20220624,Not specified,Not specified,Fuel oil,"€ 235,000235000 €",No,,,,Brussels,No,,Yes,Yes,,,,,,€ 270270 €,,,,,,No,,,,,,South,,14m²square meters,No,,No,No,Yes,No,No,No,No,No,No,No,No,,All kind,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,
9898694,9898694,house,exceptionalproperty,1495000,forsale,1190,m,,1911,asnew,gas,237,7,0,,true,70,true,,,,,,Brussels,,,,1911,As new,,2,,,,,440m²square meters,35m²square meters,Yes,,20m²square meters,7,17m²square meters,20m²square meters,20m²square meters,4,,4,,,Yes,,,,Connected,Yes,70m²square meters,10m²square meters,No,,Yes,,237 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,Gas,"€ 1,495,0001495000 €",No,Rue Du Postillon 3 1180- Uccle,,4748080,Brussels,,,Yes,Yes,,,,,,,25m²square meters,,,,18m²square meters,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073203,10073203,house,house,310000,forsale,1070,m,usahyperequipped,,justrenovated,gas,356,4,0,,true,,,,,,,,Brussels,Depending on the tenant,,,,Just renovated,5 m,2,,,,,190m²square meters,20m²square meters,,USA hyper equipped,15m²square meters,4,15m²square meters,15m²square meters,12m²square meters,1,1,2,,,Yes,,,,Connected,Yes,,,No,No,Yes,,356 kWh/m²kilowatt hour per square meters,G,202104120000586579014,71 kg CO₂/m²,Not specified,Gas,"€ 310,000310000 €",No,Avenue Paul Gilson 15 1601- Ruisbroek,http://www.eben-associate.com,4848966,Brussels,,,,Yes,192m²square meters,,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093386,10093386,house,house,375000,forsale,1030,m,installed,,asnew,gas,,3,30,,true,,,true,,,,,Brussels,Immediately,,,,As new,,1,,,Shop street,,100m²square meters,16m²square meters,,Installed,6m²square meters,3,10m²square meters,11m²square meters,17m²square meters,,1,1,,Yes,,,,30m²square meters,Connected,Yes,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 375,000375000 €",No,,,,Brussels,No,,,Yes,,Yes,No,Non flood zone,,,,,,,,,,No,Yes,,,,16m²square meters,,No,,Yes,No,No,No,,,No,No,No,No,Yes,,All kind,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,
9892361,9892361,house,apartmentblock,380000,forsale,1020,m,semiequipped,,good,gas,,4,50,true,,,true,,,,,,Brussels,After signing the deed,,,,Good,,2,,,"Living area (residential, urban or rural)",,150m²square meters,,Yes,Semi equipped,7m²square meters,4,12m²square meters,10m²square meters,12m²square meters,1,1,2,,,,Yes,No,50m²square meters,,Yes,,15m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 380,000380000 €",Yes,Rue André Baillon 28 bte 5 1190- Forest,http://www.windeshausen-properties.com,,Brussels,,,Yes,Yes,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURETTE JOLIVOT,1800,,,,,,,,,,,,,,,,,,,
10102937,10102937,house,apartmentblock,565000,forsale,1000,m,,1930,,,818,5,82,,,,true,,,,,,Brussels,After signing the deed,,,1930,,,,,,,,181m²square meters,,,,,5,,,,5,,5,,,,,No,82m²square meters,,Yes,,10m²square meters,,,,,818 kWh/m²kilowatt hour per square meters,G,20220521-0613231-01-5,1000 kg CO₂/m²,Not specified,,"€ 565,000565000 €",Yes,Boulevard Saint-Michel 15 1040- Etterbeek,http://www.lesviviers.be/,9747 - 354961,Brussels,,,,,,,,,,€ 891891 €,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9948582,9948582,house,apartmentblock,798000,forsale,1070,m,,1952,,gas,276,4,0,,,,true,,true,1,2,,Brussels,Depending on the tenant,,,1952,,,2,1,2,Urban,,335m²square meters,,,,,4,,,,2,2,3,,,,,,,Connected,No,,,No,,,Yes,276 kWh/m²kilowatt hour per square meters,E,000613346,276 kg CO₂/m²,Not specified,Gas,"€ 798,000798000 €",Yes,Astridlaan 1 1700- Dilbeek,http://www.living-stone.be,4786379,Brussels,,,Yes,Yes,,,,Non flood zone,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073016,10073016,house,apartmentblock,595000,forsale,1060,m,,,good,gas,,5,125,,,,true,,,,,,Brussels,Depending on the tenant,,,,Good,6.1 m,2,,,"Living area (residential, urban or rural)",,325m²square meters,,,,,5,,,,,,,,,,,,125m²square meters,,Yes,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 595,000595000 €",Yes,"Av. W. Churchill, 246 bte7 1180- Uccle",,,Brussels,,6.1 mmeters,,Yes,,,,,,"€ 1,5071507 €",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197,,,,,,,,,,,,,,,,,,,
9405123,9405123,house,exceptionalproperty,1290000,forsale,1000,m,,1854,good,gas,,3,0,,true,,,true,,,,,Brussels,,,,1854,Good,5 m,2,,,,,522m²square meters,,,,,3,,,,2,1,3,,Yes,Yes,,No,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 1,290,0001290000 €",Yes,Rue Zeyp 17 1083- Ganshoren,http://www.larockimmo.be,4400812,Brussels,,,,Yes,,,,,Residential area with cultural historical aesthetic value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9756813,9756813,house,mixedusebuilding,1290000,forsale,1000,m,,1854,good,gas,,3,0,,true,,,true,,,,,Brussels,,,,1854,Good,5 m,2,,,,,522m²square meters,,,,,3,,,,2,1,3,,Yes,Yes,,No,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 1,290,0001290000 €",Yes,Rue Zeyp 17 1083- Ganshoren,http://www.larockimmo.be,4660762,Brussels,,,,Yes,,,,,Residential area with cultural historical aesthetic value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9224466,9224466,house,villa,1450000,forsale,1150,m,hyperequipped,,asnew,gas,643,6,792,true,true,,true,,,2,2,,Brussels,After signing the deed,,,,As new,,4,2,2,,,460m²square meters,69m²square meters,Yes,Hyper equipped,25m²square meters,6,,,,2,,,,,Yes,Yes,,792m²square meters,,,,,,,,,643 kWh/m²kilowatt hour per square meters,G,202206090000614398014,129 kg CO₂/m²,Not specified,Gas,"€ 1,450,0001450000 €",No,Avenue Tervueren 36 bte 23 1040- Etterbeek,http://www.impbelgium.be,4307795,Brussels,,,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9466103,9466103,house,house,275000,forsale,1030,m,notinstalled,,torenovate,gas,529,0,112,true,true,40,,true,,,,,Brussels,After signing the deed,,,,To renovate,5 m,2,,,,,140m²square meters,15m²square meters,Yes,Not installed,6m²square meters,,,,,1,,2,4m²square meters,Yes,,,No,112m²square meters,,Yes,40m²square meters,,No,No,Yes,No,529 kWh/m²kilowatt hour per square meters,G,20211129-0000600452-01-5,62168 kg CO₂/m²,Not specified,Gas,"€ 275,000275000 €",Yes,,,,Brussels,No,,Yes,No,,,,,,,,,,,,No,,,,,,East,5m²square meters,10m²square meters,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,,All kind,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,
9846207,9846207,house,house,370000,forsale,1070,m,notinstalled,,torenovate,gas,481,6,130,true,true,,,,,,,,Brussels,After signing the deed,,Brussel,,To renovate,,2,,,Urban,Link to the virtual visit,290m²square meters,34m²square meters,,Not installed,9m²square meters,6,16m²square meters,16m²square meters,14m²square meters,1,,,,,Yes,Yes,,130m²square meters,Connected,Yes,,,,,,,481 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,Gas,"€ 370,000370000 €",No,Grote Baan 170 9310- Herdersem,,4718660,Brussels,,,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 1,0431043 €",14m²square meters,,,,14m²square meters,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051299,10051299,house,house,350000,forsale,1080,m,,,tobedoneup,gas,300,4,0,,true,,,true,,,,,Brussels,After signing the deed,,,,To be done up,,,,,,,196m²square meters,11m²square meters,,,10m²square meters,4,16m²square meters,14m²square meters,14m²square meters,2,,2,6m²square meters,Yes,,,No,,Connected,No,,,No,No,Yes,No,300 kWh/m²kilowatt hour per square meters,F,202208070000618428015,60 kg CO₂/m²,Not specified,Gas,"€ 350,000350000 €",No,Rue du Château d'Eau 12 3364- Leudelange,http://www.swixim.com,7091704,Brussels,No,,No,Yes,196m²square meters,No,No,,,,10m²square meters,,,,,No,,No,No,No,,,30m²square meters,,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,Jessica RIGGI,,,,,,,,,,,,,,,,,,,,
9969427,9969427,house,house,420000,forsale,1180,m,installed,1936,justrenovated,gas,,3,213,,true,,true,,,,2,,Brussels,,,,1936,Just renovated,5 m,2,,2,,,144m²square meters,28m²square meters,,Installed,,3,20m²square meters,16m²square meters,13m²square meters,1,1,1,,,,,No,213m²square meters,,Yes,,20m²square meters,,,,,Not specified,Not specified,201220508-0001114682-0000001-4,Not specified,Not specified,Gas,"€ 420,000420000 €",,Brusselsesteenweg 10 1652- Alsemberg,,,Brussels,,,,Yes,,,,Non flood zone,"Living area (residential, urban or rural)",€ 303303 €,,,,,,,,,,,,South East,12m²square meters,,,,,,Yes,Yes,,,,,,,,,,South East,,,,,,,,HECHT,,Yes,,,,,,,,,,,,,,,,,,
9680723,9680723,house,exceptionalproperty,430000,forsale,1082,m,hyperequipped,1930,asnew,gas,167,5,0,,,,,,,,,,Brussels,After signing the deed,,,1930,As new,,2,,,"Living area (residential, urban or rural)",,158m²square meters,,,Hyper equipped,,5,,,,3,,4,,No,,,No,,,,,,No,No,Yes,No,167 kWh/m²kilowatt hour per square meters,D,20211028-0000598485-01-3,33 kg CO₂/m²,Not specified,Gas,"€ 430,000430000 €",Yes,"av Charles Quint, 305 1083- Ganshoren",http://www.joninvest.be,spir747,Brussels,,,Yes,Yes,,,,,Extended residential area,,,Yes,,,,No,,No,,,,,,,Yes,Yes,,,,,No,Yes,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,
9872491,9872491,house,house,440000,forsale,1180,m,,1960,torenovate,gas,286,3,0,true,true,,true,true,,1,,,Brussels,After signing the deed,,,1960,To renovate,6 m,2,1,,,,,,,,,3,16m²square meters,14m²square meters,,1,1,2,5m²square meters,Yes,Yes,Yes,No,,,Yes,,,,,,,286 kWh/m²kilowatt hour per square meters,F,Not specified,57 kg CO₂/m²,Not specified,Gas,"€ 440,000440000 €",No,"Parvis St-Pierre, 15 1180- Uccle",http://www.parvissimmo.be,4735481,Brussels,,,,Yes,,,,,,"€ 1,4011401 €",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111388,10111388,house,townhouse,495000,forsale,1090,m,installed,1962,tobedoneup,fueloil,399,6,0,true,true,,true,true,,1,,,Brussels,After signing the deed,,,1962,To be done up,,2,1,,"Living area (residential, urban or rural)",,,,,Installed,,6,10m²square meters,18m²square meters,19m²square meters,3,2,4,25m²square meters,Yes,Yes,Yes,No,,,,,14m²square meters,No,,,No,399 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,Fuel oil,"€ 495,000495000 €",No,Kerklaan 66/1 1731- Zellik,http://www.century21beyto.be,4930938,Brussels,,,,Yes,,,,Non flood zone,,"€ 2,3372337 €",13m²square meters,Yes,,,12m²square meters,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9422970,9422970,house,apartmentblock,720000,forsale,1060,m,,1934,good,,127,6,123,,,30,true,,,,,,Brussels,After signing the deed,,,1934,Good,,2,,,,,330m²square meters,,,,,6,10m²square meters,15m²square meters,20m²square meters,5,5,5,,,,,,123m²square meters,Connected,Yes,30m²square meters,30m²square meters,,,Yes,,127 kWh/m²kilowatt hour per square meters,C,Not specified,28 kg CO₂/m²,Not specified,,"€ 720,000720000 €",Yes,Chaussée de Charleroi 259 1060- ST-Gilles,,4400979,Brussels,,,Yes,,330m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141622,10141622,house,house,700000,forsale,1190,m,installed,,good,gas,455,6,0,,,,,,,,,,Brussels,After signing the deed,,,,Good,,,,,,,250m²square meters,,,Installed,,6,,,,4,,4,,,,,No,,,,,,,,,,455 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,Gas,"€ 700,000700000 €",No,Avenue Winston Churchill 192 1180- Uccle,http://www.century21excellent.be,5421 - 87460002,Brussels,,,,Yes,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166116,10166116,house,apartmentblock,695000,forsale,1200,m,notinstalled,1960,torenovate,fueloil,,6,134,,true,50,,,,1,,,Brussels,Depending on the tenant,,,1960,To renovate,6 m,2,1,,,,,25m²square meters,,Not installed,7m²square meters,6,12m²square meters,14m²square meters,,3,,3,,,Yes,,No,134m²square meters,Connected,Yes,50m²square meters,,,,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,"€ 695,000695000 €",Yes,Rue du Hainaut 35 1420- Braine-l'Alleud,,,Brussels,,,,Yes,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,North,,,,,,,,Yes,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,66,,,
9996235,9996235,house,mixedusebuilding,1690000,forsale,1080,m,installed,1972,good,gas,214,6,279,,true,,true,,,,,,Brussels,To be defined,,,1972,Good,,2,,,,,700m²square meters,,,Installed,,6,,,,3,,4,,,Yes,,No,279m²square meters,Connected,Yes,,,No,No,,No,214 kWh/m²kilowatt hour per square meters,E,Not specified,41 kg CO₂/m²,Not specified,Gas,"€ 1,690,0001690000 €",Yes,Rue de Neerpede 235 1070- Anderlecht,,4810237,Brussels,,,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162929,10162929,house,apartmentblock,499000,forsale,1070,m,installed,1960,,gas,537,4,0,,true,136,true,,,,,,Brussels,,,,1960,,,2,,,,,200m²square meters,15m²square meters,Yes,Installed,,4,,,,1,1,3,,,Yes,,No,,,,136m²square meters,20m²square meters,,,Yes,,537 kWh/m²kilowatt hour per square meters,G,20220902-0000619966-01-2,107 kg CO₂/m²,Not specified,Gas,"€ 499,000499000 €",Yes,Bd Félix Paulsen 24-26 1070- Anderlecht,http://www.century21.be/abitat,653,Brussels,,,,Yes,,,,,,"€ 2,2182218 €",,,,,,,,,,No,,,,,,Yes,,,,,,,No,No,No,,,,,,,,,,,,,Dimitri Witpas,,,,,,,,,,,,,,,,,,,,
