,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,How many fireplaces?,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement surface,Furnished,Surface of the plot,Garden,Garden orientation,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Surroundings type,Living room,Dressing room,Office,Width of the lot on the street,Garden surface,Caretaker,Elevator,Accessible for disabled people,Intercom,TV cable,Visio phone,Conformity certification for fuel tanks,Heat pump,Planning permission obtained,Obligation to build,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Dining room,Basement,Terrace,Subdivision permit,Shower rooms,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water &amp; electricity",Laundry room,Total ground floor buildable,Agent's name,Available date,Bedroom 4 surface,Bedroom 5 surface,Neighbourhood or locality,Living room surface,Terrace surface,Professional space,Armored door,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Attic,Virtual visit,E-level (overall energy performance),Property name,Office surface,Professional space surface,Terrace orientation,Attic surface,Number of annexes,Isolated,Extra information,Monthly charges,Percentage rented,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,EPC description,Sea view,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity
10060642,10060642,house,exceptionalproperty,178450,forsale,8970,m,semiequipped,1931,,gas,313,4,245,,,,,,,2,2,,West Flanders,After signing the deed,1931,,,2,,,Semi equipped,,4,,,,1,1,,No,245m²square meters,Yes,South West,,,313 kWh/m²kilowatt hour per square meters,D,20210618-0002430755-RES-1,Not specified,Not specified,No,Gas,,"€ 178,450178450 €",€ 247247 €,No,Europalaan 1a / 118970- Poperinge,,10600 - 22VK0608,West Flanders,4 m,2,,,,,4 mmeters,,,,,,,,,,,,,,Non flood zone,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,
9977424,9977424,house,house,165000,forsale,8940,m,installed,,good,fueloil,288,3,159,true,,,true,,,,,,West Flanders,To be defined,,Good,,,147m²square meters,,Installed,,3,,,,,1,,No,159m²square meters,,,,,288 kWh/m²kilowatt hour per square meters,C,0002533324-RES-1,Not specified,Not specified,,Fuel oil,Yes,"€ 165,000165000 €",€ 277277 €,No,Vanackerestraat 2 8560- Wevelgem,http://www.mijnhabitat.be,,West Flanders,,,,,No,,,,,,,,,,,No,,,,,,,,,Yes,,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9763761,9763761,house,house,179000,forsale,8500,m,installed,,good,gas,532,3,100,true,true,,true,,,,,,West Flanders,To be defined,,Good,,,95m²square meters,,Installed,,3,,,,,1,,No,100m²square meters,,,,,532 kWh/m²kilowatt hour per square meters,F,20200923-0002319117-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 179,000179000 €",€ 307307 €,No,Doorniksewijk 41 8500- Kortrijk,http://www.immofrancois.be,,West Flanders,,,,,No,,,,,,,,,,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,Yes,No,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9240870,9240870,house,house,199000,forsale,8930,m,installed,,good,gas,247,3,250,,true,,true,,,,,,West Flanders,To be defined,,Good,,,155m²square meters,,Installed,,3,,,,,1,,No,250m²square meters,,,,,247 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,"€ 199,000199000 €",€ 319319 €,No,Vanackerestraat 2 8560- Wevelgem,http://www.mijnhabitat.be,,West Flanders,,,,,No,,,,,,,,,,,No,,,,,,,,Yes,Yes,,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,
9997781,9997781,house,house,189000,forsale,8380,m,installed,,good,gas,599,1,105,,true,,true,,,,,,West Flanders,To be defined,,Good,,,79m²square meters,,Installed,12m²square meters,1,15m²square meters,,,,1,,No,105m²square meters,,,,,599 kWh/m²kilowatt hour per square meters,F,20220629-0002632462-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 189,000189000 €",€ 386386 €,No,Grote Markt 1 8370- Blankenberge,http://www.immofrancois.be,,West Flanders,,,,,No,,,,,,,,,,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,,,,,,,,Connected,Yes,,,,,,,,21m²square meters,26m²square meters,,,,,,,,,,,,,,,,,South West,,,,,,,,,,,,,,,,,,,,,,
10082590,10082590,house,house,210000,forsale,8800,m,installed,,good,gas,666,3,177,true,true,,true,,,1,1,,West Flanders,To be defined,,Good,,1,107m²square meters,,Installed,,3,,,,,1,,No,177m²square meters,,,,,666 kWh/m²kilowatt hour per square meters,F,20220822-0002659379-RES-1,Not specified,Not specified,,Gas,Yes,"€ 210,000210000 €",€ 416416 €,No,Vanackerestraat 2 8560- Wevelgem,http://www.mijnhabitat.be,,West Flanders,,1,,,No,,,,,,,,,,,No,,,,,,,,Yes,Yes,,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941568,9941568,house,house,215000,forsale,8940,m,installed,,good,gas,465,3,300,true,true,,true,,,,,,West Flanders,To be defined,,Good,,,139m²square meters,,Installed,,3,,,,,2,,No,300m²square meters,,,,,465 kWh/m²kilowatt hour per square meters,E,20220531-0002611003-RES-1,Not specified,Not specified,,Gas,Yes,"€ 215,000215000 €",€ 294294 €,No,Vanackerestraat 2 8560- Wevelgem,http://www.mijnhabitat.be,,West Flanders,,,,,No,,,,,,,,,,,No,,,,,,,,Yes,Yes,,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9311326,9311326,house,house,210000,forsale,8940,m,installed,,good,gas,170,3,69,,,,true,,,,,,West Flanders,To be defined,,Good,,,138m²square meters,,Installed,,3,,,,,2,,No,69m²square meters,,,,,170 kWh/m²kilowatt hour per square meters,B,20171025-0001926567-1,Not specified,Not specified,,Gas,Yes,"€ 210,000210000 €",€ 237237 €,No,Vanackerestraat 2 8560- Wevelgem,http://www.mijnhabitat.be,,West Flanders,,,,,No,,,,,,,,,,,No,,,,,,,,,Yes,,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,South West,,,,,,,,,,,,,,,,,,,,,,
10086371,10086371,house,house,217500,forsale,8800,m,installed,,good,gas,292,3,136,,,,true,,,1,,,West Flanders,To be defined,,Good,,,227m²square meters,,Installed,,3,,,,,1,,No,136m²square meters,,,,,292 kWh/m²kilowatt hour per square meters,C,20220708-0002637989-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 217,500217500 €",€ 681681 €,No,Sint-Michielsstraat 26 8800- Roeselare,http://www.immofrancois.be,,West Flanders,,1,,,No,,,,,,,,,,,No,,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078463,10078463,house,house,219000,forsale,8500,m,hyperequipped,,good,gas,601,3,160,,true,,true,,,,,,West Flanders,To be defined,,Good,,,125m²square meters,,Hyper equipped,13m²square meters,3,25m²square meters,12m²square meters,12m²square meters,,1,,No,160m²square meters,Yes,South,,,601 kWh/m²kilowatt hour per square meters,F,20220830-002664932-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 219,000219000 €",€ 619619 €,No,Doorniksewijk 41 8500- Kortrijk,http://www.immofrancois.be,,West Flanders,,,,,Yes,,,,,,,,,,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,Yes,No,,,,,,Connected,Yes,,,,,,,,41m²square meters,,,,,,,,,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,
8448430,8448430,house,house,219000,forsale,8501,m,hyperequipped,,asnew,gas,145,3,349,,,,true,,,,,,West Flanders,To be defined,,As new,,,200m²square meters,,Hyper equipped,,3,,,,,2,,No,349m²square meters,Yes,South,,,145 kWh/m²kilowatt hour per square meters,B,20181001-0002095120-1,Not specified,Not specified,No,Gas,Yes,"€ 219,000219000 €",€ 270270 €,No,Vanackerestraat 2 8560- Wevelgem,http://www.mijnhabitat.be,,West Flanders,,,,,No,,,,,,,,,,,No,,,No,No,Non flood zone,,,,Yes,No,,,,,,Not connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,
10065282,10065282,house,house,220000,forsale,8790,m,,1957,,pellet,905,3,1054,,,,,,,,,,West Flanders,,1957,,4,,162m²square meters,,,,3,,,,,,,No,1054m²square meters,,,,,905 kWh/m²kilowatt hour per square meters,F,20220711-0002634315-RES-1,Not specified,Not specified,,Pellet,No,"€ 220,000220000 €",€ 477477 €,No,Holstraat 86 8790- Waregem,http://www.era.be/bossuyt,22554,West Flanders,,,,,,,,,,,,,,,,No,,,No,No,Possible flood zone,Area of landscape interest,Yes,,,No,,,,,,Not connected,Yes,,,,,,,,,,,No,,,,,No,No,No,,,,905,,,,,,,,,,,,,,,,,,,,,,,,,,
10102086,10102086,house,house,239000,forsale,8691,m,hyperequipped,,asnew,gas,234,3,341,true,,268,true,,,,,,West Flanders,To be defined,,As new,,,115m²square meters,,Hyper equipped,13m²square meters,3,11m²square meters,13m²square meters,19m²square meters,,3,,No,341m²square meters,,South West,,,234 kWh/m²kilowatt hour per square meters,C,20210806-0002448966-RES-1,Not specified,Not specified,,Gas,Yes,"€ 239,000239000 €",€ 153153 €,No,Ieperstraat 35 8970- Poperinge,http://www.immofrancois.be,,West Flanders,,,,,No,,,268m²square meters,,,,,,,,No,,,,,Recognized flood zone,"Living area (residential, urban or rural)",,,,,,,,,,Connected,Yes,,,,,,,,20m²square meters,21m²square meters,,,,,,,,,,,Yes,,,,,,East,,,,,,,,,,,,,,,,,,,,,,
10100665,10100665,house,house,239000,forsale,8972,m,hyperequipped,,asnew,gas,234,3,341,true,,268,true,,,,,,West Flanders,To be defined,,As new,,,115m²square meters,,Hyper equipped,13m²square meters,3,11m²square meters,13m²square meters,19m²square meters,,2,,No,341m²square meters,,South West,,,234 kWh/m²kilowatt hour per square meters,C,20210806-0002448966-RES-1,Not specified,Not specified,,Gas,Yes,"€ 239,000239000 €",€ 153153 €,No,Ieperstraat 35 8970- Poperinge,http://www.immofrancois.be,,West Flanders,,,,,No,,,268m²square meters,,,,,,,,No,,,,,Recognized flood zone,"Living area (residential, urban or rural)",,,,,,,,,,Connected,Yes,,,,,,,,20m²square meters,21m²square meters,,,,,,,,,,,Yes,,,,,,East,,,,,,,,,,,,,,,,,,,,,,
10063450,10063450,house,house,249000,forsale,8940,m,installed,,good,gas,374,4,135,true,true,,true,,,1,,,West Flanders,To be defined,,Good,,,208m²square meters,,Installed,,4,,,,,2,,No,135m²square meters,,,,,374 kWh/m²kilowatt hour per square meters,D,20220517-0002605216-RES-1,Not specified,Not specified,,Gas,Yes,"€ 249,000249000 €",€ 612612 €,No,Vanackerestraat 2 8560- Wevelgem,http://www.mijnhabitat.be,,West Flanders,,1,,,No,,,,,,,,,,,No,,,,,,,,Yes,Yes,,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129175,10129175,house,house,250000,forsale,8800,m,installed,,good,gas,494,3,213,true,,,true,,,1,,,West Flanders,To be defined,,Good,,,126m²square meters,,Installed,13m²square meters,3,6m²square meters,13m²square meters,10m²square meters,,1,,No,213m²square meters,,,,,494 kWh/m²kilowatt hour per square meters,E,20220517-0002605754-RES-1,Not specified,Not specified,No,Gas,,"€ 250,000250000 €",€ 443443 €,No,Sint-Michielsstraat 26 8800- Roeselare,http://www.immofrancois.be,,West Flanders,,1,,,No,,,,,,,,,,,No,Yes,,Yes,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,Connected,Yes,,,,,,,,32m²square meters,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9907861,9907861,house,house,249000,forsale,8760,m,hyperequipped,,good,gas,335,3,182,true,,,true,,,1,1,,West Flanders,To be defined,,Good,,1,140m²square meters,,Hyper equipped,15m²square meters,3,12m²square meters,15m²square meters,12m²square meters,,2,,No,182m²square meters,Yes,North East,,,335 kWh/m²kilowatt hour per square meters,D,20220210-0002543340-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 249,000249000 €",€ 530530 €,No,Markt 32 8700- Tielt,,,West Flanders,,1,,,No,,,,,,,,,,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,,,,,,,Connected,Yes,,,,,,,,29m²square meters,,,,,,,,Yes,Yes,,,Yes,,,,,,North East,,,,,,,,,,,,,,,,,,,,,,
10091297,10091297,house,house,265000,forsale,8370,m,hyperequipped,,good,gas,165,3,60,,,,true,,,,,,West Flanders,To be defined,,Good,,,113m²square meters,,Hyper equipped,,3,,,,,2,,No,60m²square meters,,,,,165 kWh/m²kilowatt hour per square meters,B,20220221-0002548922-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 265,000265000 €",€ 587587 €,No,Grote Markt 1 8370- Blankenberge,http://www.immofrancois.be,,West Flanders,,,,,No,,,,,,,,,,,No,Yes,,No,No,Non flood zone,,,,Yes,No,,,,,,Connected,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10057881,10057881,house,house,259000,forsale,8730,m,semiequipped,,tobedoneup,fueloil,1074,3,474,true,,360,,,,,,,West Flanders,To be defined,,To be done up,,,195m²square meters,,Semi equipped,13m²square meters,3,13m²square meters,13m²square meters,18m²square meters,,1,,No,474m²square meters,,South,,,1074 kWh/m²kilowatt hour per square meters,F,20220721-0002644530-RES-1,Not specified,Not specified,No,Fuel oil,Yes,"€ 259,000259000 €",€ 236236 €,No,Markstraat 43 9990- Maldegem,http://www.immofrancois.be,,West Flanders,,,,,No,,,360m²square meters,,,,,,,,No,,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,Connected,Yes,,,,,,,,25m²square meters,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137643,10137643,house,house,259000,forsale,8972,m,hyperequipped,,asnew,gas,342,3,307,true,true,,true,,,,,,West Flanders,To be defined,,As new,,,177m²square meters,,Hyper equipped,11m²square meters,3,8m²square meters,14m²square meters,12m²square meters,,2,,No,307m²square meters,Yes,North East,,,342 kWh/m²kilowatt hour per square meters,D,20220301-0002555080-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 259,000259000 €",€ 238238 €,No,Ieperstraat 35 8970- Poperinge,http://www.immofrancois.be,,West Flanders,,,,,No,,,,,,,,,,,No,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,Connected,Yes,,,,,,,,35m²square meters,,,,,,,,,,,,Yes,,,,,,North East,,,,,,,,,,,,,,,,,,,,,,
10093274,10093274,house,house,282000,forsale,8370,m,installed,,good,gas,399,3,61,,true,,true,,,,,,West Flanders,To be defined,,Good,,,180m²square meters,,Installed,,3,,,,,1,,No,61m²square meters,,,,,399 kWh/m²kilowatt hour per square meters,D,20220504-0002595614-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 282,000282000 €",€ 798798 €,No,Grote Markt 1 8370- Blankenberge,http://www.immofrancois.be,,West Flanders,,,,,No,,,,,,,,,,,No,Yes,,No,No,Non flood zone,,,Yes,Yes,No,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9848780,9848780,house,house,269000,forsale,8930,m,installed,,good,gas,270,5,323,,,,true,,,1,1,,West Flanders,To be defined,,Good,,1,190m²square meters,,Installed,,5,,,,,3,,No,323m²square meters,,,,,270 kWh/m²kilowatt hour per square meters,C,20220405-0002578560-RES-1,Not specified,Not specified,,Gas,Yes,"€ 269,000269000 €",€ 614614 €,No,Vanackerestraat 2 8560- Wevelgem,http://www.mijnhabitat.be,,West Flanders,,1,,,No,,,,,,,,,,,No,Yes,,,,,,,,Yes,,,,,,,Connected,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133125,10133125,house,house,275000,forsale,8370,m,hyperequipped,,asnew,gas,356,3,210,true,,,,,,1,1,,West Flanders,To be defined,,As new,,1,194m²square meters,,Hyper equipped,,3,,,,,2,,No,210m²square meters,Yes,South,,,356 kWh/m²kilowatt hour per square meters,D,20220318-0002566555-RES-1,Not specified,Not specified,,Gas,Yes,"€ 275,000275000 €",€ 951951 €,No,Grote Markt 1 8370- Blankenberge,http://www.immofrancois.be,,West Flanders,,1,,,No,,,,,,,,,,,No,Yes,,,,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017729,10017729,house,house,289500,forsale,8790,m,,,good,gas,340,3,250,,true,,true,,,,,,West Flanders,,,Good,2,,155m²square meters,,,,3,,,,1,,,No,250m²square meters,,,,,340 kWh/m²kilowatt hour per square meters,D,20211127-0002499925-RES-1,Not specified,Not specified,,Gas,Yes,"€ 289,500289500 €",€ 426426 €,No,Holstraat 86 8790- Waregem,http://www.era.be/bossuyt,22549,West Flanders,,,,,,,,,,,,,,,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,Yes,No,,,,,,Not connected,Yes,,,,,,,,,,,No,,,,,No,No,No,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,
9767772,9767772,house,house,290000,forsale,8370,m,installed,,good,gas,354,9,100,,,,,,,,,,West Flanders,To be defined,,Good,,,295m²square meters,,Installed,20m²square meters,9,13m²square meters,13m²square meters,14m²square meters,,1,,No,100m²square meters,,,,,354 kWh/m²kilowatt hour per square meters,D,201607040001877520-1,Not specified,Not specified,,Gas,Yes,"€ 290,000290000 €","€ 1,2271227 €",No,Grote Markt 1 8370- Blankenberge,http://www.immofrancois.be,,West Flanders,,,,,No,,,,,,,,,,,No,,,No,,,"Living area (residential, urban or rural)",,,,,,,,,,Connected,Yes,,,,,23m²square meters,20m²square meters,,18m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104851,10104851,house,house,299000,forsale,8740,m,semiequipped,,good,gas,285,3,315,true,true,,true,,,1,,,West Flanders,To be defined,,Good,,,176m²square meters,,Semi equipped,10m²square meters,3,22m²square meters,21m²square meters,9m²square meters,,4,,No,315m²square meters,,,,,285 kWh/m²kilowatt hour per square meters,C,20220705-0002635575-KNR-1,Not specified,Not specified,No,Gas,Yes,"€ 299,000299000 €",€ 845845 €,No,Markt 32 8700- Tielt,,,West Flanders,,1,,,No,,,,,,,,,,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,,No,,,,,,Connected,Yes,,,,,,,,,85m²square meters,,,,,,,,,,,Yes,,,,,,North,,,,,,,,,,,,,,,,,,,,,,
10090805,10090805,house,villa,349000,forsale,8830,m,installed,,asnew,gas,204,3,770,true,,,true,,,1,1,,West Flanders,To be defined,,As new,,1,181m²square meters,,Installed,13m²square meters,3,16m²square meters,20m²square meters,18m²square meters,,1,,No,770m²square meters,Yes,North East,,,204 kWh/m²kilowatt hour per square meters,C,20220502-0002594935-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 349,000349000 €",€ 659659 €,No,Sint-Michielsstraat 26 8800- Roeselare,http://www.immofrancois.be,,West Flanders,,1,,,No,,,,,,,,,,,No,Yes,,No,No,Non flood zone,Farming area,,,Yes,No,,,,,,Connected,Yes,,,,,,,,36m²square meters,,,,,,,,,,,,Yes,,,,,,North East,,,,,,,,,,,,,,,,,,,,,,
9933993,9933993,house,house,338000,forsale,8470,m,hyperequipped,,asnew,gas,363,3,118,,true,,true,,,,,,West Flanders,,,As new,,,246m²square meters,,Hyper equipped,15m²square meters,3,17m²square meters,11m²square meters,7m²square meters,,2,,No,118m²square meters,,,,,363 kWh/m²kilowatt hour per square meters,D,20220221-0002550297-RES-1,Not specified,Not specified,,Gas,Yes,"€ 338,000338000 €",€ 910910 €,No,Wittenonnenstraat 67 8400- Oostende,http://www.immocharlie.be,,West Flanders,,,,,No,,,,,,,,,,,No,,,,,Non flood zone,"Living area (residential, urban or rural)",,Yes,,,,,,,,Connected,Yes,,,,December 31 2022 - 12:00 AM,,,,32m²square meters,31m²square meters,,,,,,,,,,,,,,,,,East,,,,,,,,,,,,,,,,,,,,,,
10068102,10068102,house,house,374500,forsale,8370,m,hyperequipped,,asnew,gas,338,4,88,,,,true,,,,,,West Flanders,To be defined,,As new,,,204m²square meters,,Hyper equipped,15m²square meters,4,15m²square meters,15m²square meters,12m²square meters,,3,,No,88m²square meters,,,,,338 kWh/m²kilowatt hour per square meters,D,20220818-0002656949-RES-1,Not specified,Not specified,,Gas,Yes,"€ 374,500374500 €",€ 765765 €,No,Grote Markt 1 8370- Blankenberge,http://www.immofrancois.be,,West Flanders,,,,,No,,,,,,,,,,,No,Yes,,,,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,Connected,Yes,,,,,19m²square meters,,,34m²square meters,14m²square meters,,,,,,,,,,,,,,,,,North West,,,,,,,,,,,,,,,,,,,,,,
10078423,10078423,house,house,375000,forsale,8310,m,hyperequipped,,asnew,gas,148,3,194,,,,true,,,,,,West Flanders,To be defined,,As new,,,142m²square meters,,Hyper equipped,14m²square meters,3,11m²square meters,16m²square meters,10m²square meters,,2,,No,194m²square meters,Yes,South East,,,148 kWh/m²kilowatt hour per square meters,B,20220516-0002604280-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 375,000375000 €",€ 377377 €,No,Kleikalseide 156-158 9990- Maldegem,http://www.myfinimmo.be,,West Flanders,,,,,No,,,,,,,,,,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,Connected,Yes,,,,,,,,23m²square meters,,,,,,,,,,,,,,,,,,South East,,,,,,,,,,,,,,,,,,,,,,
10104566,10104566,house,house,389000,forsale,8310,m,hyperequipped,,asnew,gas,150,3,203,,,,true,,,1,,,West Flanders,To be defined,,As new,,,120m²square meters,,Hyper equipped,20m²square meters,3,12m²square meters,13m²square meters,9m²square meters,,2,,No,203m²square meters,Yes,South East,,,150 kWh/m²kilowatt hour per square meters,B,20220726-0002646248-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 389,000389000 €",€ 577577 €,No,Kleikalseide 156-158 9990- Maldegem,http://www.myfinimmo.be,,West Flanders,,1,,,No,,,,,,,,,,,No,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)",,,Yes,No,,,,,,Connected,Yes,,,,,,,,22m²square meters,,,,,,,,,,,,,,,,,,South East,,,,,,,,,,,,,,,,,,,,,,
9930706,9930706,house,house,375000,forsale,8670,m,installed,,torenovate,fueloil,602,3,260,,true,,true,,,1,,,West Flanders,,,To renovate,,,102m²square meters,,Installed,,3,,,,1,1,,No,260m²square meters,,,No,No,602 kWh/m²kilowatt hour per square meters,F,20220524-0002609788-RES-1,Not specified,Not specified,,Fuel oil,Yes,"€ 375,000375000 €",€ 880880 €,No,Albert I laan 92 8670- Oostduinkerke,http://www.immoangelo.be,La Charitéstraat 5,West Flanders,,1,"Living area (residential, urban or rural)",Yes,No,No,,,No,No,No,No,Yes,No,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,Yes,Yes,No,,No,No,No,No,Connected,Yes,,260m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029334,10029334,house,house,450000,forsale,8210,m,,1964,torenovate,electric,1086,4,1827,,,,,,,,,,West Flanders,,1964,To renovate,3,,,,,,4,,,,1,2,,,1827m²square meters,,,,,1086 kWh/m²kilowatt hour per square meters,F,0002645261,Not specified,Not specified,,Electric,Yes,"€ 450,000450000 €",,,Vier Eikenstraat 2 bus A 8210- Zedelgem,,,West Flanders,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9937700,9937700,house,villa,449000,forsale,8930,m,hyperequipped,,good,gas,218,2,827,true,,,true,,,,1,,West Flanders,To be defined,,Good,,1,150m²square meters,,Hyper equipped,18m²square meters,2,10m²square meters,15m²square meters,,,2,,No,827m²square meters,,,,,218 kWh/m²kilowatt hour per square meters,C,20220526-0002609144-RES-1,Not specified,Not specified,No,Gas,Yes,"€ 449,000449000 €","€ 1,1051105 €",No,Doorniksewijk 41 8500- Kortrijk,http://www.immofrancois.be,,West Flanders,,,,,Yes,,,,,,,,,,,No,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)",,,Yes,,,,,,,Connected,Yes,,,,,,,,40m²square meters,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9994764,9994764,house,house,495000,forsale,8972,m,hyperequipped,,asnew,gas,111,4,560,,,160,true,,,,,,West Flanders,To be defined,,As new,,,315m²square meters,,Hyper equipped,19m²square meters,4,31m²square meters,65m²square meters,,,4,,No,560m²square meters,,South East,,,111 kWh/m²kilowatt hour per square meters,B,20220705-0002635932-RES-2,Not specified,Not specified,No,Gas,Yes,"€ 495,000495000 €",€ 567567 €,No,Ieperstraat 35 8970- Poperinge,http://www.immofrancois.be,,West Flanders,,,,,Yes,,,160m²square meters,,,,,,,,No,Yes,,,,Non flood zone,"Living area (residential, urban or rural)",,,,,2,,,,,Connected,Yes,,,,,,,,43m²square meters,142m²square meters,,,,,,,,,,,,Link to the virtual visit,,,,,South,,,,,,,,,,,,,,,,,,,,,,
10053209,10053209,house,villa,547000,forsale,8940,m,hyperequipped,,asnew,gas,308,4,601,true,true,,true,,,1,1,,West Flanders,To be defined,,As new,,1,253m²square meters,,Hyper equipped,,4,,,,,4,,No,601m²square meters,Yes,South,,,308 kWh/m²kilowatt hour per square meters,D,20210804-0002446649-RES-1,Not specified,Not specified,,Gas,Yes,"€ 547,000547000 €","€ 1,0181018 €",No,Vanackerestraat 2 8560- Wevelgem,http://www.mijnhabitat.be,,West Flanders,,1,,,Yes,,,,,,,,,,,No,,,,,,,,Yes,Yes,,,,,,,Connected,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,South,,,,,,,,,,,,,,,,,,,,,,
