,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
10116968,10116968,house,house,380000,forsale,6790,xl,usainstalled,1971,,fueloil,,4,634,true,,320,true,true,,2,2,,Belgian Luxembourg,,,1971,,3,2,,,330m²square meters,20m²square meters,,USA installed,21m²square meters,4,16m²square meters,14m²square meters,21m²square meters,18m²square meters,2,1,2,11m²square meters,Yes,,6m²square meters,,634m²square meters,Connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 380,000380000 €",,No,,,,Belgian Luxembourg,12 m,2,,,,1322m²square meters,,,No,Non flood zone,,No,Yes,Yes,No,,320m²square meters,36m²square meters,,Yes,,,,No,No,Yes,No,No,No,,"Yes, conform",No,No,No,No,,,No,,No,No,Yes,Yes,,,,,,,,,,,No,No,No,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,
10009132,10009132,house,villa,2350000,forsale,6940,xl,installed,,asnew,fueloil,359,7,18399,,,,,,true,,,,Belgian Luxembourg,,,,As new,4,,Countryside,,700m²square meters,,,Installed,,7,,,,,6,,,,No,,,Yes,18399m²square meters,,,359 kWh/m²kilowatt hour per square meters,E,20210413002340,Not specified,Not specified,Fuel oil,Yes,"€ 2,350,0002350000 €","€ 2,6782678 €",Yes,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2234,Belgian Luxembourg,,,,,,,,,,,Extended residential area,No,No,No,Yes,,,,Yes,,,,,No,No,,,,,,"Yes, conform",No,,,,,,No,,,,,,,,,,No,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10098391,10098391,house,house,895000,forsale,6700,xl,hyperequipped,,asnew,fueloil,188,3,1600,true,,,,,,1,2,,Belgian Luxembourg,After signing the deed,,,As new,4,1,"Living area (residential, urban or rural)",,200m²square meters,,,Hyper equipped,,3,13m²square meters,16m²square meters,11m²square meters,,2,,,,,,,,1600m²square meters,Connected,Yes,188 kWh/m²kilowatt hour per square meters,C,20220904003922,Not specified,Not specified,Fuel oil,Yes,"€ 895,000895000 €",,,Route d'Arlon 51 8410- Steinfort,http://www.fcimmo.lu,,Belgian Luxembourg,,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
10009134,10009134,house,house,1550000,forsale,6941,xl,installed,,asnew,fueloil,224,5,1741,,,,,,true,,6,,Belgian Luxembourg,,,,As new,4,,,,500m²square meters,,,Installed,,5,,,,,5,,7,,No,,,Yes,1741m²square meters,,,224 kWh/m²kilowatt hour per square meters,C,20220628025851,Not specified,Not specified,Fuel oil,Yes,"€ 1,550,0001550000 €",,Yes,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2274,Belgian Luxembourg,,6,,,,,,,,Non flood zone,Extended residential area,No,No,No,Yes,,,,Yes,,,,,Yes,No,,,,,,No,No,,,,,,Yes,Yes,,,,,,,,1,No,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10107878,10107878,house,house,65000,forsale,6860,xl,installed,,good,fueloil,357,3,260,true,,,,,,,,,Belgian Luxembourg,After signing the deed,,,Good,3,,,,,,,Installed,,3,,,,,1,,1,,,,,,260m²square meters,,,357 kWh/m²kilowatt hour per square meters,E,20220818018722,Not specified,62805 kWh/year,Fuel oil,Yes,,€ 176176 €,No,Rue Sainte-Marie des Champs 134/1 6637- Fauvillers,,,Belgian Luxembourg,,,Yes,,,,No,,No,,"Living area (residential, urban or rural)",,,Yes,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,1,,Link to online sale,No,fr :Visites sur rendez-vous et renseignements en l'Etude,"€ 65,00065000 €",Marie VAN WEIJNEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9824214,9824214,housegroup,housegroup,377000-394000,forsale,6900,xl,,,,,,,,,,,,,,,,1,Belgian Luxembourg,At delivery,Luxembourg,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Rue Fort d'Andoy 5 5100- Wierde,https://www.thomas-piron.eu/appartements,4712556,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015320,10015320,house,apartmentblock,150000,forsale,6750,xl,,,torenovate,,755,0,244,,,,,,,,,,Belgian Luxembourg,After signing the deed,,,To renovate,,,,,500m²square meters,,,,,,,,,,,,,,,,,No,244m²square meters,Connected,No,755 kWh/m²kilowatt hour per square meters,G,20220424003035,342 kg CO₂/m²,829220 kWh/year,,No,"€ 150,000150000 €","€ 1,4371437 €",Yes,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,spar2,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,829220,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091816,10091816,house,house,159000,forsale,6700,xl,,,,fueloil,462,2,784,true,,,true,,,,,,Belgian Luxembourg,After signing the deed,,,,,,,,159m²square meters,,Yes,,,2,17m²square meters,12m²square meters,,,1,,1,,No,,,No,784m²square meters,Connected,No,462 kWh/m²kilowatt hour per square meters,F,20220901010723,Not specified,73485 kWh/year,Fuel oil,No,"€ 159,000159000 €",€ 510510 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7338288,Belgian Luxembourg,,,Yes,,Yes,159m²square meters,No,No,No,,,,,,,,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,No,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10057942,10057942,house,farmhouse,165000,forsale,6900,xl,installed,1947,torenovate,fueloil,624,4,2523,true,true,2523,,,,,4,,Belgian Luxembourg,After signing the deed,,1947,To renovate,4,,Countryside,,,34m²square meters,Yes,Installed,15m²square meters,4,15m²square meters,16m²square meters,16m²square meters,18m²square meters,1,,1,,,30m²square meters,,,2523m²square meters,,,624 kWh/m²kilowatt hour per square meters,G,20220331019611,Not specified,130637 kWh/year,Fuel oil,,,€ 715715 €,No,Avenue de la Toison d'Or 67 6900- Marche-en-Famenne,,,Belgian Luxembourg,,4,Yes,,,,No,No,Yes,,"Living area (residential, urban or rural)",,,Yes,,,2523m²square meters,,,,,,,,,,,,,,,No,,No,,,East,,,,,,Yes,,,,,,Link to online sale,No,,"€ 165,000165000 €",Guillaume DUMOULIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007835,10007835,house,house,260000,forsale,6747,xl,notinstalled,,torenovate,,590,3,590,true,true,,true,,,1,,,Belgian Luxembourg,After signing the deed,,,To renovate,4,1,,,130m²square meters,36m²square meters,Yes,Not installed,12m²square meters,3,17m²square meters,11m²square meters,17m²square meters,,1,1,1,,,,,No,590m²square meters,Connected,,590 kWh/m²kilowatt hour per square meters,G,2022070006813,Not specified,Not specified,,,"€ 260,000260000 €",€ 401401 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4838435,Belgian Luxembourg,,,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10089065,10089065,house,house,239000,forsale,6810,xl,,,,fueloil,516,3,1200,true,true,,true,,,1,,,Belgian Luxembourg,After signing the deed,,,,,1,,,151m²square meters,,,,,3,14m²square meters,13m²square meters,11m²square meters,,1,,1,,No,,,No,1200m²square meters,Connected,No,516 kWh/m²kilowatt hour per square meters,G,20220817028857,Not specified,78005 kWh/year,Fuel oil,Yes,"€ 239,000239000 €",€ 624624 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7337422,Belgian Luxembourg,,,Yes,,Yes,151m²square meters,No,No,No,,,,,,,Yes,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,Yes,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903838,9903838,house,house,249000,forsale,6900,xl,hyperequipped,,asnew,pellet,246,3,662,,,662,true,,,2,5,,Belgian Luxembourg,After signing the deed,,,As new,3,2,,Link to the virtual visit,164m²square meters,15m²square meters,Yes,Hyper equipped,14m²square meters,3,15m²square meters,15m²square meters,22m²square meters,,2,2,2,,,,,No,662m²square meters,,,246 kWh/m²kilowatt hour per square meters,C,20210623004229,Not specified,39732 kWh/year,Pellet,Yes,"Make an offer starting from€ 249,000Make an offer starting from249000 €",€ 708708 €,No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4747657,Belgian Luxembourg,,5,,,,,,,,,,,,,,,662m²square meters,60m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9914104,9914104,house,house,189000,forsale,6940,xl,semiequipped,1969,good,,416,2,1796,,true,1796,true,,,1,3,,Belgian Luxembourg,After signing the deed,,1969,Good,4,1,Isolated,,70m²square meters,,,Semi equipped,,2,,,,,1,1,1,,,,,,1796m²square meters,,No,416 kWh/m²kilowatt hour per square meters,E,20220511002069,Not specified,29194 kWh/year,,Yes,"€ 189,000189000 €",,No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4756315,Belgian Luxembourg,,3,,,,,,,,Non flood zone,,,,Yes,,Yes,1796m²square meters,30m²square meters,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056851,10056851,house,house,260000,forsale,6762,xl,notinstalled,,,,627,3,350,,true,,,,,1,,,Belgian Luxembourg,,,,,4,1,Urban,,140m²square meters,,,Not installed,,3,,,,,1,,2,,,,,No,350m²square meters,Connected,Yes,627 kWh/m²kilowatt hour per square meters,G,20181003017868,155 kg CO₂/m²,100217 kWh/year,,Yes,"€ 260,000260000 €",€ 617617 €,No,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,commeuneevidence,Belgian Luxembourg,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,No,,,100217,,,,,,,,,,Yes,,No,,,,,,,,,,,Fanny HOGGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9969928,9969928,house,house,185000,forsale,6750,xl,,1918,,,594,3,0,,true,,,,,2,3,,Belgian Luxembourg,After signing the deed,,1918,,4,2,Countryside,,130m²square meters,,,,,3,,,,,1,,1,,,,,No,,Connected,No,594 kWh/m²kilowatt hour per square meters,G,20220422024046,122 kg CO₂/m²,91761 kWh/year,,Yes,"€ 185,000185000 €",€ 381381 €,No,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,voyette2,Belgian Luxembourg,8 m,3,,,,,No,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,,,,,,,,,,,No,,,91761,,,,,,,,,,Yes,,No,,,,,,No,,,,,Fanny HOGGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931635,9931635,house,house,280000,forsale,6750,xl,installed,1920,,,226,3,0,,,,,,,1,3,,Belgian Luxembourg,,,1920,,4,1,Countryside,,180m²square meters,,,Installed,,3,,,,,2,,2,,,,,No,,Connected,No,226 kWh/m²kilowatt hour per square meters,C,20160921024305,Not specified,45128 kWh/year,,Yes,"€ 280,000280000 €",€ 411411 €,No,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,frontaliere,Belgian Luxembourg,,3,,,,,,,,,,,,,,,,,,,,,December 1 2022 - 12:00 AM,,,,No,,,45128,,,,,,,,,,Yes,,No,,,,,,,,,,,Fanny HOGGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9858652,9858652,house,house,315000,forsale,6940,xl,installed,,good,fueloil,324,2,972,,,,,,,1,,,Belgian Luxembourg,,,,Good,4,1,,Link to the virtual visit,85m²square meters,,Yes,Installed,10m²square meters,2,16m²square meters,10m²square meters,,,1,,1,,No,,,No,972m²square meters,,,324 kWh/m²kilowatt hour per square meters,D,20220524028666,Not specified,Not specified,Fuel oil,Yes,"€ 315,000315000 €",€ 689689 €,No,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2201,Belgian Luxembourg,,,,,,,,,,Non flood zone,Extended residential area,,,,,,,,Yes,,,,,,,,,,,,No,No,,,,,,No,Yes,,,,,,,,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9889346,9889346,house,house,noprice,forsale,6762,xl,installed,1963,asnew,,242,3,0,,true,,,,,1,3,,Belgian Luxembourg,,,1963,As new,3,1,Countryside,,,,,Installed,,3,,,,,1,1,2,,,,,No,,Connected,No,242 kWh/m²kilowatt hour per square meters,C,20220501002283,Not specified,55009 kWh/year,,Yes,,€ 850850 €,No,Rue Dr Hustin 32 6760- Ethe,http://www.homesweetgaume.be,bosquette,Belgian Luxembourg,,3,,,,,,,,,,No,No,No,No,Yes,,,,,,,November 1 2022 - 12:00 AM,Yes,No,,No,No,No,55009,,,,,,,,,,Yes,,No,,,,,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
10078619,10078619,house,house,279000,forsale,6792,xl,,,,fueloil,600,3,694,,true,,,,,1,,,Belgian Luxembourg,After signing the deed,,,,,1,,,124m²square meters,,,,,3,14m²square meters,12m²square meters,10m²square meters,,,1,2,,No,,,No,694m²square meters,Connected,No,600 kWh/m²kilowatt hour per square meters,G,20220802012713,Not specified,74366 kWh/year,Fuel oil,No,"€ 279,000279000 €",€ 485485 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7329809,Belgian Luxembourg,,,,,,124m²square meters,No,No,No,,,,,,,Yes,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,No,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066050,10066050,house,house,294000,forsale,6791,xl,,,,fueloil,215,6,320,true,,,,,,,,,Belgian Luxembourg,After signing the deed,,,,,,,,325m²square meters,,,,,6,25m²square meters,16m²square meters,15m²square meters,14m²square meters,,2,2,,No,,,No,320m²square meters,Connected,No,215 kWh/m²kilowatt hour per square meters,C,20170919020505,Not specified,69772 kWh/year,Fuel oil,Yes,"€ 294,000294000 €","€ 1,4051405 €",No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7314919,Belgian Luxembourg,,,Yes,,,325m²square meters,No,No,No,,,No,No,No,No,,,,Yes,,14m²square meters,No,,Yes,No,,No,,,,No,Yes,No,No,No,,,No,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9960625,9960625,house,house,385000,forsale,6900,xl,,1980,good,gas,135,3,912,true,,819,true,true,,1,10,,Belgian Luxembourg,,,1980,Good,4,1,,Link to the virtual visit,198m²square meters,41m²square meters,,,9m²square meters,3,19m²square meters,20m²square meters,24m²square meters,,1,,2,10m²square meters,Yes,,9m²square meters,No,912m²square meters,Connected,Yes,135 kWh/m²kilowatt hour per square meters,B,20220523026011,5354 kg CO₂/m²,26685 kWh/year,Gas,Yes,"€ 385,000385000 €","€ 1,1921192 €",No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4771802,Belgian Luxembourg,7 m,10,,21 mmeters,,93m²square meters,,,,,,,,Yes,,,819m²square meters,36m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903848,9903848,house,villa,565000,forsale,6900,xl,usahyperequipped,,asnew,fueloil,229,5,1413,,,1413,true,true,,,,,Belgian Luxembourg,After signing the deed,,,As new,4,,,Link to the virtual visit,391m²square meters,25m²square meters,Yes,USA hyper equipped,25m²square meters,5,25m²square meters,17m²square meters,11m²square meters,24m²square meters,1,1,3,,Yes,,,No,1413m²square meters,,,229 kWh/m²kilowatt hour per square meters,C,20220312001588,57 kg CO₂/m²,86954 kWh/year,Fuel oil,,"€ 565,000565000 €","€ 1,5711571 €",No,Borchamps 24 6900- Marche-en-Famenne,http://www.easyhome-immo.be,4746913,Belgian Luxembourg,,,,,,,,,,,,,,,,,1413m²square meters,50m²square meters,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158977,10158977,house,countrycottage,235000,forsale,6670,xl,,,tobedoneup,,527,3,17974,true,true,,,,,1,,,Belgian Luxembourg,After signing the deed,,,To be done up,4,1,,Link to the virtual visit,190m²square meters,,Yes,,,3,13m²square meters,11m²square meters,13m²square meters,,,1,2,,,,,,17974m²square meters,,,527 kWh/m²kilowatt hour per square meters,G,20220926010376,Not specified,86075 kWh/year,,,,€ 408408 €,No,"Avenue de la Salm, 27 6690- VIELSALM",http://www.cottin.be,,Belgian Luxembourg,,,Yes,,,,No,,No,,"Living area (residential, urban or rural)",,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link to online sale,No,"fr :Les visites se font sur rendez-vous et sont prévues le jeudi 20 octobre à partir de 14h, le vendredi 28 octobre à partir de 14h et le jeudi 3 novembre à partir de 14h.","€ 235,000235000 €",Lisa FRANSOLET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126443,10126443,house,house,449000,forsale,6791,xl,installed,,,fueloil,285,4,542,true,true,,true,,,,,,Belgian Luxembourg,After signing the deed,,,,,,,,230m²square meters,,Yes,Installed,,4,30m²square meters,16m²square meters,13m²square meters,10m²square meters,1,1,2,,No,,,No,542m²square meters,Connected,No,285 kWh/m²kilowatt hour per square meters,D,20220812007942,Not specified,65529 kWh/year,Fuel oil,Yes,"€ 449,000449000 €",,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7409444,Belgian Luxembourg,,,Yes,,Yes,230m²square meters,No,No,No,,,,,,,Yes,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,Yes,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10024610,10024610,house,house,950000,forsale,6941,xl,installed,2018,asnew,,37,4,2950,,,,,true,,2,,,Belgian Luxembourg,To be defined,,2018,As new,4,2,Countryside,,275m²square meters,,,Installed,23m²square meters,4,33m²square meters,19m²square meters,14m²square meters,22m²square meters,2,,2,6m²square meters,Yes,,,No,2950m²square meters,,,37 kWh/m²kilowatt hour per square meters,A+,20220815500167,Not specified,Not specified,,Yes,"€ 950,000950000 €",,No,"En Charotte, 10 6940- Barvaux-sur-Ourthe",http://www.antoineimmo.be/fr/,spir2292,Belgian Luxembourg,,,,,,,,,,Non flood zone,Extended residential area,No,No,No,No,,,,Yes,,,,,Yes,No,,,,,,No,Yes,,,,,,No,Yes,,,,,,,,1,No,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10041614,10041614,house,house,599000,forsale,6750,xl,,,,fueloil,290,5,13947,,true,,,,,2,,,Belgian Luxembourg,After signing the deed,,,,,2,,,305m²square meters,,Yes,,,5,23m²square meters,15m²square meters,14m²square meters,10m²square meters,2,,3,,No,,,No,13947m²square meters,Connected,No,290 kWh/m²kilowatt hour per square meters,D,20220516019847,Not specified,88448 kWh/year,Fuel oil,Yes,"€ 599,000599000 €",€ 873873 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7290924,Belgian Luxembourg,,,,,,305m²square meters,No,No,No,,,No,No,No,No,Yes,,,Yes,,9m²square meters,No,,Yes,No,,No,,,,No,No,No,No,No,,,No,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10148877,10148877,house,house,165000,forsale,6790,xl,installed,1973,torenovate,fueloil,353,3,911,true,,,true,,,1,,,Belgian Luxembourg,After signing the deed,,1973,To renovate,2,1,,,170m²square meters,,Yes,Installed,,3,16m²square meters,13m²square meters,12m²square meters,,1,2,,,,,,No,911m²square meters,Connected,,353 kWh/m²kilowatt hour per square meters,E,20220907005714,88 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 165,000165000 €",€ 837837 €,No,Rue de la Forestière 8 6747- Chatillon,http://www.julietimmo.com,4928880,Belgian Luxembourg,,,Yes,,,,,,,,,,,,,,,19m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043804,10043804,house,house,489000,forsale,6780,xl,,,,fueloil,325,3,569,,true,,true,,,1,1,,Belgian Luxembourg,After signing the deed,,,,,1,,,260m²square meters,,,,,3,20m²square meters,19m²square meters,,,1,2,3,,No,,,No,569m²square meters,Connected,No,325 kWh/m²kilowatt hour per square meters,D,20220715013641,Not specified,84738 kWh/year,Fuel oil,Yes,"€ 489,000489000 €",€ 639639 €,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,7290847,Belgian Luxembourg,,1,,,Yes,260m²square meters,No,No,No,,,,,,,Yes,,,Yes,,,No,,,,,No,,,,No,No,No,No,No,,,Yes,,No,No,No,No,,,,,,,,,,Antoine DONNEAUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158606,10158606,house,house,725000,forsale,6810,xl,,1920,asnew,fueloil,,4,13,true,true,1,true,true,,,,,Belgian Luxembourg,,,1920,As new,2,,,,423m²square meters,42m²square meters,Yes,,42m²square meters,4,43m²square meters,16m²square meters,16m²square meters,20m²square meters,1,1,,,Yes,,,,13m²square meters,Connected,Yes,Not specified,C,20210514006562,Not specified,101355 kWh/year,Fuel oil,No,"€ 725,000725000 €","€ 1,0501050 €",No,,,,Belgian Luxembourg,,,Yes,,,,,,,,,No,No,Yes,No,Yes,1m²square meter,1m²square meter,,,,,,No,No,Yes,No,No,No,,,No,No,No,No,,,Yes,Yes,Yes,No,Yes,Yes,,,,1,,,,,,,No,No,No,Yes,All kind,,,,,,,,,,,,,,,,,,,,,,,,
9678246,9678246,house,house,194000,forsale,6940,xl,,2022,,,,2,0,,,,,,,,1,,Belgian Luxembourg,,,2022,,4,,,Link to the virtual visit,60m²square meters,,,,,2,,,,,1,,,,,,,No,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 194,000194000 €",,No,Rue Lantigné 22 6940- Durbuy,http://www.maisons-chalets-ardennes.be,3245 - 5722296,Belgian Luxembourg,,1,,,,,,,,Non flood zone,,,,,,,,,,,,No,January 31 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green River,,,,,,,,,,,,,,,,,,,,
10023544,10023544,house,house,499000,forsale,6700,xl,hyperequipped,,asnew,gas,291,3,0,,true,,true,true,,,,,Belgian Luxembourg,After signing the deed,,,As new,3,,,,250m²square meters,35m²square meters,,Hyper equipped,,3,,,,,2,,,,Yes,,,No,,,Yes,291 kWh/m²kilowatt hour per square meters,D,20220713033378,Not specified,Not specified,Gas,Yes,"€ 499,000499000 €",,No,Rue Reine Astrid 26 1473- Glabais,http://www.immofast.be,1057 - 407,Belgian Luxembourg,,,,,,,,,,,,,,,,Yes,,9m²square meters,,,,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110013,10110013,house,bungalow,105000,forsale,6927,xl,installed,,asnew,gas,,2,331,,,331,true,,,1,2,,Belgian Luxembourg,After signing the deed,Ardennes,,As new,4,1,Countryside,,33m²square meters,,,Installed,,2,,,,,1,,1,,,,,No,331m²square meters,Connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,"€ 105,000105000 €",,No,Rue de la Station 20A 6920- Wellin,http://www.wellimmo.be,4904547,Belgian Luxembourg,8 m,2,,,,60m²square meters,Yes,No,,Non flood zone,,,,,,,331m²square meters,8m²square meters,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093423,10093423,house,house,395000,forsale,6780,xl,,,tobedoneup,fueloil,331,4,670,,true,,true,true,,2,2,,Belgian Luxembourg,Immediately,,,To be done up,4,2,,,294m²square meters,44m²square meters,,,,4,,,,,2,,,11m²square meters,Yes,,,No,670m²square meters,,,331 kWh/m²kilowatt hour per square meters,D,20220829011515,81 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 395,000395000 €",,No,Rue Reine Astrid 26 1473- Glabais,http://www.immofast.be,1075 - 422,Belgian Luxembourg,,2,,,,,,,,,,,,,,Yes,,90m²square meters,,,,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974780,9974780,house,countrycottage,265000,forsale,6671,xl,,,tobedoneup,pellet,422,5,748,,,,true,,,,,,Belgian Luxembourg,After signing the deed,,,To be done up,3,,,,289m²square meters,21m²square meters,Yes,,,5,,,,,2,,,,,,,No,748m²square meters,Not connected,Yes,422 kWh/m²kilowatt hour per square meters,E,20220615031236,Not specified,98030 kWh/year,Pellet,Yes,"€ 265,000265000 €",€ 560560 €,No,Rue Général Jacques 6/1 4970- Stavelot,http://www.realim.be,,Belgian Luxembourg,,,,,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,Yes,,,,No,,,No,No,No,422,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
