,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Bedroom 3 surface,Bedroom 4 surface,Basement,Attic,Width of the lot on the street,Terrace surface,Double glazing,Total ground floor buildable,Virtual visit,Bedroom 5 surface,Conformity certification for fuel tanks,Terrace,Neighbourhood or locality,Dining room,Secure access / alarm,Dressing room,Basement surface,Land is facing street,Wooded land,Plot at rear,Flat land,Garden,Garden orientation,Caretaker,Intercom,Visio phone,Type of building,Obligation to build,E-level (overall energy performance),Thermic solar panels,How many fireplaces?,Laundry room,Professional space surface,Professional space,Attic surface,Armored door,Terrace orientation,Number of annexes,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Common water heater,Living room,Agent's name,Current monthly revenue,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Property name,Percentage rented,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Date of the sale
10157584,10157584,house,house,379000,forsale,9100,l,usainstalled,1960,justrenovated,gas,345,3,278,,,,true,,,1,,,East Falnders,To be defined,,1960,Just renovated,3,,,182m²square meters,,USA installed,,3,,,1,,2,,,No,278m²square meters,,Yes,,,,,,345 kWh/m²kilowatt hour per square meters,D,20220822-0002659909-RES-1.,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 379,000379000 €",€ 488488 €,No,Prinses Josephine Charlottelaan 72 9100- Sint-Niklaas,http://www.heylenvastgoed.be,69319 - WAA-22-TTA-0,East Falnders,,1,,,,,11 mmeters,,Yes,,,,"Yes, conform",Yes,,,,,,,,,,Yes,South,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157591,10157591,house,house,349000,forsale,9100,l,installed,1933,justrenovated,gas,138,4,110,,,,true,,,,,,East Falnders,After signing the deed,,1933,Just renovated,2,,,153m²square meters,,Installed,,4,,,1,,1,,,No,110m²square meters,,,,,,,,138 kWh/m²kilowatt hour per square meters,B,Certificaat-20220912-0002524613-RES-2,Not specified,Not specified,No,Gas,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €",€ 391391 €,No,Prinses Josephine Charlottelaan 72 9100- Sint-Niklaas,http://www.heylenvastgoed.be,69320 - WAA-22-TTA-0,East Falnders,,,,,,,6 mmeters,,Yes,,,,,Yes,,,,,,,,,,Yes,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155490,10155490,house,house,275000,forsale,9500,l,installed,1956,good,gas,265,4,500,,true,392,true,,,2,2,,East Falnders,After signing the deed,,1956,Good,3,2,,167m²square meters,27m²square meters,Installed,10m²square meters,4,25m²square meters,15m²square meters,1,,1,,,No,500m²square meters,,Yes,392m²square meters,,,,,265 kWh/m²kilowatt hour per square meters,C,20220925-0002681797-RES-1,Not specified,Not specified,No,Gas,,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 275,000275000 €",€ 593593 €,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2313 - DS22/051,East Falnders,,2,11m²square meters,8m²square meters,,,10.37 mmeters,,Yes,,,,,Yes,,,,,52m²square meters,,,,,,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155491,10155491,house,mixedusebuilding,275000,forsale,9500,l,installed,1956,good,gas,265,4,500,,true,392,true,,,2,2,,East Falnders,After signing the deed,,1956,Good,3,2,,167m²square meters,27m²square meters,Installed,10m²square meters,4,25m²square meters,15m²square meters,1,,1,,,No,500m²square meters,,Yes,392m²square meters,,,,,265 kWh/m²kilowatt hour per square meters,C,20220925-0002681797-RES-1,Not specified,Not specified,No,Gas,,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 275,000275000 €",€ 593593 €,Yes,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2314 - DS22/051,East Falnders,,2,11m²square meters,8m²square meters,,,10.37 mmeters,,Yes,,,,,Yes,,,,,52m²square meters,,,,,,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156543,10156543,house,bungalow,339000,forsale,9112,l,semiequipped,1974,tobedoneup,fueloil,402,3,478,,,,true,,,2,,,East Falnders,After signing the deed,,1974,To be done up,4,,,168m²square meters,,Semi equipped,,3,,,1,,1,,,No,478m²square meters,,Yes,,,,,,402 kWh/m²kilowatt hour per square meters,E,20220603-0002616212-RES-1,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 339,000339000 €",€ 979979 €,No,Prinses Josephine Charlottelaan 72 9100- Sint-Niklaas,http://www.heylenvastgoed.be,68990 - WAA-22-YLE-0,East Falnders,,2,,,,,19.55 mmeters,,,,,,,Yes,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154495,10154495,house,manorhouse,950000,forsale,9090,l,installed,1928,good,fueloil,292,5,2503,,,,true,,,,,,East Falnders,,,1928,Good,4,,Urban,395m²square meters,,Installed,,5,,,3,,3,,,No,2503m²square meters,,,,,,,,292 kWh/m²kilowatt hour per square meters,C,0002325160,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,Non flood zone,Area of landscape interest,"€ 950,000950000 €","€ 1,7271727 €",No,Kouter 98 9000- Gent,http://www.dewaele.com/,D9000-22307,East Falnders,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156491,10156491,house,house,398000,forsale,9840,l,installed,1960,good,gas,469,3,0,,true,,,,,1,,,East Falnders,,,1960,Good,4,,,122m²square meters,29m²square meters,Installed,,3,,,1,,2,,,No,,,Yes,,,,,,469 kWh/m²kilowatt hour per square meters,E,20220927-0002684202-RES-2,Not specified,Not specified,No,Gas,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 398,000398000 €",€ 989989 €,No,"Zuidstationstraat, 28 9000- Gent",http://www.defooz.com,63340 - 4117,East Falnders,,1,,,Yes,,15 mmeters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162697,10162697,house,house,285000,forsale,9570,l,installed,,good,gas,359,3,478,,true,,true,true,,3,2,,East Falnders,Immediately,,,Good,3,2,,176m²square meters,35m²square meters,Installed,16m²square meters,3,19m²square meters,15m²square meters,1,1,2,14m²square meters,Yes,No,478m²square meters,,Yes,,,,,,359 kWh/m²kilowatt hour per square meters,D,20220705-0002635761-RES-2,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",,No,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,2318 - DS22/054,East Falnders,,3,15m²square meters,,Yes,,,,Yes,,,,,Yes,,,,,,,,,,Yes,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113410,10113410,house,house,155000,forsale,9960,l,installed,1918,tobedoneup,,1714,2,244,,,110,true,,,2,,,East Falnders,Immediately,,1918,To be done up,4,,,110m²square meters,,Installed,12m²square meters,2,14m²square meters,13m²square meters,1,,1,,,No,244m²square meters,,Yes,110m²square meters,,,,,1714 kWh/m²kilowatt hour per square meters,F,20200613-0002281255-RES-1,Not specified,Not specified,No,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 155,000155000 €",€ 173173 €,No,Lindenlaan 51 9940- Evergem,http://www.annaart.be,8212 - 22/JOH/TK/532,East Falnders,13 m,2,,,,,44 mmeters,6m²square meters,,,,,,,,Yes,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162701,10162701,house,mixedusebuilding,285000,forsale,9570,l,installed,,good,gas,359,3,478,,true,,true,true,,3,2,,East Falnders,Immediately,,,Good,3,2,,176m²square meters,35m²square meters,Installed,16m²square meters,3,19m²square meters,15m²square meters,1,1,2,14m²square meters,Yes,No,478m²square meters,,Yes,,,,,,359 kWh/m²kilowatt hour per square meters,D,20220705-0002635761-RES-2,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",,Yes,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,2319 - DS22/054,East Falnders,,3,15m²square meters,,Yes,,,,Yes,,,,,Yes,,,,,,,,,,Yes,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149764,10149764,house,mixedusebuilding,275000,forsale,9500,l,installed,1956,good,gas,265,4,500,,true,392,true,,,2,2,,East Falnders,After signing the deed,,1956,Good,3,2,,167m²square meters,27m²square meters,Installed,10m²square meters,4,25m²square meters,15m²square meters,1,,1,,,No,500m²square meters,,Yes,392m²square meters,,,,,265 kWh/m²kilowatt hour per square meters,C,20220925-0002681797-RES-1,Not specified,Not specified,No,Gas,,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 275,000275000 €",€ 593593 €,Yes,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,2285 - DS22/051,East Falnders,,2,11m²square meters,8m²square meters,,,10.37 mmeters,,Yes,,,,,Yes,,,,,52m²square meters,,,,,,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149757,10149757,house,house,275000,forsale,9500,l,installed,1956,good,gas,265,4,500,,true,392,true,,,2,2,,East Falnders,After signing the deed,,1956,Good,3,2,,167m²square meters,27m²square meters,Installed,10m²square meters,4,25m²square meters,15m²square meters,1,,1,,,No,500m²square meters,,Yes,392m²square meters,,,,,265 kWh/m²kilowatt hour per square meters,C,20220925-0002681797-RES-1,Not specified,Not specified,No,Gas,,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 275,000275000 €",€ 593593 €,No,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,2284 - DS22/051,East Falnders,,2,11m²square meters,8m²square meters,,,10.37 mmeters,,Yes,,,,,Yes,,,,,52m²square meters,,,,,,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149753,10149753,house,house,369000,forsale,9570,l,installed,,good,fueloil,224,3,1477,,true,1004,true,,,4,2,,East Falnders,After signing the deed,,,Good,2,2,,300m²square meters,25m²square meters,Installed,25m²square meters,3,17m²square meters,14m²square meters,1,,2,,,No,1477m²square meters,,Yes,1004m²square meters,,,,,224 kWh/m²kilowatt hour per square meters,C,Certificaat-20220517-0002605246-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 369,000369000 €",€ 523523 €,No,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,2282 - DS22/026,East Falnders,,4,10m²square meters,,Yes,,11.5 mmeters,40m²square meters,Yes,,,,"Yes, conform",,,,,,,,,,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149761,10149761,house,mixedusebuilding,369000,forsale,9570,l,installed,,good,fueloil,224,3,1477,,true,1004,true,,,4,2,,East Falnders,After signing the deed,,,Good,2,2,,300m²square meters,25m²square meters,Installed,25m²square meters,3,17m²square meters,14m²square meters,1,,2,,,No,1477m²square meters,,Yes,1004m²square meters,,,,,224 kWh/m²kilowatt hour per square meters,C,Certificaat-20220517-0002605246-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 369,000369000 €",€ 523523 €,Yes,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,2283 - DS22/026,East Falnders,,4,10m²square meters,,Yes,,11.5 mmeters,40m²square meters,Yes,,,,"Yes, conform",,,,,,,,,,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162789,10162789,house,mixedusebuilding,395000,forsale,9660,l,hyperequipped,,good,gas,368,6,1379,,,,,,,4,5,,East Falnders,After signing the deed,,,Good,3,5,,267m²square meters,48m²square meters,Hyper equipped,29m²square meters,6,21m²square meters,19m²square meters,1,,1,,,No,1379m²square meters,,Yes,,,,,,368 kWh/m²kilowatt hour per square meters,D,20220802-0002649248-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 395,000395000 €",€ 629629 €,Yes,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2321 - DS22/052,East Falnders,18 m,4,16m²square meters,14m²square meters,,,35.72 mmeters,,Yes,,,11m²square meters,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162788,10162788,house,countrycottage,395000,forsale,9660,l,hyperequipped,,good,gas,368,6,1379,,,,,,,4,5,,East Falnders,After signing the deed,,,Good,3,5,,267m²square meters,48m²square meters,Hyper equipped,29m²square meters,6,21m²square meters,19m²square meters,1,,1,,,No,1379m²square meters,,Yes,,,,,,368 kWh/m²kilowatt hour per square meters,D,20220802-0002649248-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 395,000395000 €",€ 629629 €,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2322 - DS22/052,East Falnders,18 m,4,16m²square meters,14m²square meters,,,35.72 mmeters,,Yes,,,11m²square meters,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008066,10008066,house,house,269000,forsale,9150,l,installed,1938,torenovate,gas,505,2,400,,,300,,,,,1,,East Falnders,,,1938,To renovate,3,1,Urban,150m²square meters,,Installed,,2,,,1,,,,,No,400m²square meters,,,300m²square meters,,,,,505 kWh/m²kilowatt hour per square meters,F,2635965,Not specified,Not specified,,Gas,Yes,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 269,000269000 €",€ 381381 €,No,Bazelstraat 32 9150- Kruibeke,http://www.dewaele.com,D9150-22058,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067513,10067513,house,house,295000,forsale,9880,l,installed,1957,tobedoneup,gas,1013,4,773,,,,,,,,,,East Falnders,,,1957,To be done up,3,,Urban,136m²square meters,,Installed,,4,,,,,,,,No,773m²square meters,,,,,,,,1013 kWh/m²kilowatt hour per square meters,F,20220809-0002653209-RES-1,Not specified,Not specified,,Gas,,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €",€ 567567 €,No,Stationsstraat 33 9880- Aalter,http://www.dewaele.com,D9880-22067,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127209,10127209,house,house,585000,forsale,9700,l,,1967,good,fueloil,362,4,1122,,,1122,true,,,,5,,East Falnders,,,1967,Good,4,5,Urban,220m²square meters,,,,4,,,1,,1,,,No,1122m²square meters,,,1122m²square meters,,,,,362 kWh/m²kilowatt hour per square meters,D,2662028,Not specified,Not specified,,Fuel oil,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 585,000585000 €","€ 1,2141214 €",No,Nederstraat 2 9700- Oudenaarde,http://www.dewaele.com,D9700-22090,East Falnders,,,,,,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162787,10162787,house,villa,395000,forsale,9660,l,hyperequipped,,good,gas,368,6,1379,,,,,,,4,5,,East Falnders,After signing the deed,,,Good,3,5,,267m²square meters,48m²square meters,Hyper equipped,29m²square meters,6,21m²square meters,19m²square meters,1,,1,,,No,1379m²square meters,,Yes,,,,,,368 kWh/m²kilowatt hour per square meters,D,20220802-0002649248-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 395,000395000 €",€ 629629 €,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2323 - DS22/052,East Falnders,18 m,4,16m²square meters,14m²square meters,,,35.72 mmeters,,Yes,,,11m²square meters,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162775,10162775,house,house,395000,forsale,9660,l,hyperequipped,,good,gas,368,6,1379,,,,,,,4,5,,East Falnders,After signing the deed,,,Good,3,5,,267m²square meters,48m²square meters,Hyper equipped,29m²square meters,6,21m²square meters,19m²square meters,1,,1,,,No,1379m²square meters,,Yes,,,,,,368 kWh/m²kilowatt hour per square meters,D,20220802-0002649248-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 395,000395000 €",€ 629629 €,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2320 - DS22/052,East Falnders,18 m,4,16m²square meters,14m²square meters,,,35.72 mmeters,,Yes,,,11m²square meters,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147615,10147615,house,villa,550000,forsale,9900,l,installed,1963,good,gas,780,7,1817,,,,true,,,,2,,East Falnders,,,1963,Good,4,2,Urban,424m²square meters,,Installed,,7,,,2,,2,,,No,1817m²square meters,,,,,,,,780 kWh/m²kilowatt hour per square meters,F,20210909-0002462206-RES-1,Not specified,Not specified,,Gas,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 550,000550000 €",,No,Stationsstraat 71 9900- Eeklo,http://www.dewaele.com/,D9900-22026,East Falnders,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9691187,9691187,house,apartmentblock,719000,forsale,9600,l,installed,2021,asnew,gas,52,9,160,,,,true,,,,,1,East Falnders,,,2021,As new,3,,Urban,,,Installed,,9,,,4,,4,,,No,160m²square meters,,,,No,Yes,,No,52 kWh/m²kilowatt hour per square meters,A,45041-G-DBA_2017061870/EP14989/A001/D01/SD003,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,Non flood zone,Residential area with cultural historical aesthetic value,"€ 719,000719000 €",€ 949949 €,Yes,Nederstraat 2 9700- Oudenaarde,http://www.dewaele.com,D9700-22001,East Falnders,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158348,10158348,house,mixedusebuilding,285000,forsale,9570,l,installed,,good,gas,359,3,478,,true,,true,true,,3,2,,East Falnders,Immediately,,,Good,3,2,,176m²square meters,35m²square meters,Installed,16m²square meters,3,19m²square meters,15m²square meters,1,1,2,14m²square meters,Yes,No,478m²square meters,,Yes,,,,,,359 kWh/m²kilowatt hour per square meters,D,20220705-0002635761-RES-2,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",,Yes,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2315 - DS22/054,East Falnders,,3,15m²square meters,,Yes,,,,Yes,,,,,Yes,,,,,,,,,,Yes,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158337,10158337,house,house,285000,forsale,9570,l,installed,,good,gas,359,3,478,,true,,true,true,,3,2,,East Falnders,Immediately,,,Good,3,2,,176m²square meters,35m²square meters,Installed,16m²square meters,3,19m²square meters,15m²square meters,1,1,2,14m²square meters,Yes,No,478m²square meters,,Yes,,,,,,359 kWh/m²kilowatt hour per square meters,D,20220705-0002635761-RES-2,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",,No,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,2312 - DS22/054,East Falnders,,3,15m²square meters,,Yes,,,,Yes,,,,,Yes,,,,,,,,,,Yes,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157587,10157587,house,house,355000,forsale,9100,l,usainstalled,2015,good,gas,314,4,294,,,204,,,,,,,East Falnders,,,2015,Good,2,,,194m²square meters,,USA installed,,4,,,2,,2,,,No,294m²square meters,,Yes,204m²square meters,,,,,314 kWh/m²kilowatt hour per square meters,D,Certificaat-20220912-0002672617-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 355,000355000 €",,No,Prinses Josephine Charlottelaan 72 9100- Sint-Niklaas,http://www.heylenvastgoed.be,69310 - WAA-22-TTA-0,East Falnders,,,,,,,4.5 mmeters,,,,,,,,,,,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10089511,10089511,house,mixedusebuilding,159000,forsale,9500,l,semiequipped,,torenovate,gas,277,1,100,,true,,,,,4,,,East Falnders,After signing the deed,,,To renovate,2,,,90m²square meters,25m²square meters,Semi equipped,11m²square meters,1,33m²square meters,,1,,1,,,No,100m²square meters,,Yes,,,,,,277 kWh/m²kilowatt hour per square meters,C,20220625-0002628120-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 159,000159000 €",€ 825825 €,Yes,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,1923 - DS22/040,East Falnders,7 m,4,,,Yes,,7 mmeters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157582,10157582,house,house,319000,forsale,9120,l,semiequipped,1961,tobedoneup,electric,828,3,526,,,214,,,,1,3,,East Falnders,After signing the deed,,1961,To be done up,3,3,,182m²square meters,,Semi equipped,,3,,,1,,1,,,No,526m²square meters,,Yes,214m²square meters,,,,,828 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Electric,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 319,000319000 €",,No,Prinses Josephine Charlottelaan 72 9100- Sint-Niklaas,http://www.heylenvastgoed.be,69331 - WAA-22-YLE-0,East Falnders,,1,,,,,11.7 mmeters,,Yes,,,,,,,,,,,,,,,,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074492,10074492,house,mixedusebuilding,159000,forsale,9500,l,semiequipped,,torenovate,gas,277,1,100,,true,,,,,4,,,East Falnders,After signing the deed,,,To renovate,2,,,90m²square meters,25m²square meters,Semi equipped,11m²square meters,1,33m²square meters,,1,,1,,,No,100m²square meters,,Yes,,,,,,277 kWh/m²kilowatt hour per square meters,C,20220625-0002628120-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 159,000159000 €",€ 825825 €,Yes,Geraardsbergenstraat 13A 9570- Lierde,http://www.immodesmet.be,1893 - DS22/040,East Falnders,7 m,4,,,Yes,,7 mmeters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10089475,10089475,house,house,159000,forsale,9500,l,semiequipped,,torenovate,gas,277,1,100,,true,,,,,4,,,East Falnders,After signing the deed,,,To renovate,2,,,90m²square meters,25m²square meters,Semi equipped,11m²square meters,1,33m²square meters,,1,,1,,,No,100m²square meters,,Yes,,,,,,277 kWh/m²kilowatt hour per square meters,C,20220625-0002628120-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 159,000159000 €",€ 825825 €,No,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,1922 - DS22/040,East Falnders,7 m,4,,,Yes,,7 mmeters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108862,10108862,house,mixedusebuilding,225000,forsale,9550,l,semiequipped,,torenovate,gas,815,4,365,,true,58,,,,,1,,East Falnders,After signing the deed,,,To renovate,2,1,,271m²square meters,50m²square meters,Semi equipped,20m²square meters,4,17m²square meters,16m²square meters,1,,2,,,No,365m²square meters,,Yes,58m²square meters,,,,,815 kWh/m²kilowatt hour per square meters,F,20220208-0002541775-RES-1,Not specified,Not specified,No,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 225,000225000 €",€ 418418 €,Yes,Nerderwijk 4 9400- Ninove,http://www.immodesmet.be,2187 - DS22/049,East Falnders,10 m,,12m²square meters,12m²square meters,Yes,,10 mmeters,,Yes,,,,,,,Yes,,,,,,,,,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
