,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province
10124641,10124641,house,house,725000,forsale,1330,xl,usahyperequipped,1970,asnew,electric,396,6,822,,,822,true,true,,,3,,Waloon Brabant
9788689,9788689,house,house,525000,forsale,1310,xl,semiequipped,1910,good,gas,477,4,430,,true,430,true,true,,1,1,,Waloon Brabant
10094655,10094655,house,house,745000,forsale,1460,xl,hyperequipped,1974,good,fueloil,271,4,3243,,true,,true,true,,2,5,,Waloon Brabant
10116276,10116276,house,house,745000,forsale,1430,xl,hyperequipped,1974,good,fueloil,271,4,3243,true,true,,true,true,,2,2,,Waloon Brabant
10094658,10094658,house,house,745000,forsale,1430,xl,hyperequipped,1974,good,fueloil,271,4,3243,true,true,,true,true,,2,5,,Waloon Brabant
10116280,10116280,house,house,745000,forsale,1460,xl,hyperequipped,1974,good,fueloil,271,4,3243,true,true,,true,true,,2,5,,Waloon Brabant
10140851,10140851,house,house,240000,forsale,1420,xl,semiequipped,1900,tobedoneup,gas,424,4,110,true,,,true,true,,,,,Waloon Brabant
9962461,9962461,house,villa,895000,forsale,1332,xl,semiequipped,,good,gas,434,4,882,,,,true,,,1,2,,Waloon Brabant
10159116,10159116,house,house,300000,forsale,1457,xl,installed,1900,good,fueloil,409,2,55,,true,,,,,1,,,Waloon Brabant
10152019,10152019,house,exceptionalproperty,1400000,forsale,1470,xl,hyperequipped,1920,asnew,fueloil,205,5,3230,,true,2945,true,true,true,1,15,,Waloon Brabant
10158992,10158992,house,house,745000,forsale,1430,xl,hyperequipped,1974,asnew,fueloil,271,5,3243,true,true,3000,true,true,,1,5,,Waloon Brabant
10139783,10139783,house,apartmentblock,860000,forsale,1400,xl,,1800,good,,167,8,440,,true,,true,,,4,4,,Waloon Brabant
10155784,10155784,house,villa,795000,forsale,1410,xl,hyperequipped,1997,asnew,fueloil,221,4,1006,,,150,true,,true,1,4,,Waloon Brabant
8634207,8634207,housegroup,housegroup,235000-315000,forsale,1480,xl,,,,,,,,,,,,,,,,1,Waloon Brabant
9776286,9776286,house,house,185000,forsale,1457,xl,semiequipped,,torenovate,fueloil,604,3,325,true,true,,true,,,,1,,Waloon Brabant
9635505,9635505,house,house,210000,forsale,1400,xl,hyperequipped,,asnew,gas,212,4,70,,true,,true,,,,,,Waloon Brabant
9788567,9788567,house,house,295000,forsale,1367,xl,installed,1960,torenovate,fueloil,347,3,452,,true,83,true,,,2,4,,Waloon Brabant
10155839,10155839,house,villa,795000,forsale,1420,xl,hyperequipped,1997,asnew,fueloil,221,4,1006,,,150,true,,true,1,4,,Waloon Brabant
9447553,9447553,house,house,240000,forsale,1370,xl,installed,1900,justrenovated,fueloil,413,3,170,true,,,true,,,,,,Waloon Brabant
9432790,9432790,house,house,330000,forsale,1320,xl,semiequipped,1977,good,fueloil,489,3,3390,,true,,true,true,true,1,5,,Waloon Brabant
10032379,10032379,house,farmhouse,200000,forsale,1350,xl,semiequipped,1900,torenovate,,537,3,700,true,,400,true,true,,1,4,,Waloon Brabant
10018963,10018963,house,house,350000,forsale,1300,xl,installed,,good,fueloil,443,2,470,,true,,true,,,,2,,Waloon Brabant
9962974,9962974,house,house,350000,forsale,1400,xl,semiequipped,,tobedoneup,fueloil,434,5,2054,,true,1500,true,,,1,,,Waloon Brabant
9632962,9632962,house,house,395000,forsale,1400,xl,semiequipped,,good,gas,287,2,120,,true,,,,,1,,,Waloon Brabant
9921969,9921969,house,apartmentblock,415000,forsale,1332,xl,semiequipped,1938,tobedoneup,gas,185,5,254,,true,170,true,,,,,,Waloon Brabant
10105623,10105623,house,house,450000,forsale,1340,xl,installed,1922,good,fueloil,500,4,310,,true,220,true,,,1,1,,Waloon Brabant
9742838,9742838,house,house,460000,forsale,1390,xl,installed,1974,good,fueloil,541,4,2240,true,true,,true,true,,1,2,,Waloon Brabant
10092714,10092714,house,house,465000,forsale,1410,xl,installed,1983,good,gas,315,3,824,,true,700,true,true,,,2,,Waloon Brabant
9979491,9979491,house,house,450000,forsale,1440,xl,notinstalled,1932,tobedoneup,fueloil,659,3,2581,true,true,2300,true,true,,,3,,Waloon Brabant
10135475,10135475,house,countrycottage,525000,forsale,1360,xl,hyperequipped,1753,justrenovated,fueloil,444,4,1340,,true,,true,,,2,6,,Waloon Brabant
9906178,9906178,house,villa,495000,forsale,1300,xl,semiequipped,1994,tobedoneup,gas,234,4,660,,true,,true,,,4,4,,Waloon Brabant
10135476,10135476,house,countrycottage,525000,forsale,1367,xl,hyperequipped,1753,justrenovated,fueloil,444,4,1340,,true,,true,,,2,6,,Waloon Brabant
10135477,10135477,house,countrycottage,525000,forsale,1315,xl,hyperequipped,1753,justrenovated,fueloil,444,4,1340,,true,,true,,,2,6,,Waloon Brabant
10011232,10011232,house,villa,900000,forsale,1410,xl,,1960,torenovate,gas,,6,2500,,true,2500,true,true,,2,5,,Waloon Brabant
9438223,9438223,house,house,850000,forsale,1410,xl,usainstalled,1979,good,fueloil,250,5,1000,true,,1000,true,true,,2,6,,Waloon Brabant
9922083,9922083,house,villa,1495000,forsale,1380,xl,installed,1987,good,fueloil,255,4,3900,,true,,true,true,true,2,6,,Waloon Brabant
10135212,10135212,house,villa,949000,forsale,1410,xl,hyperequipped,1958,asnew,gas,300,4,1634,true,true,,true,,,1,6,,Waloon Brabant
