,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
10043018,Immediately,,To renovate,2,,131m²square meters,,Not installed,,3,15m²square meters,8m²square meters,20m²square meters,1,1,,No,304m²square meters,,,,452 kWh/m²kilowatt hour per square meters,E,20220413-0002582706-RES-1,Not specified,Not specified,,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 199,000199000 €",,No,Edegemsestraat 56 2640- Mortsel,http://www.bauwensvastgoed.be,4853236,Antwerp,,5 m,5 mmeters,Yes,,September 30 2022 - 12:00 AM,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,200m²square meters,,,No,No,,,,Yes,,,,No,,,,,,,,,,,,1,100m²square meters,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
9505974,To be defined,,Good,2,,195m²square meters,,Hyper equipped,13m²square meters,1,,,,1,6,,Yes,,,,,238 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,,Non flood zone,"Living area (residential, urban or rural)","€ 230,000230000 €",€ 798798 €,Yes,Korte Nieuwstraat 16 2000- Antwerpen,http://www.athomepartners.be,4497762,Antwerp,,5.1 m,5.1 mmeters,Yes,,,,,Urban,,,,,,,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,,,,1,195m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9913726,After signing the deed,1966,To renovate,4,2,150m²square meters,,Semi equipped,,3,,,,1,1,,No,377m²square meters,,,,836 kWh/m²kilowatt hour per square meters,F,20220503-0002596256-RES-1,Not specified,Not specified,No,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 245,000245000 €",€ 954954 €,No,Herdersstraat 5 2560- Nijlen,http://www.home2000.be,4658-1,Antwerp,,,,,No,,No,1,Countryside,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9861265,After signing the deed,,To be done up,3,,100m²square meters,58m²square meters,USA semi equipped,,3,14m²square meters,14m²square meters,6m²square meters,1,1,,No,340m²square meters,,,,625 kWh/m²kilowatt hour per square meters,F,2559532,Not specified,Not specified,,Gas,Yes,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 235,000235000 €",€ 371371 €,No,Dorpsplaats 4 2390- Malle,http://www.deboerenpartners.be,3664526,Antwerp,,6.1 m,6.1 mmeters,Yes,,,,,,,,,,,7m²square meters,,,,,,,,265m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Link to the virtual visit,,58m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034325,After signing the deed,1938,To renovate,2,,,30m²square meters,USA installed,14m²square meters,4,26m²square meters,15m²square meters,15m²square meters,2,2,Yes,No,148m²square meters,,,,405 kWh/m²kilowatt hour per square meters,E,20220627-0002630552-RES-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,,,Non flood zone,,"€ 275,000275000 €",,No,Edegemsestraat 56 2640- Mortsel,http://www.bauwensvastgoed.be,4852380,Antwerp,,5.5 m,5.5 mmeters,Yes,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,50m²square meters,,,No,No,,,,Yes,,,,No,,,,,,,10m²square meters,,,Yes,Link to the virtual visit,1,75m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9905147,Depending on the tenant,1964,To renovate,4,4,114m²square meters,25m²square meters,Not installed,,3,19m²square meters,47m²square meters,13m²square meters,1,1,Yes,No,1026m²square meters,,,,808 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Gas,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 287,000287000 €",€ 448448 €,No,Vonckstraat 3 2270- Herenthout,http://www.debaco.be,4744507,Antwerp,Berlaar,,,Yes,,,,1,Isolated,,,,,,,,,,,,,,,,,,,,,,Yes,,,,No,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128617,After signing the deed,,Good,2,,167m²square meters,34m²square meters,Installed,10m²square meters,3,22m²square meters,17m²square meters,10m²square meters,,2,,,185m²square meters,,,,272 kWh/m²kilowatt hour per square meters,C,20220918-0002677321-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 298,000298000 €",€ 528528 €,,Zimmerplein16 2500- Lier,http://www.immodockx.be,,Antwerp,,6 m,6 mmeters,Yes,,,,,Urban,,,,,,30m²square meters,,,,,,,,110m²square meters,,,,,,,,,,,,,,,,,,,,,,Yes,,1,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9935963,After signing the deed,1923,To renovate,3,,97m²square meters,17m²square meters,Not installed,6m²square meters,2,,,,1,1,,No,294m²square meters,,,,827 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 309,800309800 €",,No,"Antwerpsesteenweg, 88 2550- Kontich",,GC63-E-1980A,Antwerp,,9.5 m,17 mmeters,,No,,No,1,,,No,No,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9529463,At delivery,,To be done up,2,,185m²square meters,26m²square meters,Semi equipped,,2,25m²square meters,13m²square meters,,1,2,,No,85m²square meters,,,,569 kWh/m²kilowatt hour per square meters,F,20210823-0002454892-RES-1,Not specified,Not specified,,Gas,,,,No,,Non flood zone,,"€ 310,000310000 €","€ 1,1301130 €",Yes,Grote Markt 22 2300- Turnhout,,4454406,Antwerp,,,,Yes,,,,,Urban,,,,,,12m²square meters,,,,,,,Connected,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,190m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036834,Immediately,,To be done up,3,,173m²square meters,48m²square meters,Installed,14m²square meters,3,15m²square meters,13m²square meters,16m²square meters,1,2,,,650m²square meters,,,,515 kWh/m²kilowatt hour per square meters,F,20211202-0002502410-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,,Non flood zone,,"€ 330,000330000 €",€ 552552 €,No,"Molenstraat, 6/B 2870- PUURS",http://www.notarissenvev.be,,Antwerp,,,,,,,,1,"Living area (residential, urban or rural)",,,,,,48m²square meters,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,1,,Yes,Yes,,,,,,,,,,Elissa JENART,,,,,,,,,,,,,,,,,,
9964557,After signing the deed,,Good,4,,90m²square meters,32m²square meters,Semi equipped,14m²square meters,1,13m²square meters,,,1,1,,,1200m²square meters,,South,30m²square meters,789 kWh/m²kilowatt hour per square meters,F,20220519-0002607148-RES-1,Not specified,Not specified,,Pellet,,,,,,,Park area,"€ 325,000325000 €",,,Blauwesteenstraat 67 2550- Kontich,http://www.immoiq.be,,Antwerp,,4 m,,,,,,2,"Living area (residential, urban or rural)",,,,,,,,,,,,,,100m²square meters,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Debby Renteurs,,,,,,,,,,,,,,,,,,
9861669,After signing the deed,,Good,2,,185m²square meters,,Hyper equipped,,4,,,,1,1,Yes,,193m²square meters,,,25m²square meters,448 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,Gas,Yes,,,Yes,,Non flood zone,,"€ 339,000339000 €",€ 696696 €,No,Goedehoopstraat 21 2000- Anvers,http://Www.walls.be,4731532,Antwerp,2100 Deurne,,5 mmeters,Yes,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133412,After signing the deed,1953,To renovate,2,2,,,Installed,,4,,,,1,2,,No,402m²square meters,,East,,418 kWh/m²kilowatt hour per square meters,E,20220906-0002666573-RES-1,Not specified,Not specified,,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 335,000335000 €",€ 805805 €,No,Landstraat 71 2560- Nijlen,http://www.immocoppieters.be,spir732,Antwerp,,,,,No,,No,,"Living area (residential, urban or rural)",,No,No,,,,,,,,,,,250m²square meters,,No,No,No,No,No,,Yes,No,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128613,After signing the deed,,Just renovated,,,104m²square meters,25m²square meters,,15m²square meters,2,28m²square meters,20m²square meters,,1,2,,No,71m²square meters,,,11m²square meters,178 kWh/m²kilowatt hour per square meters,B,20220825-0002661892-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 339,000339000 €",€ 190190 €,No,Houtestraat 62 2800- Mechelen,http://www.vac-online.be,1154 - 10470522,Antwerp,,,4.47 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015277,To be defined,,To be done up,2,,440m²square meters,100m²square meters,Not installed,,5,,,,,,,,150m²square meters,,,30m²square meters,299 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,,,,No,,Non flood zone,Mixed living area (accommodation &amp; economic activities),"€ 350,000350000 €","€ 2,3122312 €",,Consiencelaan 25 3191- Boortmeerbeek,,,Antwerp,,7 m,,Yes,,,,,"Living area (residential, urban or rural)",,,,,,,,,Yes,,,,Connected,,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geert Vlerick,,,,,,,,,,,,,,,,,,
10119831,To be defined,,Good,2,,166m²square meters,30m²square meters,Hyper equipped,15m²square meters,3,30m²square meters,14m²square meters,13m²square meters,1,1,Yes,No,188m²square meters,,,20m²square meters,239 kWh/m²kilowatt hour per square meters,C,20220908-0002670682-RES-1,Not specified,Not specified,,,Yes,,,,,Non flood zone,,"€ 365,000365000 €",,No,Edegemsestraat 56 2640- Mortsel,http://www.bauwensvastgoed.be,4933369,Antwerp,,5.5 m,5.5 mmeters,Yes,,September 30 2023 - 12:00 AM,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,100m²square meters,,,No,No,,,,Yes,,,,No,,,,,,,,,,,Link to the virtual visit,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032702,After signing the deed,1966,To restore,4,2,223m²square meters,,Installed,,4,17m²square meters,16m²square meters,15m²square meters,1,1,Yes,No,720m²square meters,,,,747 kWh/m²kilowatt hour per square meters,F,20210402-0002396379-RES-1,Not specified,Not specified,,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 348,000348000 €",,No,Burchtstraat 7B 2200- Herentals,http://www.davidsonrealestate.be,4845879,Antwerp,,,17 mmeters,No,,,,1,Urban,,,,,,,,,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,10m²square meters,,,Yes,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029120,After signing the deed,1976,To renovate,2,,144m²square meters,33m²square meters,Installed,11m²square meters,3,14m²square meters,10m²square meters,8m²square meters,1,2,,No,334m²square meters,,,,243 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 379,000379000 €",,No,"Antwerpsesteenweg, 88 2550- Kontich",,HdB48-A-2049,Antwerp,,7 m,7 mmeters,,No,,No,1,,,No,Yes,,,,,,,,,,,236m²square meters,,No,Yes,Yes,No,No,,No,No,,,No,,No,,,,,,7m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134446,After signing the deed,,Good,3,1,171m²square meters,25m²square meters,Hyper equipped,,4,18m²square meters,17m²square meters,16m²square meters,2,3,,No,300m²square meters,Yes,North East,,295 kWh/m²kilowatt hour per square meters,C,20220812-0002654054-RES-3,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 389,000389000 €",,No,Theo Verellenlaan 19 2990- Wuustwezel,http://www.janssenenjanssen.be,1315119 - 1314364,Antwerp,,7 m,10 mmeters,Yes,,,,1,,,,,,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,15m²square meters,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096814,To be defined,,As new,3,,259m²square meters,,Installed,,4,,,,1,2,Yes,,194m²square meters,,,,273 kWh/m²kilowatt hour per square meters,C,20220901-0002664469-RES-1,Not specified,Not specified,,Gas,Yes,,,No,,,"Living area (residential, urban or rural)","€ 439,000439000 €",,No,Bevelsesteenweg 4 2560- Nijlen,http://www.solittvastgoed.be,4898998,Antwerp,,9 m,9 mmeters,Yes,,,,1,,,,Yes,,,,,,,,,,Connected,,,,,Yes,,,,Yes,,,,,,,,,,,,,,Yes,Link to the virtual visit,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9965462,To be defined,,As new,1,1,190m²square meters,,,16m²square meters,4,16m²square meters,11m²square meters,9m²square meters,1,2,,,110m²square meters,,South,,375 kWh/m²kilowatt hour per square meters,D,EP11963,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,,"€ 415,000415000 €",€ 515515 €,No,,,,Antwerp,,5 m,,Yes,,,,,,,No,No,,No,,,No,No,No,No,No,Connected,20m²square meters,,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,All kind,9m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030396,After signing the deed,1995,Good,4,4,,,Hyper equipped,,3,,,,1,3,,No,1668m²square meters,,,,313 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,Fuel oil,Yes,Yes,Yes,Yes,No,Non flood zone,Farming area,"€ 595,000595000 €","€ 1,7971797 €",No,Leopoldlei 3 2220- Heist-op-den-Berg,,2022/425,Antwerp,,15 m,24 mmeters,,No,,No,1,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,156m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004710,After signing the deed,1950,,,,200m²square meters,,,5m²square meters,2,16m²square meters,12m²square meters,12m²square meters,2,2,,No,103m²square meters,,,,258 kWh/m²kilowatt hour per square meters,C,20220423-0002587121-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,,No,,Non flood zone,Residential area with cultural historical aesthetic value,"€ 495,000495000 €",€ 899899 €,Yes,Houtestraat 62 2800- Mechelen,http://www.vac-online.be,1136 - 10380322,Antwerp,,,6.48 mmeters,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114929,Depending on the tenant,1957,As new,3,2,230m²square meters,50m²square meters,Hyper equipped,9m²square meters,3,22m²square meters,12m²square meters,7m²square meters,1,2,,No,631m²square meters,,,,298 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 565,000565000 €",€ 940940 €,No,Clemenshoek 74 2840- Reet,,4931683,Antwerp,Rupelstreek,,,No,,,,,,,,,,,15m²square meters,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974570,After signing the deed,1968,To renovate,4,2,186m²square meters,36m²square meters,Installed,9m²square meters,3,16m²square meters,14m²square meters,8m²square meters,2,2,,No,2180m²square meters,,,,617 kWh/m²kilowatt hour per square meters,F,20220613-0002618968-RES-1,Not specified,Not specified,,,Yes,Yes,No,No,,Non flood zone,Residential park,"€ 575,000575000 €","€ 1,0951095 €",No,Oudebaan 31 bus 2 2240- Zandhoven,,4788205,Antwerp,Regio Zandhoven en deelgemeenten,,44.5 mmeters,Yes,,,,1,Countryside,,,,,,,,,,,,,Connected,,,,No,Yes,,,,,,,,Yes,,,,,,,,,,Yes,,2,186m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114758,After signing the deed,1960,To renovate,4,,208m²square meters,60m²square meters,Semi equipped,9m²square meters,5,19m²square meters,16m²square meters,13m²square meters,1,,Yes,,1148m²square meters,,,,578 kWh/m²kilowatt hour per square meters,F,20210210-0002371959-RES-1,Not specified,Not specified,,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 620,000620000 €","€ 2,2062206 €",No,Schoolstraat 2 2970- Schilde,http://www.deboerenpartners.be,4902274,Antwerp,Schilde-Bergen,12.3 m,25 mmeters,Yes,,,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,,,,,,,,,,,,,,,,,,,,12m²square meters,,,Yes,,,120m²square meters,,Yes,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10099587,After signing the deed,1954,Good,4,,180m²square meters,,USA hyper equipped,,2,,,,2,2,,,900m²square meters,,,,417 kWh/m²kilowatt hour per square meters,E,20220731-0002648429-RES-1,Not specified,Not specified,,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 745,000745000 €","€ 1,5221522 €",No,Turnhoutsebaan 324 2970- Schilde,,4866373,Antwerp,,,,No,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9935749,After signing the deed,,Good,2,1,300m²square meters,30m²square meters,USA semi equipped,20m²square meters,4,20m²square meters,20m²square meters,10m²square meters,2,3,,No,175m²square meters,,,15m²square meters,202 kWh/m²kilowatt hour per square meters,C,2602984,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 695,000695000 €","€ 1,1941194 €",No,Brusselsesteenweg 6 2800- Mechelen,http://www.deboerenpartners.be,4748122,Antwerp,Mechelen,7 m,7 mmeters,Yes,,,,1,,,,,,,,40m²square meters,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,Link to the virtual visit,,175m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132231,After signing the deed,1996,,4,3,203m²square meters,49m²square meters,Hyper equipped,19m²square meters,3,19m²square meters,15m²square meters,10m²square meters,1,2,,No,1040m²square meters,,,,180 kWh/m²kilowatt hour per square meters,B,20211111-0002491724-RES-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 698,000698000 €","€ 2,0952095 €",No,"Prins Boudewijnlaan, 112-114 2610- Wilrijk",http://www.vastgoedvanhoof.be,4936877,Antwerp,,10 m,16 mmeters,Yes,,,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,780m²square meters,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,101m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026595,After signing the deed,2004,As new,3,4,151m²square meters,,USA hyper equipped,,,,,,,,Yes,,368m²square meters,,,,225 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 785,000785000 €",,Yes,Dorp 28 2360- OUD-TURNHOUT,http://www.echovastgoed.be,4838402,Antwerp,,10.56 m,13.56 mmeters,Yes,,,,,Urban,,,,,,,,,,,,,Connected,217m²square meters,,,Yes,No,Yes,,,Yes,,,,,,,,,,,,,,Yes,,,151m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080369,After signing the deed,1997,Good,4,6,380m²square meters,85m²square meters,Hyper equipped,30m²square meters,5,37m²square meters,17m²square meters,26m²square meters,2,4,,No,2000m²square meters,,,75m²square meters,154 kWh/m²kilowatt hour per square meters,B,20220713-0002639537-RES-1,Not specified,Not specified,,Gas,Yes,Yes,No,No,,Possible flood zone,Residential park,"€ 895,000895000 €","€ 5,2675267 €",No,Turnhoutsebaan 75 2970- Schilde,http://www.immopoint.be,4812472,Antwerp,Schilde en 's-Gravenwezel,,40 mmeters,Yes,,,,2,Countryside,,,,,,,,,,,,,Connected,,,,,,,Yes,,Yes,,,,,,,,,,,26m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9985663,After signing the deed,1970,Good,4,4,300m²square meters,68m²square meters,USA hyper equipped,16m²square meters,5,29m²square meters,14m²square meters,13m²square meters,2,3,Yes,No,807m²square meters,,,85m²square meters,287 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,,"€ 820,000820000 €",,No,"Prins Boudewijnlaan, 112-114 2610- Wilrijk",http://www.vastgoedvanhoof.be,4770666,Antwerp,,13 m,20 mmeters,Yes,,,,2,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,260m²square meters,,,No,,,Yes,,Yes,,,,,,,,,,,16m²square meters,,,,,2,184m²square meters,,,,15m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10081060,Immediately,1989,To renovate,4,,250m²square meters,,Not installed,,5,30m²square meters,20m²square meters,20m²square meters,2,2,Yes,,9600m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,Yes,,No,No,Non flood zone,Residential park,"€ 1,150,0001150000 €","€ 5,3135313 €",No,,,,Antwerp,,53 m,54 mmeters,Yes,,,No,,"Living area (residential, urban or rural)",,Yes,No,,No,,,No,Yes,Yes,No,No,Connected,,,,,,,,,,,,,,,No,No,No,No,Villa,15m²square meters,,Yes,,,,,Yes,,,15m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes
9686468,After signing the deed,2001,As new,4,4,671m²square meters,40m²square meters,USA hyper equipped,45m²square meters,5,32m²square meters,17m²square meters,15m²square meters,3,3,Yes,,1421m²square meters,,,,237 kWh/m²kilowatt hour per square meters,C,20211223-0002515577-RES-1,Not specified,Not specified,,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 1,190,0001190000 €",,No,Dorp 28 2360- OUD-TURNHOUT,http://www.echovastgoed.be,4586350,Antwerp,,24 m,35 mmeters,Yes,,,,1,"Living area (residential, urban or rural)",,,Yes,,,,,,,,,,Connected,,,,No,No,Yes,Yes,,Yes,,,,Yes,,,,,,,15m²square meters,20m²square meters,Yes,Yes,,3,347m²square meters,,Yes,,36m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10166923,After signing the deed,1989,,4,1,193m²square meters,32m²square meters,,12m²square meters,4,18m²square meters,15m²square meters,15m²square meters,1,2,Yes,No,1040m²square meters,,,,261 kWh/m²kilowatt hour per square meters,C,20221001-0002686759-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,,No,No,,"Living area (residential, urban or rural)","€ 485,000485000 €","€ 2,6772677 €",No,Bredabaan 505 2930- Brasschaat,http://www.accentvastgoed.be,4964781,Antwerp,,,19 mmeters,No,,,,1,,,,,,,,,,,,,,Connected,946m²square meters,,,,,,,,Yes,,,,,,,,Yes,,,12m²square meters,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145661,After signing the deed,,,2,,119m²square meters,,Hyper equipped,,3,,,,1,2,Yes,,100m²square meters,,,,857 kWh/m²kilowatt hour per square meters,F,20220308-0002559120-RES-1,Not specified,Not specified,No,Electric,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 199,000199000 €",€ 642642 €,No,Burchtstraat 7B 2200- Herentals,http://www.davidsonrealestate.be,4963843,Antwerp,,,6 mmeters,No,,,,,Urban,,,,,,,,,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10045142,To be defined,1952,,2,,,12m²square meters,,,3,,,,2,3,Yes,No,175m²square meters,,,,330 kWh/m²kilowatt hour per square meters,D,1995502,Not specified,Not specified,,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 249,000249000 €","€ 1,8931893 €",Yes,Grote Markt 22 2300- Turnhout,,4861351,Antwerp,Turnhout,5.5 m,5.5 mmeters,Yes,,,,,,,,,,,,,,,,,,Connected,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Link to the virtual visit,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147655,After signing the deed,2016,Good,4,,170m²square meters,,,,3,,,,1,,,No,630m²square meters,,,,98 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,Gas,No,Yes,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 425,000425000 €",,No,Kapittelhof 223920- Lommel,http://www.era.be/tournier,,Antwerp,,,,Yes,,,,,,,,,,,,,No,,,,,Not connected,,,,No,No,,No,,Yes,,No,No,No,,No,No,No,No,,,,,,Link to the virtual visit,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
