,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province
9997270,9997270,housegroup,housegroup,260522-283603,forsale,8760,l,,,,,,,,,,,,,,,,1,West Flanders
10106072,10106072,housegroup,housegroup,260950-295000,forsale,8830,l,,,,,54,,,,,,,,,,,1,West Flanders
9671274,9671274,housegroup,housegroup,255000-375000,forsale,8480,l,,,,,,,,,,,,,,1,,1,West Flanders
9154677,9154677,housegroup,housegroup,269000-269000,forsale,8560,l,,,,,,,,,,,,,,,,1,West Flanders
9351309,9351309,housegroup,housegroup,269721-287780,forsale,8970,l,,,,,,,,,,,,,,,,1,West Flanders
9307639,9307639,housegroup,housegroup,255000-375000,forsale,8480,l,,,,,,,,,,,,,,,,1,West Flanders
8219947,8219947,housegroup,housegroup,275000-275000,forsale,8550,l,,,,,,,,,,,,,,,,1,West Flanders
8713713,8713713,housegroup,housegroup,280000-305000,forsale,8820,l,,,,,,,,,,,,,,,,1,West Flanders
8319548,8319548,housegroup,housegroup,267000-310000,forsale,8501,l,,,,,,,,,,,,,,,,1,West Flanders
10057023,10057023,housegroup,housegroup,279000-359000,forsale,8750,l,,,,,,,,,,,,,,,,1,West Flanders
7875746,7875746,housegroup,housegroup,267000-310000,forsale,8501,l,,,,,,,,,,,,,,,,1,West Flanders
10067437,10067437,housegroup,housegroup,284000-284000,forsale,8650,l,,,,,,,,,,,,,,,,1,West Flanders
8510074,8510074,housegroup,housegroup,261500-309000,forsale,8830,l,,,,,,,,,,,,,,,,1,West Flanders
8192747,8192747,housegroup,housegroup,270000-270000,forsale,8800,l,,,,,,,,,,,,,,,,1,West Flanders
9911843,9911843,housegroup,housegroup,285500-297000,forsale,8760,l,,,,,,,,,,,,,,,,1,West Flanders
10131790,10131790,housegroup,housegroup,286000-306000,forsale,8740,l,,,,,,,,,,,,,,,,1,West Flanders
10001715,10001715,housegroup,housegroup,285000-321000,forsale,8600,l,,,,,,,,,,,,,,,,1,West Flanders
8666354,8666354,housegroup,housegroup,288000-316500,forsale,8820,l,,,,,,,,,,,,,,,,1,West Flanders
9586458,9586458,housegroup,housegroup,290946-290946,forsale,8970,l,,,,,,,,,,,,,,,,1,West Flanders
9304535,9304535,housegroup,housegroup,291079-334409,forsale,8980,l,,,,,,,,,,,,,,,,1,West Flanders
10137194,10137194,housegroup,housegroup,294500-294500,forsale,8400,l,,,,,,,,,,,,,,,,1,West Flanders
9579160,9579160,housegroup,housegroup,292686-324981,forsale,8800,l,,,,,,,,,,,,,,,,1,West Flanders
8309716,8309716,housegroup,housegroup,293000-333000,forsale,8750,l,,,,,,,,,,,,,,,,1,West Flanders
9825399,9825399,housegroup,housegroup,305000-311000,forsale,8880,l,,,,,,,,,,,,,,,,1,West Flanders
10108767,10108767,housegroup,housegroup,298000-298000,forsale,8970,l,,,,,,,,,,,,,,,,1,West Flanders
9657392,9657392,housegroup,housegroup,292580-372502,forsale,8780,l,,,,,30,,,,,,,,,1,,1,West Flanders
8781977,8781977,housegroup,housegroup,295000-298000,forsale,8820,l,,,,,,,,,,,,,,,,1,West Flanders
9798768,9798768,housegroup,housegroup,302000-308000,forsale,8660,l,,,,,,,,,,,,,,,,1,West Flanders
9965976,9965976,housegroup,housegroup,309000-340000,forsale,8740,l,,,,,,,,,,,,,,,,1,West Flanders
9344632,9344632,housegroup,housegroup,310594-315874,forsale,8610,l,,,,,,,,,,,,,,,,1,West Flanders
10020392,10020392,housegroup,housegroup,313000-349000,forsale,8740,l,,,,,,,,,,,,,,,,1,West Flanders
9154680,9154680,housegroup,housegroup,314000-314000,forsale,8820,l,,,,,,,,,,,,,,,,1,West Flanders
9780953,9780953,housegroup,housegroup,320000-330000,forsale,8750,l,,,,,,,,,,,,,,,,1,West Flanders
9972679,9972679,housegroup,housegroup,320000-320000,forsale,8760,l,,,,,,,,,,,,,,,,1,West Flanders
9265504,9265504,housegroup,housegroup,322000-325000,forsale,8800,l,,,,,,,,,,,,,,,,1,West Flanders
9154675,9154675,housegroup,housegroup,325000-325000,forsale,8434,l,,,,,,,,,,,,,,,,1,West Flanders
9084065,9084065,housegroup,housegroup,340000-380000,forsale,8770,l,,,,,,,,,,,,,,,,1,West Flanders
10000346,10000346,housegroup,housegroup,325236-333521,forsale,8830,l,,,,,,,,,,,,,,,,1,West Flanders
10131791,10131791,housegroup,housegroup,339000-388000,forsale,8020,l,,,,,,,,,,,,,,,,1,West Flanders
9267259,9267259,housegroup,housegroup,334000-373000,forsale,8700,l,,,,,,,,,,,,,,,,1,West Flanders
8824831,8824831,housegroup,housegroup,353050-363050,forsale,8500,l,,,,,,,,,,,,,,,,1,West Flanders
9719848,9719848,housegroup,housegroup,350000-383000,forsale,8750,l,,,,,,,,,,,,,,,,1,West Flanders
10131788,10131788,housegroup,housegroup,363800-515000,forsale,8810,l,,,,,,,,,,,,,,,,1,West Flanders
8814981,8814981,housegroup,housegroup,369425-369425,forsale,8434,l,,,,,,,,,,,,,,,,1,West Flanders
9720161,9720161,housegroup,housegroup,370000-370000,forsale,8480,l,,,,,,,,,,,,,,,,1,West Flanders
9869554,9869554,housegroup,housegroup,372000-376500,forsale,8211,l,,,,,,,,,,,,,,,,1,West Flanders
10012212,10012212,housegroup,housegroup,372000-393000,forsale,8730,l,,,,,,,,,,,,,,,,1,West Flanders
9970525,9970525,housegroup,housegroup,379000-379000,forsale,8340,l,,,,,,,,,,,,,,,,1,West Flanders
10067438,10067438,housegroup,housegroup,386000-389000,forsale,8370,l,,,,,,,,,,,,,,,,1,West Flanders
9970524,9970524,housegroup,housegroup,434000-434000,forsale,8340,l,,,,,,,,,,,,,,,,1,West Flanders
