,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
10117232,After signing the deed,,1980,As new,4,2,,Isolated,,305m²square meters,35m²square meters,Yes,USA hyper equipped,24m²square meters,4,20m²square meters,14m²square meters,16m²square meters,,,3,,Yes,,No,,1113m²square meters,Yes,,,Yes,,198 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 899,000899000 €","€ 3,2353235 €",No,Winderickxplein 25 1652- Alsemberg,,4933185,Flemish Brabant,,,,,Yes,,Connected,,30m²square meters,,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126616,After signing the deed,,,To renovate,2,,,Urban,,130m²square meters,40m²square meters,,Not installed,5m²square meters,2,12m²square meters,18m²square meters,,,,1,2,,,No,,60m²square meters,No,,,,,720 kWh/m²kilowatt hour per square meters,F,2675889,10 kg CO₂/m²,Not specified,,,"€ 220,000220000 €",,No,Jozef de Vleminckstraat 4B 1853- Strombeek-Bever,http://www.morgans.be,4935507,Flemish Brabant,January 1 2023 - 12:00 AM,,,,Yes,,,,6m²square meters,,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153102,After signing the deed,,1978,,4,,,,,191m²square meters,36m²square meters,,,17m²square meters,4,,,,,,1,,,,No,No,3644m²square meters,Yes,,No,No,No,273 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 519,000519000 €","€ 1,3411341 €",No,"Ninoofsesteenweg, 2551700- Dilbeek",http://www.era.be/visie,,Flemish Brabant,,,,,,,Not connected,,,No,,Yes,Possible flood zone,,,,,,,,Yes,,,,,,,,,,No,No,,No,No,No,No,Villa,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,273,,,,,,,,,,,,,,,,,,,,,
10096171,After signing the deed,,1935,To be done up,3,,,Countryside,,561m²square meters,,Yes,,,3,,,,,,1,1,No,,,No,561m²square meters,Yes,,No,No,No,Not specified,Not specified,20220717-0002642344-RES-1,Not specified,Not specified,Gas,No,"€ 264,000264000 €",€ 468468 €,No,,,,Flemish Brabant,,,,,Yes,,,426m²square meters,,No,No,Yes,,,East,,Yes,No,,No,Yes,No,No,No,No,,,No,No,No,No,No,Yes,No,No,No,No,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10037984,After signing the deed,,2021,As new,4,,2,Countryside,,80m²square meters,23m²square meters,,Installed,13m²square meters,2,9m²square meters,8m²square meters,,,,1,1,No,71m²square meters,,No,836m²square meters,No,,,,,40 kWh/m²kilowatt hour per square meters,A,20220630-0002632206-RES-1,Not specified,Not specified,,Yes,"€ 375,000375000 €",,No,,,,Flemish Brabant,,7 m,1,,,,,736m²square meters,20m²square meters,,,,Non flood zone,,,"Yes, conform",,No,,No,,No,No,No,No,,,,,,,,,Yes,No,Yes,No,,,,Forest area,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147042,After signing the deed,,1930,Good,4,1,,,,255m²square meters,,,,,3,,,,,,1,,,,,,282m²square meters,No,Yes,,,,335 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,,"€ 210,000210000 €",,No,Werchtersesteenweg 1 3150- Haacht,http://www.homixx.be,4963163,Flemish Brabant,,,,,Yes,,,282m²square meters,,,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153075,After signing the deed,,,Good,4,,1,"Living area (residential, urban or rural)",,,20m²square meters,,Installed,10m²square meters,2,20m²square meters,9m²square meters,,,,1,1,No,,,No,110m²square meters,Yes,,,,,302 kWh/m²kilowatt hour per square meters,D,20211224-0002516275-RES-1,Not specified,Not specified,Gas,Yes,"€ 260,000260000 €",€ 604604 €,No,,,,Flemish Brabant,,,,,,,Connected,,,,,,Non flood zone,,,,,No,,No,,Yes,No,No,Yes,,,,,,,,,No,No,No,No,All kind,,,"Living area (residential, urban or rural)",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045004,After signing the deed,,1961,Good,4,2,6,,Link to the virtual visit,500m²square meters,,,Hyper equipped,,8,19m²square meters,39m²square meters,16m²square meters,15m²square meters,18m²square meters,3,3,,,,,100000m²square meters,No,Yes,,,Yes,745 kWh/m²kilowatt hour per square meters,F,20201201-0002345936-RES-1,Not specified,Not specified,,Yes,"€ 1,950,0001950000 €","€ 2,6472647 €",No,Haachtsebaan 119 3140- Keerbergen,,4198879,Flemish Brabant,,20 m,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,No,Forest area,,,No,250m²square meters,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10102947,After signing the deed,,2013,As new,2,,,,,305m²square meters,27m²square meters,Yes,USA hyper equipped,21m²square meters,3,15m²square meters,16m²square meters,9m²square meters,,,1,2,No,,,No,617m²square meters,Yes,,No,Yes,No,106 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 680,000680000 €","€ 1,0371037 €",No,,,,Flemish Brabant,,9 m,1,,Yes,10 mmeters,Connected,500m²square meters,80m²square meters,No,No,Yes,Non flood zone,1,South,,,Yes,Yes,No,Yes,No,No,Yes,No,South,,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,,,,,,,,59,,,Yes,,,,,,,,,,,,,,,,,,
10060695,After signing the deed,,2013,As new,2,,,,,305m²square meters,27m²square meters,Yes,USA hyper equipped,21m²square meters,3,15m²square meters,16m²square meters,9m²square meters,,,1,2,No,,,No,617m²square meters,Yes,,No,Yes,No,106 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 680,000680000 €","€ 1,0371037 €",No,,,,Flemish Brabant,,9 m,1,,Yes,10 mmeters,Connected,500m²square meters,80m²square meters,No,No,Yes,,1,South,,,Yes,Yes,No,Yes,No,No,Yes,No,South,,No,No,Yes,No,No,Yes,No,No,No,No,All kind,,,,,,,,,,,,59,,,Yes,,,,,,,,,,,,,,,,,,
10139492,After signing the deed,,,To renovate,4,,,,,115m²square meters,20m²square meters,Yes,Semi equipped,6m²square meters,2,12m²square meters,10m²square meters,,,,1,2,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 269,000269000 €",€ 752752 €,No,Avenue de Woluwe-Saint-Lambert 35 1200- Woluwe-Saint-Lambert,http://www.espaceimmobrussels.be,44484 - 55,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922438,After signing the deed,,1925,Good,2,,,Urban,,100m²square meters,36m²square meters,,Installed,12m²square meters,3,10m²square meters,10m²square meters,11m²square meters,,,1,2,,,,,155m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 275,000275000 €",€ 640640 €,No,Claesplein 18 1502- Lembeek,http://macnash.com/nl/onze-kantoren/macnash-lembeek.aspx,4768502,Flemish Brabant,,,,,,,Connected,,15m²square meters,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9990549,After signing the deed,,,Good,,,,"Living area (residential, urban or rural)",,100m²square meters,17m²square meters,,Semi equipped,11m²square meters,2,15m²square meters,12m²square meters,,,,1,1,No,,No,,182m²square meters,,,,,,579 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Pellet,Yes,"€ 235,000235000 €",€ 404404 €,No,"Gentsesteenweg, 736 1080- Molenbeek-St-Jean",http://www.sybimmo.be,P84,Flemish Brabant,,7 m,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,Extended residential area,,Yes,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,
10139680,After signing the deed,,,Just renovated,2,2,1,,,300m²square meters,,Yes,Installed,,6,,,,,,3,3,Yes,,Yes,No,120m²square meters,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 450,000450000 €",,Yes,,,,Flemish Brabant,,9 m,3,,Yes,,Connected,30m²square meters,,No,No,Yes,Non flood zone,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,No,No,No,No,No,No,No,No,No,No,All kind,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
10060734,After signing the deed,,,,,,,,,108m²square meters,,,Installed,,2,,,,,,1,1,,,No,,1067m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 319,000319000 €",,No,Leuvensesteenweg 417 3070- Kortenberg,http://www.ap-p.be,4738 - VK 703 WS,Flemish Brabant,,,,,,,,,,,,,Possible flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,No,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136875,After signing the deed,,,To be done up,3,1,2,"Living area (residential, urban or rural)",,197m²square meters,,,Semi equipped,,3,,,,,,1,,,,,,585m²square meters,Yes,,,,,460 kWh/m²kilowatt hour per square meters,E,2680341,Not specified,Not specified,Gas,Yes,"€ 325,000325000 €",€ 671671 €,,Schoolstraat 101 1745- Opwijk,http://www.schoukens.be,,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,,,,Yes,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Anoeshka,,,,,,,,,,,,,,,,,,,,
10130214,After signing the deed,,,As new,4,,,,,134m²square meters,,,USA installed,,2,,,,,,1,,,,No,,469m²square meters,Yes,Yes,,,,481 kWh/m²kilowatt hour per square meters,E,20220815-0002655418-RES-1,Not specified,Not specified,Fuel oil,,"€ 399,000399000 €",,No,HAACHTSESTEENWEG 510 BUS 5 1910- Kampenhout,http://www.animmo.eu,4956459,Flemish Brabant,,,,,,,Connected,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132294,After signing the deed,,1930,As new,2,,,,,180m²square meters,19m²square meters,Yes,Hyper equipped,24m²square meters,4,16m²square meters,20m²square meters,13m²square meters,11m²square meters,,2,2,,,,,236m²square meters,,Yes,No,,No,219 kWh/m²kilowatt hour per square meters,C,20220608-0002618526,Not specified,Not specified,Gas,Yes,"€ 379,000379000 €",,No,Avenue François Sebrechts 26 1080- Molenbeek,http://www.perception-immobiliere.be,4957443,Flemish Brabant,,,2,,Yes,,,163m²square meters,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031832,After signing the deed,,2017,As new,2,,,,,,30m²square meters,,,,3,15m²square meters,12m²square meters,12m²square meters,,,1,2,No,,,No,168m²square meters,Yes,,No,Yes,No,115 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 435,000435000 €",,No,,,,Flemish Brabant,,8 m,,,,,Connected,,,No,No,Yes,Non flood zone,,,,,No,,No,,No,No,No,No,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102813,After signing the deed,,1962,,4,2,2,"Living area (residential, urban or rural)",,,,,,,3,,,,,,1,2,,,,,1529m²square meters,Yes,,,,,946 kWh/m²kilowatt hour per square meters,F,20220704-0002635062-RES-1,Not specified,Not specified,Fuel oil,,"€ 495,000495000 €",€ 994994 €,,Schoolstraat 101 1745- Opwijk,http://www.schoukens.be,,Flemish Brabant,,,,,Yes,,,,,,,,Non flood zone,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Farming area,,,,,,,"Yes, conform",,,Erika Heylen,,,,,,,,,,,,,,,,,,,,
10105666,To be defined,,1983,As new,4,1,,,,200m²square meters,,,Hyper equipped,,4,27m²square meters,24m²square meters,18m²square meters,,,1,,,,,,600m²square meters,Yes,Yes,,,,251 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 515,000515000 €",,No,Leuvensesteenweg 587 3071- Erps-Kwerps,http://www.immowillems.be,4902060,Flemish Brabant,,,,,,,Connected,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123709,After signing the deed,,2016,As new,2,,,,,200m²square meters,,,Hyper equipped,,4,,,,,,1,,,,No,,204m²square meters,,,,,,50 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,Gas,Yes,"€ 525,000525000 €",,No,Leuvensesteenweg 587 3071- Erps-Kwerps,http://www.immowillems.be,4935381,Flemish Brabant,,,,,,,,,22m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100873,After signing the deed,,2005,As new,3,1,3,Countryside,,155m²square meters,,Yes,,,3,27m²square meters,16m²square meters,11m²square meters,,,1,2,No,,,No,,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 445,000445000 €",€ 569569 €,No,,,,Flemish Brabant,,8 m,,,Yes,,Connected,1m²square meter,1m²square meter,No,No,Yes,Non flood zone,,,,Yes,No,,No,,No,No,No,No,,,No,No,No,No,No,Yes,No,No,No,No,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10049059,After signing the deed,,1986,,4,1,5,,Link to the virtual visit,326m²square meters,46m²square meters,,USA hyper equipped,12m²square meters,3,10m²square meters,10m²square meters,16m²square meters,,,1,,,,No,,1550m²square meters,No,Yes,No,,,414 kWh/m²kilowatt hour per square meters,E,2561227,Not specified,Not specified,Electric,Yes,"€ 595,000595000 €","€ 1,6281628 €",No,Stationstraat 79 1861- Wolvertem,http://www.colorcasa.be,4852198,Flemish Brabant,,,,,,,Connected,,,,,Yes,Non flood zone,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,No,"Living area (residential, urban or rural)",,Yes,,,145m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
9981713,After signing the deed,,1965,As new,4,2,1,"Living area (residential, urban or rural)",,200m²square meters,,Yes,Hyper equipped,30m²square meters,4,,,,,,,,,,,,322m²square meters,,Yes,,Yes,,680 kWh/m²kilowatt hour per square meters,F,20220621-0002626651,Not specified,Not specified,Fuel oil,,"€ 785,000785000 €",,,Rue Lambermont 14 1330- Rixensart,http://www.immodeville.be,,Flemish Brabant,,,,,Yes,14.4 mmeters,,,,,,,,,South West,,Yes,,,,Yes,Yes,,,Yes,South West,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10079899,To be defined,,2019,As new,3,2,4,"Living area (residential, urban or rural)",,225m²square meters,,Yes,Hyper equipped,,4,,,,,,1,2,Yes,,,No,688m²square meters,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 668,000668000 €",,No,,,,Flemish Brabant,,,,,Yes,7 mmeters,Connected,470m²square meters,35m²square meters,No,No,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,No,No,No,,1,No,No,Yes,No,No,Yes,No,Yes,No,No,All kind,,,,,Yes,,,,,,,20,,,,,,,,,,,,,,,,,,,,,
9753077,After signing the deed,,,Good,4,,4,,Link to the virtual visit,235m²square meters,42m²square meters,,Installed,22m²square meters,4,21m²square meters,20m²square meters,14m²square meters,14m²square meters,,1,3,Yes,,No,,,Yes,,,,,411 kWh/m²kilowatt hour per square meters,E,20210205-0002363610-RES-1,Not specified,Not specified,Gas,Yes,"€ 670,000670000 €",,No,Edingsesteenweg 341 1755- Kester,http://www.c21atg.be,3092 - 21/000133/463,Flemish Brabant,,,,37m²square meters,,,,,30m²square meters,,,,Non flood zone,,South,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10054548,After signing the deed,,1994,Good,4,2,10,,,698m²square meters,,,,,7,,,,,,4,4,Yes,,No,,3020m²square meters,,Yes,,Yes,Yes,166 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 1,175,0001175000 €",,No,Werchtersesteenweg 1 3150- Haacht,http://www.homixx.be,4855707,Flemish Brabant,,,4,,,,,,,,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,Residential park,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974027,After signing the deed,,1977,As new,4,,,,,,,,Installed,,4,,,,,,2,2,Yes,,,No,2050m²square meters,Yes,,No,Yes,No,272 kWh/m²kilowatt hour per square meters,C,202205230002607385RES1,Not specified,Not specified,Gas,Yes,"€ 789,000789000 €",,No,,,,Flemish Brabant,,,,,Yes,,,1m²square meter,,No,No,No,Non flood zone,1,South,,,No,Yes,Yes,,No,Yes,No,No,,,No,No,No,No,No,No,No,No,No,No,All kind,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10137948,After signing the deed,,,As new,2,,,Urban,,,,,,12m²square meters,5,19m²square meters,15m²square meters,15m²square meters,23m²square meters,23m²square meters,5,5,No,,Yes,No,84m²square meters,Yes,,No,No,No,117 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 1,125,0001125000 €",,Yes,,,,Flemish Brabant,,4 m,5,,,4 mmeters,Connected,5m²square meters,,No,Yes,No,Non flood zone,,,"Yes, conform",,No,,No,,Yes,No,No,No,,,No,No,No,No,No,Yes,No,No,No,No,Apartment building,No,No,"Living area (residential, urban or rural)",,Yes,Yes,,,Yes,"Yes, conform",,,,,,,,,,,3225,,,,,,,,,,100,,
9434977,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Stationstraat 79 1861- Wolvertem,http://www.colorcasa.be,4418763,Flemish Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090399,At delivery,Provincie Vlaams-Brabant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Mechelsesteenweg 35 2580- Rumst,,4841607,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128419,At delivery,Provincie Vlaams-Brabant,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,No,Mechelsesteenweg 35 2580- Rumst,,4944835,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145732,Depending on the tenant,,1938,To be done up,3,,,,,,,Yes,,,2,,,,,,1,2,No,,,No,320m²square meters,No,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,"€ 349,000349000 €",€ 537537 €,No,,,,Flemish Brabant,,,,,Yes,,Connected,1m²square meter,1m²square meter,,,,Non flood zone,,,,Yes,No,Yes,No,,Yes,No,Yes,No,,,,,,,,,No,No,No,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146047,After signing the deed,,1974,,4,,,,,270m²square meters,,,,,2,,,,,,1,2,No,,,No,700m²square meters,No,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Electric,Yes,"€ 479,000479000 €","€ 1,3681368 €",No,,,,Flemish Brabant,,,,,,,Connected,,,,,,Non flood zone,,,,,No,,No,,No,No,No,No,,,,,,,,,No,No,Yes,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065281,After signing the deed,,,Just renovated,2,,,"Living area (residential, urban or rural)",,276m²square meters,,,Installed,,5,,,,,,3,3,No,,,No,,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 440,000440000 €",,No,,,,Flemish Brabant,,,,,,,Connected,1m²square meter,1m²square meter,No,No,Yes,Non flood zone,,,,Yes,No,Yes,No,Yes,No,No,No,No,,,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9977065,After signing the deed,,,As new,4,1,4,Isolated,,570m²square meters,,,Not installed,,4,,,,,,2,,,,No,,4600m²square meters,,Yes,,,,40 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,,,"€ 465,000465000 €",,No,Nieuwstraat 32b1 1730- Asse,http://www.kantoorleemans.be,4768448,Flemish Brabant,,,,,,,,,,,,,Possible flood zone,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,
10150951,After signing the deed,,,,,,3,,Link to the virtual visit,490m²square meters,,,,,7,,,,,,1,5,,,No,,985m²square meters,,Yes,,,,133 kWh/m²kilowatt hour per square meters,B,20221003-0002685795-RES-1,1000 kg CO₂/m²,Not specified,,,"€ 1,050,0001050000 €",,No,chaussée de Wavre n°373 1390- Grez-Doiceau,http://www.promimo.be,8104473 - 996615,Flemish Brabant,,,3,,,,,800m²square meters,,,,,,,South,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150948,After signing the deed,,,,,,3,,Link to the virtual visit,490m²square meters,,,,,5,,,,,,1,5,,,No,,985m²square meters,,Yes,,,,133 kWh/m²kilowatt hour per square meters,B,20221003-0002685795-RES-1,1000 kg CO₂/m²,Not specified,,,"€ 1,050,0001050000 €",,Yes,chaussée de Wavre n°373 1390- Grez-Doiceau,http://www.promimo.be,8104476 - 996609,Flemish Brabant,,,3,,,,,800m²square meters,,,,,,,South,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150950,After signing the deed,,,,,,3,,Link to the virtual visit,490m²square meters,,,,,5,,,,,,1,5,,,No,,985m²square meters,,Yes,,,,133 kWh/m²kilowatt hour per square meters,B,20221003-0002685795-RES-1,1000 kg CO₂/m²,Not specified,,,"€ 1,050,0001050000 €",,Yes,chaussée de Wavre n°373 1390- Grez-Doiceau,http://www.promimo.be,8104474 - 996614,Flemish Brabant,,,3,,,,,800m²square meters,,,,,,,South,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150949,After signing the deed,,,,,,3,,Link to the virtual visit,490m²square meters,,,,,7,,,,,,1,5,,,No,,985m²square meters,,Yes,,,,133 kWh/m²kilowatt hour per square meters,B,20221003-0002685795-RES-1,1000 kg CO₂/m²,Not specified,,,"€ 1,050,0001050000 €",,No,chaussée de Wavre n°373 1390- Grez-Doiceau,http://www.promimo.be,8104475 - 996610,Flemish Brabant,,,3,,,,,800m²square meters,,,,,,,South,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150947,After signing the deed,,,,,,3,,Link to the virtual visit,490m²square meters,,,,,5,,,,,,1,5,,,No,,985m²square meters,,Yes,,,,133 kWh/m²kilowatt hour per square meters,B,20221003-0002685795-RES-1,1000 kg CO₂/m²,Not specified,,,"€ 1,050,0001050000 €",,Yes,chaussée de Wavre n°373 1390- Grez-Doiceau,http://www.promimo.be,8104477 - 996604,Flemish Brabant,,,3,,,,,800m²square meters,,,,,,,South,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150946,After signing the deed,,,,,,3,,Link to the virtual visit,490m²square meters,,,,,7,,,,,,1,5,,,No,,985m²square meters,,Yes,,,,133 kWh/m²kilowatt hour per square meters,B,20221003-0002685795-RES-1,1000 kg CO₂/m²,Not specified,,,"€ 1,050,0001050000 €",,No,chaussée de Wavre n°373 1390- Grez-Doiceau,http://www.promimo.be,8104478 - 996603,Flemish Brabant,,,3,,,,,800m²square meters,,,,,,,South,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10037985,After signing the deed,,1965,Good,2,1,1,"Living area (residential, urban or rural)",,,30m²square meters,,Installed,8m²square meters,2,19m²square meters,16m²square meters,,,,1,1,No,,,No,,Yes,,,,,242 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 200,000200000 €",,No,,,,Flemish Brabant,,5 m,1,,,,Connected,,30m²square meters,,,,Non flood zone,,,,,No,Yes,No,,Yes,No,No,No,West,1,,,,,,,No,No,No,No,,,,,,Yes,,,40m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,
