,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province
10107021,10107021,house,exceptionalproperty,975000,forsale,2280,xl,installed,1854,good,fueloil,541,5,2283,,true,,true,,,6,,,Antwerp
9628739,9628739,house,exceptionalproperty,849000,forsale,2800,xl,hyperequipped,2000,good,gas,139,6,2930,,true,,true,true,,3,4,,Antwerp
9628737,9628737,house,villa,849000,forsale,2800,xl,hyperequipped,2000,good,gas,139,6,2930,,true,,true,true,,3,4,,Antwerp
10156000,10156000,house,apartmentblock,1398000,forsale,2812,xl,semiequipped,1971,good,gas,360,12,710,,true,,true,true,,12,,,Antwerp
10149710,10149710,house,villa,789000,forsale,2470,xl,installed,2002,good,gas,202,3,2115,,,,true,,,2,,,Antwerp
10161759,10161759,house,house,475000,forsale,2610,xl,installed,1971,,,198,4,359,,,175,,,,2,,,Antwerp
9942131,9942131,house,house,155000,forsale,2850,xl,semiequipped,1850,tobedoneup,gas,487,1,139,,true,90,,,,,,,Antwerp
10042461,10042461,house,house,187000,forsale,2890,xl,semiequipped,1899,torenovate,gas,510,2,0,,,,,,,,,,Antwerp
10161758,10161758,house,house,325000,forsale,2660,xl,installed,,asnew,,247,3,350,,,210,true,,,,,,Antwerp
10137642,10137642,house,house,225000,forsale,2800,xl,semiequipped,1935,torenovate,gas,538,2,210,,true,120,true,,,,,,Antwerp
10085720,10085720,house,house,225000,forsale,2840,xl,semiequipped,1935,tobedoneup,electric,865,3,298,,,,,,,,,,Antwerp
10087297,10087297,house,house,254000,forsale,2830,xl,hyperequipped,1925,tobedoneup,gas,382,2,186,,true,,,,,,,,Antwerp
10039552,10039552,house,house,269000,forsale,2880,xl,semiequipped,1937,tobedoneup,gas,290,1,145,,,80,,,,,,,Antwerp
9971854,9971854,house,house,230000,forsale,2880,xl,semiequipped,1900,good,gas,497,2,100,,true,,true,,,,,,Antwerp
10116448,10116448,house,house,319000,forsale,2860,xl,semiequipped,1954,torenovate,electric,1303,2,564,,true,300,true,,,2,2,,Antwerp
9718738,9718738,house,house,309000,forsale,2800,xl,installed,1934,good,gas,802,2,148,,,,true,,,,,,Antwerp
9869226,9869226,house,house,329000,forsale,2160,xl,semiequipped,1949,tobedoneup,gas,515,3,218,,true,52,true,,,1,,,Antwerp
10100108,10100108,house,house,285000,forsale,2870,xl,semiequipped,1959,torenovate,fueloil,862,2,562,,true,,true,,,1,,,Antwerp
10079879,10079879,house,house,320000,forsale,2800,xl,installed,1874,tobedoneup,gas,614,2,142,,,,,,,,,,Antwerp
10131231,10131231,house,house,449000,forsale,2960,xl,installed,1972,good,gas,455,2,1425,,true,1304,true,,,1,7,,Antwerp
10016484,10016484,house,house,440000,forsale,2850,xl,semiequipped,1972,tobedoneup,fueloil,516,3,1045,,,,,,,2,5,,Antwerp
9902102,9902102,house,house,465000,forsale,2500,xl,installed,,justrenovated,gas,274,3,373,true,,275,true,,,,,,Antwerp
10047713,10047713,house,house,469000,forsale,2890,xl,installed,2006,good,gas,119,3,210,,true,,true,,,1,,,Antwerp
9973626,9973626,house,house,599000,forsale,2870,xl,installed,1931,good,fueloil,325,3,644,,,,true,,,2,3,,Antwerp
10123058,10123058,house,house,549500,forsale,2390,xl,semiequipped,1965,good,gas,246,4,961,,true,,true,true,,,2,,Antwerp
10055002,10055002,house,house,675000,forsale,2220,xl,installed,1982,good,gas,599,4,4770,,,,true,true,true,7,5,,Antwerp
10066220,10066220,house,villa,845000,forsale,2560,xl,semiequipped,2001,good,fueloil,213,6,1475,,true,,true,true,,4,3,,Antwerp
10137368,10137368,house,house,749000,forsale,2800,xl,installed,2002,good,gas,127,5,405,,,,true,,,1,,,Antwerp
10078788,10078788,house,villa,750000,forsale,2870,xl,installed,1977,good,fueloil,331,6,1093,,,,,,,1,2,,Antwerp
10059000,10059000,house,villa,895000,forsale,2460,xl,hyperequipped,2018,asnew,gas,136,4,1500,,true,,true,true,,2,,,Antwerp
10091277,10091277,house,exceptionalproperty,1395000,forsale,2018,xl,installed,1911,asnew,gas,241,6,207,,true,60,,,,1,,,Antwerp
9923305,9923305,house,villa,995000,forsale,2280,xl,installed,1999,good,gas,293,4,2950,,true,,true,true,,3,2,,Antwerp
