,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province
9763047,9763047,house,house,449000,forsale,1780,xl,hyperequipped,1890,tobedoneup,gas,454,3,328,true,true,210,true,true,,,,,Flemish Brabant
10117981,10117981,house,house,465000,forsale,3001,xl,semiequipped,1956,tobedoneup,gas,255,4,201,,true,,true,,,2,1,,Flemish Brabant
9896426,9896426,house,house,383000,forsale,1831,xl,usainstalled,1990,asnew,gas,184,5,730,,,,,,,1,,,Flemish Brabant
10025551,10025551,house,house,410000,forsale,1755,xl,hyperequipped,2009,good,gas,133,2,426,,,,true,,,2,3,,Flemish Brabant
10112334,10112334,house,house,495000,forsale,1780,xl,semiequipped,1935,good,gas,416,5,520,,true,350,true,true,,1,,,Flemish Brabant
10076028,10076028,house,house,575000,forsale,1950,xl,usahyperequipped,1932,good,gas,274,5,135,true,true,,true,true,,,,,Flemish Brabant
10113217,10113217,house,house,595000,forsale,1730,xl,installed,1971,asnew,gas,158,4,422,,,,true,true,,2,4,,Flemish Brabant
10137914,10137914,house,house,595000,forsale,1731,xl,installed,1971,asnew,gas,158,4,422,,,,true,true,,2,4,,Flemish Brabant
9696647,9696647,house,villa,598000,forsale,3400,xl,hyperequipped,1996,asnew,fueloil,141,6,564,,,,true,true,true,1,2,,Flemish Brabant
10107766,10107766,house,house,645000,forsale,1970,xl,installed,1966,torenovate,gas,322,3,709,,true,350,true,,,1,1,,Flemish Brabant
10052805,10052805,house,mixedusebuilding,780000,forsale,1853,xl,usahyperequipped,2016,good,gas,83,3,260,true,true,85,true,true,,1,4,,Flemish Brabant
10091243,10091243,house,mixedusebuilding,695000,forsale,1950,xl,semiequipped,1980,good,gas,780,3,1724,,,1400,true,,,2,10,,Flemish Brabant
10082532,10082532,house,house,795000,forsale,1950,xl,hyperequipped,1940,good,gas,480,5,360,,true,150,true,,,1,2,,Flemish Brabant
10128557,10128557,house,villa,785000,forsale,3052,xl,usahyperequipped,2010,good,gas,115,5,1120,,,,,true,,1,3,,Flemish Brabant
9876934,9876934,house,house,945000,forsale,1950,xl,semiequipped,1965,good,gas,262,6,413,true,true,250,true,true,,1,2,,Flemish Brabant
10130217,10130217,house,house,1400000,forsale,1950,xl,usainstalled,1990,good,gas,172,6,873,,true,550,true,,,2,7,,Flemish Brabant
10146157,10146157,house,house,235000,forsale,3320,xl,hyperequipped,1969,asnew,gas,234,2,71,,true,14,,,,1,,,Flemish Brabant
10151506,10151506,house,house,459000,forsale,1831,xl,installed,1960,asnew,fueloil,481,4,485,,true,,,,,,,,Flemish Brabant
10157346,10157346,house,house,235000,forsale,1800,xl,notinstalled,1931,torenovate,electric,502,2,68,true,true,,,,,,,,Flemish Brabant
10159620,10159620,house,house,325000,forsale,1840,xl,installed,1949,good,gas,313,3,271,,true,,true,,,,4,,Flemish Brabant
10159622,10159622,house,house,369000,forsale,1860,xl,semiequipped,1980,tobedoneup,gas,330,4,275,,,,true,,,1,2,,Flemish Brabant
10135984,10135984,house,house,380000,forsale,1970,xl,installed,1960,torenovate,,432,3,170,true,true,40,true,,,1,1,,Flemish Brabant
10158265,10158265,house,house,950000,forsale,1650,xl,,1872,torenovate,,356,5,1220,,true,610,,,,1,5,,Flemish Brabant
10159478,10159478,house,house,439000,forsale,1650,xl,installed,1960,justrenovated,fueloil,576,3,550,,true,,true,,,1,1,,Flemish Brabant
10156817,10156817,house,house,285000,forsale,1840,xl,semiequipped,1967,tobedoneup,gas,233,3,427,,,,true,,,1,3,,Flemish Brabant
10155698,10155698,house,house,330000,forsale,1500,xl,semiequipped,1972,good,electric,584,3,178,,,,true,,,1,,,Flemish Brabant
10155869,10155869,house,house,398000,forsale,1852,xl,semiequipped,1942,torenovate,fueloil,952,3,1085,,true,,,,,4,3,,Flemish Brabant
10098957,10098957,house,house,349000,forsale,1560,xl,notinstalled,1899,tobedoneup,fueloil,802,4,350,,true,200,true,,,2,2,,Flemish Brabant
10156760,10156760,house,house,799000,forsale,3080,xl,installed,1899,justrenovated,gas,338,5,1366,,true,1366,true,,,2,4,,Flemish Brabant
10130215,10130215,house,house,895000,forsale,1970,xl,installed,,good,gas,221,4,430,true,true,185,true,,,2,4,,Flemish Brabant
10162617,10162617,house,house,415000,forsale,1500,xl,installed,1967,tobedoneup,gas,407,3,227,,true,,,,,1,,,Flemish Brabant
10155636,10155636,house,mixedusebuilding,1595000,forsale,3000,xl,hyperequipped,1939,justrenovated,gas,100,4,190,,true,,true,true,,,,,Flemish Brabant
10155627,10155627,house,mansion,1595000,forsale,3000,xl,hyperequipped,1939,justrenovated,gas,100,4,190,,true,,true,true,,,,,Flemish Brabant
10035982,10035982,house,house,449000,forsale,1800,xl,usahyperequipped,2007,asnew,gas,203,3,190,,,66,true,,,1,,,Flemish Brabant
9996279,9996279,house,house,375000,forsale,1745,xl,installed,1931,good,gas,189,4,630,,,,true,,,,,,Flemish Brabant
10142388,10142388,house,house,448000,forsale,1653,xl,installed,1930,good,gas,332,4,429,,true,,true,,,,2,,Flemish Brabant
10153036,10153036,house,house,630000,forsale,1910,xl,installed,1918,good,gas,155,5,2725,,true,1835,true,,,7,6,,Flemish Brabant
10061333,10061333,house,villa,445000,forsale,1860,xl,installed,1989,tobedoneup,fueloil,380,2,982,true,,,true,true,,3,3,,Flemish Brabant
10147714,10147714,house,villa,1795000,forsale,1500,xl,hyperequipped,2006,tobedoneup,fueloil,190,4,4202,,true,,true,true,,2,5,,Flemish Brabant
10165740,10165740,house,house,340000,forsale,1830,xl,installed,,good,gas,493,3,240,,true,,true,,,,2,,Flemish Brabant
10153948,10153948,house,villa,775000,forsale,3120,xl,installed,2010,asnew,gas,133,4,771,,,630,true,,,1,3,,Flemish Brabant
10148932,10148932,house,house,369000,forsale,1861,xl,semiequipped,1979,good,electric,387,4,183,,,,true,,,1,,,Flemish Brabant
10149708,10149708,house,house,395000,forsale,1800,xl,installed,1930,tobedoneup,gas,353,3,120,,true,,true,,,4,,,Flemish Brabant
10162793,10162793,house,house,549000,forsale,1861,xl,installed,2010,good,,119,3,518,,true,,true,,,,2,,Flemish Brabant
10156239,10156239,house,bungalow,595000,forsale,1652,xl,usahyperequipped,1979,asnew,,225,3,517,true,true,120,true,true,,1,4,,Flemish Brabant
10161865,10161865,house,house,335000,forsale,1745,xl,installed,1953,tobedoneup,gas,419,2,356,,true,240,true,,,,,,Flemish Brabant
10162614,10162614,house,house,580000,forsale,1640,xl,installed,1959,justrenovated,gas,180,5,305,,,,true,,,1,,,Flemish Brabant
10131861,10131861,house,house,235000,forsale,3320,xl,hyperequipped,1969,asnew,gas,171,2,76,,true,14,,,,1,,,Flemish Brabant
9955007,9955007,house,house,440000,forsale,3140,xl,installed,1977,torenovate,fueloil,431,2,1767,,,1600,,,,,,,Flemish Brabant
10039006,10039006,house,house,349000,forsale,1800,xl,,1948,justrenovated,gas,220,2,140,true,true,88,true,,,,,,Flemish Brabant
10136628,10136628,house,house,510000,forsale,1950,xl,hyperequipped,1957,torenovate,gas,672,3,714,true,true,515,true,,,1,1,,Flemish Brabant
10125618,10125618,house,house,485000,forsale,1932,xl,installed,1996,good,gas,196,4,135,,,61,,,,1,1,,Flemish Brabant
10086787,10086787,house,house,545000,forsale,3090,xl,hyperequipped,1967,good,gas,275,3,631,true,true,631,true,,,1,3,,Flemish Brabant
10106819,10106819,house,house,700000,forsale,1640,xl,installed,1990,good,gas,258,5,1102,,,,true,true,,1,,,Flemish Brabant
10106820,10106820,house,house,700000,forsale,1652,xl,installed,1990,good,gas,258,5,1102,,,,true,true,,1,,,Flemish Brabant
10086163,10086163,house,house,749500,forsale,1850,xl,usahyperequipped,2014,asnew,gas,105.55,5,646,,,,true,true,,,2,,Flemish Brabant
10108197,10108197,house,countrycottage,690000,forsale,1785,xl,installed,1980,tobedoneup,fueloil,701,4,2400,,true,,true,,,1,4,,Flemish Brabant
10136103,10136103,house,villa,845000,forsale,1970,xl,hyperequipped,1938,good,gas,553,4,614,,true,600,true,,,2,1,,Flemish Brabant
10037322,10037322,house,house,383000,forsale,1560,xl,semiequipped,1962,torenovate,gas,558,3,426,,true,426,true,,,2,1,,Flemish Brabant
10146400,10146400,house,house,347000,forsale,1740,xl,semiequipped,1975,torenovate,fueloil,443,3,340,,true,,,,,1,2,,Flemish Brabant
10137814,10137814,house,house,269000,forsale,1730,xl,semiequipped,1970,good,electric,687,2,124,,,,true,,,1,1,,Flemish Brabant
10160849,10160849,house,house,595000,forsale,1800,xl,hyperequipped,2012,good,gas,111,3,0,,true,,true,,,2,,,Flemish Brabant
10126196,10126196,house,house,360000,forsale,1651,xl,hyperequipped,1899,good,gas,341,3,260,true,,,true,,,,,,Flemish Brabant
9913775,9913775,house,house,390000,forsale,1620,xl,usahyperequipped,1930,asnew,gas,667,3,160,,true,100,true,,,,1,,Flemish Brabant
10132478,10132478,house,house,389000,forsale,3220,xl,usainstalled,1900,torenovate,gas,536,3,1020,true,,,true,true,,,,,Flemish Brabant
10130905,10130905,house,house,450000,forsale,3090,xl,installed,1918,tobedoneup,gas,467,5,240,true,true,,true,,,,2,,Flemish Brabant
9748285,9748285,house,house,470000,forsale,1630,xl,usainstalled,1957,asnew,gas,400,4,180,,,,,,,,,,Flemish Brabant
10136200,10136200,house,house,569000,forsale,1853,xl,hyperequipped,,good,gas,391,3,220,true,true,150,true,,,,2,,Flemish Brabant
9924203,9924203,house,villa,599000,forsale,1650,xl,installed,1952,justrenovated,gas,521,3,1689,,true,,true,true,,1,3,,Flemish Brabant
10094748,10094748,house,house,549000,forsale,1932,xl,usahyperequipped,1998,good,gas,235,4,156,,,31,true,,,1,2,,Flemish Brabant
10129729,10129729,house,villa,675000,forsale,1860,xl,installed,1988,good,gas,212,4,596,,true,,true,true,,3,2,,Flemish Brabant
10134286,10134286,house,villa,799000,forsale,1970,xl,hyperequipped,1997,good,,282,3,1172,,true,700,true,true,,,1,,Flemish Brabant
10109426,10109426,house,exceptionalproperty,720000,forsale,3078,xl,usasemiequipped,1955,tobedoneup,,854,5,4200,true,true,4000,true,true,,2,5,,Flemish Brabant
9943710,9943710,house,villa,730000,forsale,1640,xl,usahyperequipped,,asnew,gas,189,5,506,,,400,true,true,,,2,,Flemish Brabant
10153852,10153852,house,mixedusebuilding,485000,forsale,3360,xl,,1953,tobedoneup,fueloil,606,3,920,,true,920,true,true,,4,2,,Flemish Brabant
10081192,10081192,house,house,409000,forsale,1653,xl,hyperequipped,2022,asnew,gas,,4,145,,,55,true,,,1,,1,Flemish Brabant
10020361,10020361,house,house,499000,forsale,1602,xl,,2022,asnew,electric,,3,460,true,,360,,,,,2,1,Flemish Brabant
10153849,10153849,house,house,345000,forsale,3118,xl,,1938,,fueloil,791,2,2000,,true,2000,true,,,2,,,Flemish Brabant
10153850,10153850,house,villa,485000,forsale,3360,xl,,1953,tobedoneup,fueloil,606,3,920,,true,920,true,true,,4,2,,Flemish Brabant
10036804,10036804,house,house,215000,forsale,3320,xl,semiequipped,,torenovate,gas,645,3,156,,true,,,,,,,,Flemish Brabant
10159405,10159405,house,house,599000,forsale,1850,xl,installed,1998,good,gas,207,5,403,,,,true,,,1,,,Flemish Brabant
10108103,10108103,house,villa,499000,forsale,1860,xl,installed,1974,good,gas,634,3,597,,true,150,true,,,2,3,,Flemish Brabant
10158485,10158485,house,countrycottage,825000,forsale,1702,xl,semiequipped,1963,torenovate,fueloil,824,4,9143,,true,,,,,1,,,Flemish Brabant
10139366,10139366,house,house,589000,forsale,1755,xl,installed,1989,good,fueloil,,3,861,,true,,true,,,,4,,Flemish Brabant
10164000,10164000,house,house,2950000,forsale,1970,xl,hyperequipped,1989,good,,179,7,7867,true,true,7600,true,,true,1,4,,Flemish Brabant
10154765,10154765,house,house,397000,forsale,1800,xl,installed,1968,asnew,gas,322,3,140,,,78,true,,,1,1,,Flemish Brabant
